"nuts2" "inter_link"
"1" "AT12" 105501.2
"2" "AT13" 279999.2
"3" "AT22" 102347.64
"4" "AT31" 0
"5" "AT33" 12341.12
"6" "BE10" 44579.92
"7" "BE21" 114124.45
"8" "BE22" 46916.8
"9" "BE23" 297447.36
"10" "BE24" 177124.02
"11" "BE25" 36742.11
"12" "BE31" 21082.42
"13" "BE33" 37614.69
"14" "BG41" 18751.1
"15" "CH01" 125180.96
"16" "CH02" 34160.85
"17" "CH03" 68983.2
"18" "CH04" 513432.08
"19" "CH06" 0
"20" "CY00" 12267.9
"21" "CZ01" 39222.2
"22" "CZ05" 0
"23" "CZ06" 12267.9
"24" "DE11" 87766.2
"25" "DE12" 203544.8
"26" "DE13" 210951.93
"27" "DE14" 0
"28" "DE21" 121528.55
"29" "DE23" 0
"30" "DE25" 72024.61
"31" "DE26" 25107.2
"32" "DE30" 297937.9
"33" "DE40" 252920.16
"34" "DE50" 56104.65
"35" "DE60" 140580.31
"36" "DE71" 23657.24
"37" "DE72" 23882.2
"38" "DE73" 93243.2
"39" "DE80" 24844.74
"40" "DE91" 128808.68
"41" "DE92" 24864.3
"42" "DE94" 41009.72
"43" "DEA1" 54211.85
"44" "DEA2" 103404.3
"45" "DEA3" 12436.92
"46" "DEA4" 0
"47" "DEA5" 63233.76
"48" "DEB3" 173398.88
"49" "DED2" 74445.2
"50" "DED4" 44232.92
"51" "DED5" 134779.58
"52" "DEE0" 21314.44
"53" "DEF0" 24535.8
"54" "DEG0" 34206.78
"55" "DK01" 218477.6
"56" "DK02" 58226.45
"57" "DK03" 71145.76
"58" "DK04" 79692.8
"59" "DK05" 286119.8
"60" "EE00" 33793.92
"61" "EL30" 154863.1
"62" "EL43" 67694.76
"63" "EL52" 98382.42
"64" "EL54" 37094.04
"65" "EL61" 12267.9
"66" "EL63" 42704.4
"67" "EL65" 12267.9
"68" "ES11" 277615.26
"69" "ES12" 10851.15
"70" "ES13" 22719.14
"71" "ES21" 184018.5
"72" "ES22" 0
"73" "ES24" 93845.36
"74" "ES30" 296249.52
"75" "ES41" 111480.05
"76" "ES42" 97253.46
"77" "ES43" 0
"78" "ES51" 305940.16
"79" "ES52" 11064.68
"80" "ES53" 24682.24
"81" "ES61" 257254.5
"82" "ES62" 0
"83" "ES70" 82172.08
"84" "FI19" 35177.7
"85" "FI1B" 126506.27
"86" "FI1C" 49665.2
"87" "FI1D" 37296.45
"88" "FR10" 543640.8
"89" "FRB0" 90307.2
"90" "FRC2" 55272.2
"91" "FRD1" 25261.12
"92" "FRD2" 36691.68
"93" "FRE1" 52567.26
"94" "FRE2" 60949.35
"95" "FRF1" 11949.29
"96" "FRF2" 0
"97" "FRF3" 0
"98" "FRG0" 234444.6
"99" "FRH0" 240720.24
"100" "FRI1" 109986.4
"101" "FRI3" 143151.72
"102" "FRJ1" 81132.73
"103" "FRJ2" 106611.6
"104" "FRK2" 474058.2
