"nuts2" "inter_link"
"104" "ES22" 75702131.82
"105" "ES23" 42848174.16
"106" "ES24" 509930513.4
"107" "ES30" 2121204444.8
"108" "ES41" 236544036.39
"109" "ES42" 233556634.4
"110" "ES43" 84068971.44
"111" "ES51" 2015223974.72
"112" "ES52" 959996841.41
"113" "ES53" 73059685.59
"114" "ES61" 866347503.45
"115" "ES62" 127514077.59
"116" "ES64" 488681.4
"117" "ES70" 157592555.1
"118" "FI19" 395047980.68
"119" "FI1B" 723284319.52
"120" "FI1C" 643116819.5
"121" "FI1D" 277657117.32
"122" "FR10" 2738754683.28
"123" "FRB0" 249960770.4
"124" "FRC1" 155403217.76
"125" "FRC2" 133541126.92
"126" "FRD1" 272373494.63
"127" "FRD2" 118434850.8
"128" "FRE1" 459925271.7
"129" "FRE2" 208737882.37
"130" "FRF1" 1203214980.57
"131" "FRF2" 138969687.94
"132" "FRF3" 384939707.04
"133" "FRG0" 764327864.2
"134" "FRH0" 585002476.38
"135" "FRI1" 777166873.35
"136" "FRI2" 109589781.44
"137" "FRI3" 140261425.92
"138" "FRJ1" 660686743.08
"139" "FRJ2" 638076483
"140" "FRK1" 309186880.56
"141" "FRK2" 2501111244
"142" "FRL0" 813337235.76
"143" "FRM0" 7297490.85
"144" "FRY1" 4404676.77
"145" "FRY3" 2440071.35
"146" "FRY4" 2438916.7
"147" "HR02" 9605356.11
"148" "HR03" 45630226.73
"149" "HR05" 242015130.83
"150" "HR06" 4826668.9
"151" "HU11" 391928659.55
"152" "HU12" 10147149.18
"153" "HU21" 30040766.55
"154" "HU22" 15755586.33
"155" "HU23" 31813600.23
"156" "HU31" 7573404.16
"157" "HU32" 70028540.13
"158" "HU33" 217150307.88
"159" "IE04" 101742926.62
"160" "IE05" 455356159.62
"161" "IE06" 830734646.76
"162" "IS00" 103674900.24
"163" "ITC1" 651957732.14
"164" "ITC2" 9232708.19
"165" "ITC3" 795269226
"166" "ITC4" 2043114389.79
"167" "ITF1" 251096928.39
"168" "ITF2" 12398934.86
"169" "ITF3" 604019740.32
"170" "ITF4" 605552668.24
"171" "ITF5" 40547699.92
"172" "ITF6" 328410656.41
"173" "ITG1" 435252838.65
"174" "ITG2" 288007778
"175" "ITH1" 77377080.27
"176" "ITH2" 491048785.76
"177" "ITH3" 690973219.9
"178" "ITH4" 1181011609.44
"179" "ITH5" 1549907869.4
"180" "ITI1" 986583577.7
"181" "ITI2" 404694435
"182" "ITI3" 145900009.5
"183" "ITI4" 1291874793.8
"184" "LI00" 24755382.6
"185" "LT01" 325657469.2
"186" "LT02" 197298452.82
"187" "LU00" 267422382.24
"188" "LV00" 121257796.77
"189" "ME00" 4812380.5
"190" "MK00" 20841337.76
"191" "MT00" 16192094.72
"192" "NL11" 643581736.18
"193" "NL12" 46999108
"194" "NL13" 1946516.72
"195" "NL21" 405977841.27
"196" "NL22" 529296528.25
"197" "NL23" 6300766.81
"198" "NL31" 421491315.3
"199" "NL32" 667564058.25
"200" "NL33" 1093234086.72
"201" "NL34" 1944330.12
"202" "NL41" 1405222504.24
"203" "NL42" 113080836.51
"204" "NO02" 11135371.11
"205" "NO06" 236397356.8
"206" "NO07" 23832596.92
"207" "NO08" 332645953.4
"208" "NO09" 26671253.85
"209" "NO0A" 40105919.68
"210" "PL21" 391609570.53
"211" "PL22" 411355600.96
"212" "PL41" 301203609.36
"213" "PL42" 79414359.12
"214" "PL43" 8126016.66
"215" "PL51" 515942997.96
"216" "PL52" 33926117.09
"217" "PL61" 185615598.73
"218" "PL62" 14563095.68
"219" "PL63" 179799689.96
"220" "PL71" 248587259.98
"221" "PL72" 32509207.44
"222" "PL81" 110470133.16
"223" "PL82" 65305224.9
"224" "PL84" 35366116.44
"225" "PL91" 862018095.93
"226" "PL92" 17473723.97
"227" "PT11" 615303780.57
"228" "PT15" 42982137.32
"229" "PT16" 640754240.04
"230" "PT17" 675675426
"231" "PT18" 38105222.05
"232" "PT20" 974399.78
"233" "PT30" 16650750.55
"234" "RO11" 176410767.05
"235" "RO12" 45300477.38
"236" "RO21" 140328000
"237" "RO22" 41094704.25
"238" "RO31" 32990329.63
"239" "RO32" 455549900
"240" "RO41" 23469552.3
"241" "RO42" 49062218.76
"242" "RS11" 258258555.4
"243" "RS12" 63027639.36
"244" "RS21" 20631507.6
"245" "RS22" 25604780.19
"246" "SE11" 1017264376.8
"247" "SE12" 1452499018.08
"248" "SE21" 23254227
"249" "SE22" 734227464.6
"250" "SE23" 819168936.3
"251" "SE31" 70317156.24
"252" "SE32" 28171221.3
"253" "SE33" 229579566.84
"254" "SI03" 56851714.92
"255" "SI04" 376687617.48
"256" "SK01" 341327180.13
"257" "SK02" 36490287.82
"258" "SK03" 33813999.56
"259" "SK04" 80406795.6
"260" "TR10" 441203266.91
"261" "TR21" 79648023.84
"262" "TR22" 106992103.2
"263" "TR31" 277386027.78
"264" "TR32" 124157941.12
"265" "TR33" 98938687.15
"266" "TR41" 155449047.76
"267" "TR42" 336422632.44
"268" "TR51" 614556512.02
"269" "TR52" 121915490.97
"270" "TR61" 96667373
"271" "TR62" 112648356.9
"272" "TR63" 66769960.74
"273" "TR71" 126977057.46
"274" "TR72" 122326310.7
"275" "TR81" 88424191.6
"276" "TR82" 33375439.31
"277" "TR83" 128306254.02
"278" "TR90" 136759485.21
"279" "TRA1" 117065423.75
"280" "TRA2" 30574934.94
"281" "TRB1" 136266564.78
"282" "TRB2" 94271979.33
"283" "TRC1" 62208745.17
"284" "TRC2" 54319498.03
"285" "TRC3" 38514197.84
"286" "UKC1" 441953334.68
"287" "UKC2" 330875655.15
"288" "UKD1" 12012444.25
"289" "UKD3" 893835960.68
"290" "UKD4" 311533277.44
"291" "UKD6" 175597654.8
"292" "UKD7" 442753125.76
"293" "UKE1" 81079790.32
"294" "UKE2" 181278989.85
"295" "UKE3" 510750905.98
"296" "UKE4" 272919427.5
"297" "UKF1" 438175184.94
"298" "UKF2" 230567014.34
"299" "UKF3" 40819080.21
"300" "UKG1" 40059883.41
"301" "UKG2" 43515130
"302" "UKG3" 650757529.5
"303" "UKH1" 1850023052.85
"304" "UKH2" 124082627.61
"305" "UKH3" 36601495.11
"306" "UKI3" 2390833210.2
"307" "UKI4" 16406314.1
"308" "UKI5" 978431.04
"309" "UKI6" 26825369.07
"310" "UKI7" 262280660.35
"311" "UKJ1" 1768562583.2
"312" "UKJ2" 423299272.5
"313" "UKJ3" 541087795.43
"314" "UKJ4" 89278606.2
"315" "UKK1" 641504193.2
"316" "UKK2" 6694723.28
"317" "UKK3" 62652329.04
"318" "UKK4" 181762602.98
"319" "UKL1" 315446348.6
"320" "UKL2" 309215562.1
"321" "UKM5" 69216546.06
"322" "UKM6" 7232117.7
"323" "UKM7" 769085745.48
"324" "UKM8" 583231197.5
"325" "UKM9" 4788104
"326" "UKN0" 274108423.65
