"nuts2" "inter_link"
"1" "AL02" 8622046.8
"2" "AT11" 11644756.8
"3" "AT12" 50826531.03
"4" "AT13" 697941405
"5" "AT21" 47438587.35
"6" "AT22" 615719874
"7" "AT31" 467224992
"8" "AT32" 49030065.72
"9" "AT33" 107214285.46
"10" "AT34" 23557628
"11" "BE10" 364785351
"12" "BE21" 547749490.09
"13" "BE22" 437778666.64
"14" "BE23" 618027872.64
"15" "BE24" 1267195531.02
"16" "BE25" 25994744.72
"17" "BE31" 125810829.78
"18" "BE32" 495412892.4
"19" "BE33" 188548437.69
"20" "BE34" 1460649.69
"21" "BE35" 288013448.84
"22" "BG31" 1949788.48
"23" "BG32" 8678936.16
"24" "BG33" 4274883.45
"25" "BG34" 2887805.88
"26" "BG41" 260422320
"27" "BG42" 19266836.44
"28" "CH01" 2019599685.84
"29" "CH02" 803274666.72
"30" "CH03" 809597223.72
"31" "CH04" 1399559744.04
"32" "CH05" 117299170.17
"33" "CH06" 12780443.79
"34" "CH07" 53610838.75
"35" "CY00" 199096361.91
"36" "CZ01" 931710161.06
"37" "CZ02" 120232019.76
"38" "CZ03" 115604422.84
"39" "CZ04" 69642839.76
"40" "CZ05" 170281941.44
"41" "CZ06" 285006680.5
"42" "CZ07" 194022144.93
"43" "CZ08" 42693466.76
"44" "DE11" 1014767389.16
"45" "DE12" 1589243195.3
"46" "DE13" 1108277853.3
"47" "DE14" 753325490.38
"48" "DE21" 1745878733.68
"49" "DE22" 18083762.58
"50" "DE23" 411088162.05
"51" "DE24" 329691716.4
"52" "DE25" 1180540220.2
"53" "DE26" 568208462.76
"54" "DE27" 198765781.76
"55" "DE30" 2597714357.76
"56" "DE40" 699677661.5
"57" "DE50" 321699798.56
"58" "DE60" 814748125.6
"59" "DE71" 767536224.32
"60" "DE72" 457860893.92
"61" "DE73" 119881222.76
"62" "DE80" 229423018.48
"63" "DE91" 654242395.2
"64" "DE92" 360697111.63
"65" "DE93" 14757193.5
"66" "DE94" 341558502.56
"67" "DEA1" 1030648597.5
"68" "DEA2" 1611287357.7
"69" "DEA3" 440009456.25
"70" "DEA4" 279304414.28
"71" "DEA5" 637416296.88
"72" "DEB1" 22479752.2
"73" "DEB2" 4361229.45
"74" "DEB3" 1312212297.27
"75" "DEC0" 201773765.34
"76" "DED2" 1646043663.48
"77" "DED4" 527008482
"78" "DED5" 260167611
"79" "DEE0" 536646900.84
"80" "DEF0" 409352195.78
"81" "DEG0" 1014275098.71
"82" "DK01" 789477114.7
"83" "DK02" 296289723.32
"84" "DK03" 220120227.41
"85" "DK04" 280611477.36
"86" "DK05" 366432790.57
"87" "EE00" 274125620.33
"88" "EL30" 537317100.79
"89" "EL41" 10913734.37
"90" "EL43" 388793713.74
"91" "EL51" 37343159.98
"92" "EL52" 288024696.81
"93" "EL53" 19578040.44
"94" "EL54" 266766463.76
"95" "EL61" 12526665.66
"96" "EL62" 2925317.58
"97" "EL63" 441867640.5
"98" "EL64" 18218474.82
"99" "EL65" 6729536.66
"100" "ES11" 368125135.44
"101" "ES12" 162504059.15
"102" "ES13" 84755197.3
"103" "ES21" 624892020.3
