"nuts2" "inter_link"
"1" "AT12" 38648.16
"2" "AT13" 184122.6
"3" "AT22" 11982.59
"4" "AT31" 0
"5" "AT32" 13120.09
"6" "AT33" 27311.7
"7" "BE10" 0
"8" "BE21" 172639.2
"9" "BE22" 13120.09
"10" "BE23" 506554.65
"11" "BE24" 411282
"12" "BE25" 171852.6
"13" "BE31" 78238.56
"14" "BE32" 26254.6
"15" "BE33" 27736.44
"16" "BE35" 36203.13
"17" "BG41" 25734.18
"18" "CH01" 116124.8
"19" "CH02" 78402.48
"20" "CH03" 24910.68
"21" "CH04" 224810.08
"22" "CY00" 13513.05
"23" "CZ01" 198930.42
"24" "CZ03" 13727.3
"25" "CZ04" 27138.66
"26" "CZ05" 27430.72
"27" "CZ06" 42856.56
"28" "CZ07" 12928.19
"29" "CZ08" 27138.66
"30" "DE11" 222182.94
"31" "DE12" 227793.09
"32" "DE13" 26934.18
"33" "DE21" 298568.14
"34" "DE22" 0
"35" "DE24" 12581.19
"36" "DE25" 156372.44
"37" "DE26" 0
"38" "DE30" 270001.89
"39" "DE40" 58739.4
"40" "DE50" 83401.15
"41" "DE60" 102662.24
"42" "DE71" 77546.91
"43" "DE72" 0
"44" "DE73" 27026.1
"45" "DE80" 27141.46
"46" "DE91" 198169.56
"47" "DE92" 13569.33
"48" "DE94" 95902.48
"49" "DEA1" 133379.09
"50" "DEA2" 94086.72
"51" "DEA3" 35674.59
"52" "DEA4" 0
"53" "DEA5" 23359.6
"54" "DEB3" 216332.1
"55" "DEC0" 75909.72
"56" "DED2" 74916.73
"57" "DED4" 46048.48
"58" "DED5" 110416.14
"59" "DEE0" 63482.5
"60" "DEF0" 48909.92
"61" "DEG0" 75932.16
"62" "DK01" 560915.86
"63" "DK02" 13513.45
"64" "DK03" 180398.55
"65" "DK04" 132625.24
"66" "DK05" 628808.67
"67" "EE00" 43858.6
"68" "EL30" 268113.25
"69" "EL43" 38632.5
"70" "EL52" 45491.44
"71" "EL53" 0
"72" "EL54" 40524.69
"73" "EL61" 38646.96
"74" "EL63" 40524.69
"75" "EL65" 13513.05
"76" "ES11" 586679.38
"77" "ES12" 118878.4
"78" "ES13" 62069.25
"79" "ES21" 527008.95
"80" "ES22" 13513.05
"81" "ES24" 188356.6
"82" "ES30" 485513.84
"83" "ES41" 299557.75
"84" "ES42" 129134.5
"85" "ES43" 27279.52
"86" "ES51" 347237.92
"87" "ES52" 81726.4
"88" "ES61" 653545.2
"89" "ES62" 12727.22
"90" "ES70" 124299.4
"91" "FI19" 112335.74
"92" "FI1B" 254511.36
"93" "FI1C" 100374.7
"94" "FI1D" 60161.1
"95" "FR10" 613181.16
"96" "FRB0" 50511.52
"97" "FRC1" 13120.09
"98" "FRC2" 0
"99" "FRD1" 26241.16
"100" "FRD2" 39529.38
"101" "FRE1" 34872.93
"102" "FRE2" 12478.95
"103" "FRF1" 74040.18
"104" "FRF3" 0
"105" "FRG0" 596764.17
"106" "FRH0" 142501.26
"107" "FRI1" 209745.2
"108" "FRI2" 27169.4
"109" "FRI3" 144956.46
"110" "FRJ1" 407570.04
"111" "FRJ2" 135496.76
"112" "FRK1" 13296.5
"113" "FRK2" 428800.03
"114" "FRL0" 234087.41
"115" "HR03" 0
"116" "HR05" 12520.09
"117" "HU11" 12128.81
"118" "HU21" 0
"119" "HU31" 0
"120" "HU32" 54032.92
"121" "HU33" 26197.48
"122" "IE04" 54053.8
"123" "IE05" 476260.67
"124" "IE06" 566917.56
"125" "ITC1" 237481.21
"126" "ITC3" 42873.4
"127" "ITC4" 439115.46
"128" "ITF1" 34734.57
"129" "ITF3" 332991.27
"130" "ITF4" 74613
"131" "ITF5" 52991.4
"132" "ITF6" 389870.25
"133" "ITG1" 628982.67
"134" "ITG2" 12848.77
"135" "ITH2" 130578.25
"136" "ITH3" 66836.1
"137" "ITH4" 128670.9
"138" "ITH5" 356599.36
"139" "ITI1" 224815.08
"140" "ITI2" 53868.36
"141" "ITI3" 79150.98
"142" "ITI4" 447804.46
"143" "LT01" 13120.09
"144" "LT02" 25743.82
"145" "LU00" 26564.96
"146" "LV00" 12928.19
"147" "MK00" 0
"148" "NL11" 274998.12
"149" "NL12" 1718609.76
"150" "NL21" 627748.31
"151" "NL22" 803971.19
"152" "NL31" 333966.73
"153" "NL32" 277698.24
"154" "NL33" 550398.61
"155" "NL41" 670204.8
