"nuts2" "inter_link"
"1" "AT12" 0
"2" "AT13" 1477602.6
"3" "AT21" 70850.06
"4" "AT22" 694750.98
"5" "AT31" 137896.64
"6" "AT33" 0
"7" "BE10" 1245824.78
"8" "BE21" 69149.04
"9" "BE23" 271819.44
"10" "BE24" 717807.92
"11" "BE25" 141496.6
"12" "BE32" 577388.34
"13" "BE33" 197222.64
"14" "BE35" 141786.84
"15" "BG33" 35413.99
"16" "BG41" 34274.89
"17" "CH01" 1367811.33
"18" "CH02" 461347.74
"19" "CH03" 1142306.92
"20" "CH04" 1249196.55
"21" "CH05" 35680.25
"22" "CH06" 71358.96
"23" "CY00" 70349.36
"24" "CZ01" 130097.12
"25" "CZ03" 0
"26" "CZ04" 70827.98
"27" "CZ06" 35255.15
"28" "CZ07" 0
"29" "DE11" 1378076.49
"30" "DE12" 371959.92
"31" "DE13" 792927.75
"32" "DE14" 473497.35
"33" "DE21" 1713690.4
"34" "DE23" 35381.99
"35" "DE24" 343114.6
"36" "DE25" 1291586.7
"37" "DE26" 268466.56
"38" "DE27" 273601.04
"39" "DE30" 1931861.64
"40" "DE40" 1062772.26
"41" "DE50" 138297.2
"42" "DE60" 414541.01
"43" "DE71" 809668.86
"44" "DE72" 404379.48
"45" "DE73" 330358
"46" "DE80" 244348.79
"47" "DE91" 673198.27
"48" "DE92" 167504.05
"49" "DE93" 0
"50" "DE94" 806689.2
"51" "DEA1" 1190191.92
"52" "DEA2" 1119623.6
"53" "DEA3" 137594.76
"54" "DEA4" 201270.36
"55" "DEA5" 979957.44
"56" "DEB1" 35173.68
"57" "DEB2" 35304.74
"58" "DEB3" 1084644.54
"59" "DEC0" 66456.26
"60" "DED2" 1311552.44
"61" "DED4" 388260
"62" "DED5" 35304.74
"63" "DEE0" 514030.56
"64" "DEF0" 549501.88
"65" "DEG0" 363655.05
"66" "DK01" 3220994.76
"67" "DK02" 2648190.4
"68" "DK03" 2131400.7
"69" "DK04" 1241138.73
"70" "DK05" 4664602.91
"71" "EE00" 35482.56
"72" "EL30" 1398056.88
"73" "EL43" 70130.9
"74" "EL51" 34745.76
"75" "EL52" 377564.04
"76" "EL53" 141785.24
"77" "EL54" 105488.16
"78" "EL61" 141072.76
"79" "EL63" 343119.7
"80" "EL64" 137576.64
"81" "ES11" 359381.44
"82" "ES12" 102546.21
"83" "ES13" 242234.86
"84" "ES21" 1187919.36
"85" "ES22" 684106.71
"86" "ES23" 70113.74
"87" "ES24" 1459517.4
"88" "ES30" 2367623.28
"89" "ES41" 101963.16
"90" "ES42" 309876.12
"91" "ES43" 67710.4
"92" "ES51" 4532835
"93" "ES52" 794564
"94" "ES53" 383078.96
"95" "ES61" 1069880.46
"96" "ES62" 310856.04
"97" "ES70" 279185.68
"98" "FI19" 0
"99" "FI1B" 753265.41
"100" "FI1C" 258581.36
"101" "FI1D" 0
"102" "FR10" 3718877.83
"103" "FRB0" 367705.36
"104" "FRC1" 136911.92
"105" "FRC2" 597269.7
"106" "FRD1" 380469.76
"107" "FRD2" 558016.33
"108" "FRE1" 1868418.96
"109" "FRE2" 407370.36
"110" "FRF1" 767912.27
"111" "FRF2" 206027.82
"112" "FRF3" 656504.6
"113" "FRG0" 667675.6
"114" "FRH0" 705890.02
"115" "FRI1" 536030.72
"116" "FRI2" 71292.82
"117" "FRI3" 407380.8
"118" "FRJ1" 619655.55
"119" "FRJ2" 1145860.4
"120" "FRK1" 206412.84
"121" "FRK2" 2214606.88
"122" "FRL0" 472873.8
"123" "FRM0" 70529.88
"124" "HR03" 35004.11
"125" "HR05" 202492.26
"126" "HU11" 263916.24
"127" "HU32" 0
"128" "HU33" 142244.28
"129" "IE04" 0
"130" "IE05" 654596.88
"131" "IE06" 1101414.02
"132" "IS00" 70850.06
"133" "ITC1" 799226.73
"134" "ITC3" 326556.9
"135" "ITC4" 1116682.2
"136" "ITF1" 35446.71
"137" "ITF3" 609963.27
"138" "ITF4" 1673429.34
"139" "ITF5" 35323.99
"140" "ITF6" 66429.7
"141" "ITG1" 1149563.52
"142" "ITG2" 412433.84
"143" "ITH2" 105508.38
"144" "ITH3" 728636.88
"145" "ITH4" 1293322
"146" "ITH5" 1058960.16
"147" "ITI1" 1559904.48
"148" "ITI2" 70012.78
"149" "ITI3" 173328.95
