"nuts2" "inter_link"
"1" "AT12" 38437.85
"2" "AT13" 384122.97
"3" "AT22" 579391.79
"4" "AT31" 1554519.51
"5" "AT33" 0
"6" "AT34" 38520.11
"7" "BE10" 826458.16
"8" "BE21" 567340.16
"9" "BE22" 456763.68
"10" "BE23" 1020725.72
"11" "BE24" 1103005.56
"12" "BE32" 110500.47
"13" "BE33" 356647.6
"14" "BE34" 0
"15" "BE35" 575114.4
"16" "BG32" 0
"17" "BG41" 363367.18
"18" "CH01" 4057384.57
"19" "CH02" 1104559.36
"20" "CH03" 3426865.92
"21" "CH04" 3810436.88
"22" "CH05" 642004.66
"23" "CH06" 38204.12
"24" "CH07" 76867.24
"25" "CY00" 555205.6
"26" "CZ01" 1398787.32
"27" "CZ02" 0
"28" "CZ03" 340683.84
"29" "CZ05" 230165.4
"30" "CZ06" 302246.24
"31" "CZ07" 38341.54
"32" "CZ08" 0
"33" "DE11" 2970349.62
"34" "DE12" 1601900
"35" "DE13" 3343834
"36" "DE14" 672496.07
"37" "DE21" 5034325.1
"38" "DE22" 0
"39" "DE23" 429164.16
"40" "DE24" 1152701.88
"41" "DE25" 1416124.83
"42" "DE26" 393596.28
"43" "DE27" 257155.85
"44" "DE30" 2732343.75
"45" "DE40" 4018621.2
"46" "DE50" 942119.08
"47" "DE60" 2252138.46
"48" "DE71" 884597.49
"49" "DE72" 1471221.86
"50" "DE73" 442382.76
"51" "DE80" 297266.72
"52" "DE91" 548926.94
"53" "DE92" 146991.16
"54" "DE94" 512799.7
"55" "DEA1" 1223409.25
"56" "DEA2" 4532770.35
"57" "DEA3" 847066.8
"58" "DEA4" 975121.2
"59" "DEA5" 1606415.51
"60" "DEB1" 38341.54
"61" "DEB3" 1493492.21
"62" "DEC0" 849337.25
"63" "DED2" 2485810.86
"64" "DED4" 605571.79
"65" "DED5" 1238182.56
"66" "DEE0" 1544892.3
"67" "DEF0" 349351.4
"68" "DEG0" 1279087.29
"69" "DK01" 1377277.86
"70" "DK02" 777647.86
"71" "DK03" 366715.9
"72" "DK04" 366942.8
"73" "DK05" 37704.13
"74" "EE00" 107975.55
"75" "EL30" 1149863.8
"76" "EL41" 38575.38
"77" "EL43" 592397.81
"78" "EL51" 0
"79" "EL52" 644300.64
"80" "EL53" 115024.62
"81" "EL54" 339578.46
"82" "EL61" 115024.62
"83" "EL63" 816154.31
"84" "ES11" 787147.4
"85" "ES12" 73511.62
"86" "ES13" 76488.28
"87" "ES21" 715731.8
"88" "ES22" 560821.35
"89" "ES24" 964367.1
"90" "ES30" 3298645.6
"91" "ES41" 149707.72
"92" "ES42" 405110.2
"93" "ES43" 74868.8
"94" "ES51" 2527955.07
"95" "ES52" 1002609.28
"96" "ES53" 38150.4
"97" "ES61" 2880842.04
"98" "ES62" 320878.08
"99" "ES70" 182002.9
"100" "FI19" 316067.58
"101" "FI1B" 1000302.42
"102" "FI1C" 420978.24
"103" "FI1D" 36436.84
"104" "FR10" 5649719.12
"105" "FRB0" 288144.48
"106" "FRC1" 687584.16
"107" "FRC2" 291259.6
"108" "FRD1" 362942.8
"109" "FRD2" 113606.64
"110" "FRE1" 712092.99
"111" "FRE2" 299239.84
"112" "FRF1" 1472273.88
"113" "FRF2" 706074.58
"114" "FRF3" 530407.5
"115" "FRG0" 374836.33
"116" "FRH0" 183316.25
"117" "FRI1" 773502.88
"118" "FRI2" 38205.51
"119" "FRI3" 287169.76
"120" "FRJ1" 1861512
"121" "FRJ2" 1276235.45
"122" "FRK1" 395415.57
"123" "FRK2" 3896885.52
"124" "FRL0" 1529471.79
"125" "HR02" 0
"126" "HR03" 36844.25
"127" "HR05" 75493.34
"128" "HU11" 455925.73
"129" "HU12" 76418.02
"130" "HU21" 76909.76
"131" "HU31" 38414.24
"132" "HU33" 110328.21
"133" "IE04" 38060.74
"134" "IE05" 1252785.96
"135" "IE06" 1879975.44
"136" "IS00" 0
"137" "ITC1" 416275.32
"138" "ITC3" 1208324.6
"139" "ITC4" 2457240.24
"140" "ITF1" 187306
"141" "ITF2" 0
"142" "ITF3" 1092438.27
"143" "ITF4" 2728045.5
"144" "ITF5" 0
"145" "ITF6" 256589.34
"146" "ITG1" 445287.18
"147" "ITG2" 816078.87
"148" "ITH1" 114568.98
"149" "ITH2" 111451.71
"150" "ITH3" 1096478.99
"151" "ITH4" 2136173.4
"152" "ITH5" 2240087.2
"153" "ITI1" 1090265.55
"154" "ITI2" 690460.19
"155" "ITI3" 0
"156" "ITI4" 1715709.11
"157" "LI00" 230336.04
"158" "LT01" 434493.48
"159" "LT02" 111293.19
"160" "LU00" 0
"161" "LV00" 693435.4
"162" "MK00" 37990.77
"163" "NL11" 1131588.35
"164" "NL21" 665709.8
"165" "NL22" 1150818.88
"166" "NL31" 1696895.97
"167" "NL32" 2564822.26
"168" "NL33" 1721484.8
"169" "NL34" 76335.14
"170" "NL41" 2971079.8
"171" "NL42" 183456.15
"172" "NO06" 392355.92
"173" "NO08" 482208.44
"174" "NO09" 38337.24
