id	label	x	y	cluster	weight
1879	1879	0.89	-0.0134	5	1
1880	1880	-0.6533	-0.2027	2	4
1881	1881	0.5691	0.5155	5	1
1883	1883	-0.3649	-0.3165	4	2
1885	1885	-0.5521	-0.2659	2	1
1886	1886	-0.2042	0.805	1	4
1289	1289	-0.7918	0.0806	2	5
1681	1681	-0.4131	0.689	1	1
1682	1682	-0.1679	0.8125	1	1
3931	3931	0.9055	-0.4787	5	1
3762	3762	-0.7666	-0.3633	2	1
3766	3766	-0.268	-0.2187	4	1
3817	3817	0.6344	0.4481	5	1
3828	3828	-0.654	-0.3814	2	1
3652	3652	-0.1807	0.8921	1	2
3667	3667	-0.6963	-0.4142	2	1
3631	3631	-0.6972	-0.4321	2	1
3487	3487	-0.8023	0.2422	2	1
3515	3515	0.8133	0.2814	3	1
3541	3541	1.1866	0.1863	5	1
3542	3542	-0.8967	-0.2549	2	1
3355	3355	0.6464	-0.5802	3	1
3367	3367	0.6972	0.6196	5	6
3389	3389	0.1885	0.2182	1	1
3396	3396	0.5775	0.6185	5	2
3400	3400	-0.1879	0.8518	1	1
3415	3415	-0.918	0.0629	2	2
3419	3419	0.7353	-0.1113	3	6
3271	3271	0.0048	0.7786	1	1
3289	3289	-0.9358	-0.0456	2	1
3309	3309	-0.2575	-0.1737	4	1
3325	3325	-0.9263	0.1172	4	1
3333	3333	-0.2384	0.8916	1	1
3175	3175	-0.6206	-0.2315	2	1
3191	3191	-1.034	-0.1279	2	1
3198	3198	0.7433	-0.5433	3	1
3222	3222	-0.9807	-0.1984	2	1
3224	3224	-0.2337	0.8942	1	1
3225	3225	-0.0475	0.8121	1	5
3227	3227	0.6334	-0.574	3	1
3233	3233	0.4358	-0.1746	3	1
3243	3243	-0.5757	0.5011	2	1
3245	3245	-0.8978	-0.1792	2	1
3072	3072	-0.8541	0.1999	2	1
3090	3090	-0.6105	-0.3797	4	1
3097	3097	0.7954	-0.4039	3	1
3123	3123	-1.0243	-0.161	2	1
3127	3127	-0.6367	-0.4069	3	2
3137	3137	-0.2274	-0.1242	4	2
3143	3143	-0.4112	0.6531	1	1
3148	3148	1.1747	0.1947	5	1
3150	3150	-0.6771	-0.2138	2	3
3158	3158	-0.1296	0.5212	5	1
2958	2958	0.7946	-0.5415	3	1
2982	2982	0.7498	0.6125	5	1
3003	3003	-0.7891	-0.18	2	2
3014	3014	-0.8521	-0.0685	4	1
3045	3045	-0.9346	0.0132	2	1
3049	3049	-0.0673	-0.1149	4	1
3052	3052	-0.8095	0.0304	2	1
3053	3053	-0.805	0.2239	2	1
3059	3059	-0.8711	-0.0087	2	10
2888	2888	0.1811	0.3708	2	5
2903	2903	0.3532	-0.6347	3	1
2904	2904	0.4209	-0.4482	3	1
2906	2906	0.0478	0.4852	4	6
2908	2908	-0.218	0.8918	1	1
2928	2928	0.2582	-0.5676	3	1
2934	2934	1.0784	0.2123	5	5
2935	2935	0.7054	0.6155	5	8
2940	2940	0.3736	0.4561	5	3
2967	2967	-0.7855	0.2459	2	7
2970	2970	0.072	0.7017	5	1
2774	2774	0.8766	-0.5365	3	1
2788	2788	0.7485	-0.141	3	3
2797	2797	0.7253	-0.4462	5	5
2802	2802	-0.2075	0.8812	1	2
2810	2810	0.9011	0.5179	5	2
2841	2841	-0.8795	-0.1684	2	1
2845	2845	1.2444	-0.2559	3	1
2848	2848	0.6463	0.4961	5	8
2851	2851	-0.6391	0.4538	2	1
2852	2852	-0.2268	0.9016	1	1
2855	2855	-0.0396	0.7626	1	1
2859	2859	0.1525	-0.6087	3	4
2667	2667	-1.0176	-0.1676	2	4
2671	2671	-0.261	0.8754	1	2
2687	2687	0.7029	-0.484	3	1
2688	2688	0.6387	-0.209	3	2
2689	2689	1.2566	-0.2634	3	14
2698	2698	-0.9887	-0.0053	2	6
2705	2705	0.676	-0.5207	3	9
2711	2711	0.7576	0.5881	5	2
2722	2722	-0.5995	-0.22	4	1
2732	2732	-0.7151	-0.2971	2	2
2734	2734	0.6959	-0.5767	3	2
2736	2736	-0.8891	-0.1716	2	1
2741	2741	-0.2121	-0.1654	4	20
2749	2749	-0.9642	-0.0022	2	1
2757	2757	-0.6616	-0.3434	2	1
2759	2759	0.5964	0.642	5	1
2764	2764	0.1209	0.7166	1	2
2766	2766	-0.7188	-0.3524	2	8
2770	2770	1.0341	-0.0689	5	5
2771	2771	-0.9982	-0.0479	2	1
2578	2578	-0.7098	-0.3307	2	2
2579	2579	-0.2466	-0.4419	3	1
2585	2585	-0.9477	0.0358	2	3
2586	2586	-0.7697	-0.1032	2	2
2593	2593	0.5659	-0.5704	3	18
2594	2594	0.0485	0.7588	5	1
2595	2595	0.756	-0.0938	3	1
2602	2602	1.1282	0.1728	5	2
2607	2607	0.7926	-0.3883	3	6
2628	2628	-0.8426	0.1541	2	1
2631	2631	0.7896	-0.422	3	1
2643	2643	0.8563	0.226	5	1
2484	2484	-0.281	-0.2532	4	1
2486	2486	0.6375	0.5008	5	1
2488	2488	0.8267	0.2422	5	3
2493	2493	-0.0563	-0.1828	4	1
2501	2501	1.1993	0.2358	5	2
2502	2502	0.7957	0.3955	5	4
2503	2503	0.8382	0.2581	5	3
2504	2504	-0.9266	0.0423	2	5
2519	2519	0.6543	0.4165	5	1
2524	2524	-0.2747	-0.5777	3	20
2539	2539	0.7669	-0.4683	3	4
2554	2554	-0.8725	-0.2135	2	1
2566	2566	-0.2687	-0.2009	4	1
2567	2567	-0.929	0.0501	2	1
2574	2574	0.5082	0.6108	5	1
2381	2381	0.6719	-0.1919	3	2
2383	2383	-0.2714	-0.4536	3	2
2394	2394	0.6886	-0.5758	3	1
2411	2411	-0.0295	-0.1718	4	4
2415	2415	-0.5521	-0.4087	2	1
2419	2419	0.795	0.2514	5	9
2421	2421	-0.6381	-0.3632	2	1
2423	2423	-0.7574	-0.2376	2	1
2438	2438	-0.1877	-0.2247	4	3
2439	2439	0.5864	0.5407	5	1
2443	2443	-0.8943	-0.0145	2	1
2455	2455	0.699	-0.2562	3	1
2456	2456	-0.8426	0.1325	2	1
2478	2478	-0.7152	-0.2091	2	2
2306	2306	-0.782	-0.0511	2	1
2308	2308	1.1104	0.2307	5	37
2334	2334	0.8491	-0.0941	3	11
2340	2340	0.615	-0.5498	3	2
2342	2342	0.2923	-0.6185	3	5
2351	2351	0.8574	0.2102	5	1
2361	2361	0.6098	0.6537	5	1
2371	2371	0.7903	-0.3939	3	1
2184	2184	-0.2059	-0.1304	4	12
2186	2186	-0.9132	-0.1512	2	6
2190	2190	-0.2927	-0.0191	5	4
2198	2198	0.7893	-0.3992	3	1
2202	2202	0.789	-0.3884	3	1
2204	2204	-0.2398	0.904	1	9
2205	2205	0.1509	-0.3438	3	1
2207	2207	0.9548	-0.3628	3	2
2208	2208	-0.43	0.5933	2	2
2213	2213	0.7064	-0.5283	3	3
2217	2217	0.7249	-0.1766	3	6
2221	2221	-0.7658	0.0784	2	2
2222	2222	-0.3747	-0.277	4	1
2244	2244	0.1265	-0.0585	4	1
2250	2250	-0.1735	-0.5497	3	2
2255	2255	-0.2619	-0.2346	4	1
2260	2260	-0.5883	0.3543	2	1
2277	2277	0.8546	0.2595	5	4
2079	2079	-0.6649	-0.1682	2	10
2090	2090	0.2139	-0.063	4	5
2092	2092	0.7708	-0.5011	3	2
2100	2100	-0.5795	-0.432	2	1
2107	2107	0.8965	-0.5239	3	1
2111	2111	0.6532	0.495	5	2
2115	2115	-0.7318	-0.134	2	1
2116	2116	0.3917	-0.5498	3	6
2118	2118	0.7545	-0.0969	3	2
2122	2122	0.0286	0.7464	1	2
2127	2127	-0.1805	0.7936	1	2
2135	2135	-0.9826	-0.0908	2	1
2161	2161	0.9768	-0.1932	3	1
2166	2166	-0.1677	-0.1559	4	12
2168	2168	-0.9292	-0.1773	2	3
2169	2169	0.3918	-0.5365	3	5
1984	1984	-0.4203	-0.3523	2	7
1994	1994	0.5817	0.1419	3	16
1996	1996	0.1619	-0.6188	3	2
1999	1999	-0.0789	-0.1613	4	1
2003	2003	0.5046	-0.2215	3	8
2010	2010	-0.8624	-0.156	2	1
2011	2011	0.7056	0.6122	5	5
2015	2015	-0.7781	-0.2606	2	2
2017	2017	-0.7539	-0.1174	2	3
2021	2021	-0.4865	-0.3516	4	1
2022	2022	-0.1944	0.7864	1	2
2028	2028	0.8562	-0.2769	3	20
2032	2032	0.6117	0.4935	5	2
2057	2057	0.819	-0.1808	3	1
2073	2073	-0.8744	0.1031	2	1
2084	2084	0.7905	-0.4864	3	3
2086	2086	-0.7484	-0.1072	2	1
1901	1901	-0.8175	0.1105	2	1
1902	1902	1.0031	-0.3524	3	3
1914	1914	0.9953	-0.0085	5	1
1916	1916	0.9148	-0.4407	3	1
1921	1921	0.8017	-0.2118	3	1
1922	1922	0.5304	0.6698	5	3
1932	1932	0.2158	-0.5402	3	1
1940	1940	-0.5062	0.5734	1	1
1949	1949	0.0947	0.7423	5	1
1952	1952	0.2335	0.5865	5	1
1959	1959	-0.4947	0.5266	1	3
1960	1960	-0.8819	0.176	2	1
1966	1966	0.4074	-0.48	3	2
1972	1972	-0.3435	-0.3117	4	8
1978	1978	-0.1808	-0.0142	5	1
1874	1874	-0.8818	-0.1935	2	2
1877	1877	0.0619	-0.439	3	1
1891	1891	0.941	-0.4189	3	8
1897	1897	0.2511	-0.5535	3	1
