id	label	description	x	y	cluster	weight
1126	1126	"<table><tr><td>Micro-level field;</td><td>1126</td></tr><tr><td>Main fields;</td><td>Biomedical and health sciences</td></tr><tr><td>Sources;</td><td>journal of biological chemistry; journal of immunology; plos one; oncogene; biochemical and biophysical research communications</td></tr><tr><td>Terms;</td><td>stat3; signal transducer; activator; socs; suppressor</td></tr></table>"	-0.8562	-0.2182	2	44
1008	1008	"<table><tr><td>Micro-level field;</td><td>1008</td></tr><tr><td>Main fields;</td><td>Biomedical and health sciences</td></tr><tr><td>Sources;</td><td>movement disorders; parkinsonism & related disorders; stereotactic and functional neurosurgery; journal of neurosurgery; neurology</td></tr><tr><td>Terms;</td><td>essential tremor; subthalamic nucleus; high frequency stimulation; deep brain stimulation surgery; obsessive compulsive disorder</td></tr></table>"	-0.6504	0.2417	2	42
613	613	"<table><tr><td>Micro-level field;</td><td>613</td></tr><tr><td>Main fields;</td><td>Biomedical and health sciences</td></tr><tr><td>Sources;</td><td>oncogene; journal of biological chemistry; cell cycle; cancer research; plos one</td></tr><tr><td>Terms;</td><td>mdm2; p53 codon; p63; li fraumeni syndrome; mutant p53</td></tr></table>"	-0.8371	-0.2395	2	40
1500	1500	"<table><tr><td>Micro-level field;</td><td>1500</td></tr><tr><td>Main fields;</td><td>Life and earth sciences; Biomedical and health sciences</td></tr><tr><td>Sources;</td><td>plos one; frontiers in plant science; plant journal; bmc genomics; plant cell</td></tr><tr><td>Terms;</td><td>microrna; small rna; dna methylation; high throughput sequencing; paramutation</td></tr></table>"	-0.3752	-0.3133	4	40
4	4	"<table><tr><td>Micro-level field;</td><td>4</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>carbon; applied physics letters; physical review b; nanotechnology; journal of physical chemistry c</td></tr><tr><td>Terms;</td><td>poly; carbon nanotube field effect transistor; carbon nanotube growth; electrical property; field emission</td></tr></table>"	0.6618	-0.4998	3	39
67	67	"<table><tr><td>Micro-level field;</td><td>67</td></tr><tr><td>Main fields;</td><td>Biomedical and health sciences</td></tr><tr><td>Sources;</td><td>pain; neuroscience letters; neuroscience; european journal of pain; brain research</td></tr><tr><td>Terms;</td><td>pregabalin; morphine; gabapentin; neuropathic pain; antinociceptive effect</td></tr></table>"	-0.8019	0.0223	2	37
345	345	"<table><tr><td>Micro-level field;</td><td>345</td></tr><tr><td>Main fields;</td><td>Biomedical and health sciences; Life and earth sciences</td></tr><tr><td>Sources;</td><td>bioinformatics; plos one; bmc genomics; bmc bioinformatics; nucleic acids research</td></tr><tr><td>Terms;</td><td>copy number variation; next generation sequencing; genome assembly; whole exome sequencing; rna seq</td></tr></table>"	-0.6842	-0.1914	2	37
257	257	"<table><tr><td>Micro-level field;</td><td>257</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science; Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>ieee transactions on smart grid; energies; ieee power and energy society general meeting pesgm; ieee industrial electronics society; ieee transactions on power systems</td></tr><tr><td>Terms;</td><td>dc microgrid; constant power load; virtual synchronous generator; droop control; inverter</td></tr></table>"	0.8349	0.2419	5	37
287	287	"<table><tr><td>Micro-level field;</td><td>287</td></tr><tr><td>Main fields;</td><td>Biomedical and health sciences</td></tr><tr><td>Sources;</td><td>neuroimage; human brain mapping; plos one; lecture notes in computer science; frontiers in neuroscience</td></tr><tr><td>Terms;</td><td>default mode network; resting state; functional connectivity; fmri data; eeg</td></tr></table>"	-0.4472	0.4308	2	34
370	370	"<table><tr><td>Micro-level field;</td><td>370</td></tr><tr><td>Main fields;</td><td>Biomedical and health sciences</td></tr><tr><td>Sources;</td><td>retina-the journal of retinal and vitreous diseases; investigative ophthalmology & visual science; american journal of ophthalmology; ophthalmology; british journal of ophthalmology</td></tr><tr><td>Terms;</td><td>polypoidal choroidal vasculopathy; neovascular age; central serous chorioretinopathy; age related macular; macular degeneration</td></tr></table>"	-0.8195	-0.0981	2	34
561	561	"<table><tr><td>Micro-level field;</td><td>561</td></tr><tr><td>Main fields;</td><td>Biomedical and health sciences</td></tr><tr><td>Sources;</td><td>journal of biological chemistry; plos one; journal of cell science; biochemical and biophysical research communications; cancer research</td></tr><tr><td>Terms;</td><td>alport syndrome; laminin; tenascin c; recessive dystrophic epidermolysis bullosa; alpha v beta</td></tr></table>"	-0.8526	-0.1936	2	34
650	650	"<table><tr><td>Micro-level field;</td><td>650</td></tr><tr><td>Main fields;</td><td>Biomedical and health sciences</td></tr><tr><td>Sources;</td><td>purinergic signalling; british journal of pharmacology; journal of biological chemistry; journal of medicinal chemistry; european journal of pharmacology</td></tr><tr><td>Terms;</td><td>p2x; p2x7 receptor; cd73; adenosine receptor antagonist; purinergic receptor</td></tr></table>"	-0.7974	-0.1406	2	34
1016	1016	"<table><tr><td>Micro-level field;</td><td>1016</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science</td></tr><tr><td>Sources;</td><td>lecture notes in computer science; physica a-statistical mechanics and its applications; physical review e; ieee access; ieee international conference on data mining</td></tr><tr><td>Terms;</td><td>community detection; link prediction; spectral clustering; stochastic block model; semi</td></tr></table>"	0.544	0.5529	5	33
1992	1992	"<table><tr><td>Micro-level field;</td><td>1992</td></tr><tr><td>Main fields;</td><td>Biomedical and health sciences</td></tr><tr><td>Sources;</td><td>sleep; sleep medicine; brain research; bioorganic & medicinal chemistry letters; peptides</td></tr><tr><td>Terms;</td><td>orexin; melanin; hypocretin; narcolepsy; cataplexy</td></tr></table>"	-0.7336	0.0449	2	33
1806	1806	"<table><tr><td>Micro-level field;</td><td>1806</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>solar energy; renewable energy; energy conversion and management; energies; energy procedia</td></tr><tr><td>Terms;</td><td>global solar radiation; satellite; solar irradiance; active radiation; sunshine duration</td></tr></table>"	0.6226	0.184	3	32
981	981	"<table><tr><td>Micro-level field;</td><td>981</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science; Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>energies; lecture notes in computer science; energy; international journal of forecasting; applied energy</td></tr><tr><td>Terms;</td><td>short term load forecasting; wind speed; electricity price forecasting; wind speed forecasting; day</td></tr></table>"	0.6364	0.3591	5	32
79	79	"<table><tr><td>Micro-level field;</td><td>79</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science</td></tr><tr><td>Sources;</td><td>ieee transactions on power electronics; annual ieee applied power electronics conference and exposition (apec); ieee energy conversion congress and exposition; ieee power electronics specialists conference records; ieee transactions on industrial electronics</td></tr><tr><td>Terms;</td><td>dual active bridge converter; solid state transformer; llc resonant converter; high step; dc converter</td></tr></table>"	0.8634	0.2089	5	30
251	251	"<table><tr><td>Micro-level field;</td><td>251</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>microporous and mesoporous materials; studies in surface science and catalysis; chemistry of materials; journal of materials chemistry; chemical communications</td></tr><tr><td>Terms;</td><td>sba; mcm; mesoporous silica</td></tr></table>"	0.4498	-0.5513	3	29
903	903	"<table><tr><td>Micro-level field;</td><td>903</td></tr><tr><td>Main fields;</td><td>Biomedical and health sciences</td></tr><tr><td>Sources;</td><td>cell cycle; journal of cell biology; current biology; journal of biological chemistry; molecular biology of the cell</td></tr><tr><td>Terms;</td><td>aurora kinase; cohesin; sister chromatid cohesion; cornelia; lange syndrome</td></tr></table>"	-0.8117	-0.2442	2	29
1361	1361	"<table><tr><td>Micro-level field;</td><td>1361</td></tr><tr><td>Main fields;</td><td>Life and earth sciences</td></tr><tr><td>Sources;</td><td>plant and soil; journal of experimental botany; plant physiology; journal of plant nutrition; frontiers in plant science</td></tr><tr><td>Terms;</td><td>phosphorus uptake; phosphorus efficiency; glutamine synthetase; nitrogen use efficiency; rhizosphere</td></tr></table>"	-0.3257	-0.3098	4	28
341	341	"<table><tr><td>Micro-level field;</td><td>341</td></tr><tr><td>Main fields;</td><td>Biomedical and health sciences</td></tr><tr><td>Sources;</td><td>thrombosis research; thrombosis and haemostasis; journal of thrombosis and haemostasis; blood coagulation & fibrinolysis; blood</td></tr><tr><td>Terms;</td><td>par; protease activated receptor; factor v leiden; activated protein c; tissue factor pathway inhibitor</td></tr></table>"	-0.9009	-0.0704	2	28
378	378	"<table><tr><td>Micro-level field;</td><td>378</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science; Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>ieee transactions on power systems; ieee power and energy society general meeting pesgm; international journal of electrical power & energy systems; energy policy; electric power systems research</td></tr><tr><td>Terms;</td><td>unit commitment problem; transmission expansion planning; valve point effect; market power; economic load dispatch problem</td></tr></table>"	0.7423	0.304	5	27
68	68	"<table><tr><td>Micro-level field;</td><td>68</td></tr><tr><td>Main fields;</td><td>Biomedical and health sciences</td></tr><tr><td>Sources;</td><td>behavioural brain research; physiology & behavior; hormones and behavior; brain research; journal of neuroendocrinology</td></tr><tr><td>Terms;</td><td>oxytocin; vasopressin; oxytocin receptor; intranasal oxytocin; maternal behavior</td></tr></table>"	-0.7301	0.0103	2	27
98	98	"<table><tr><td>Micro-level field;</td><td>98</td></tr><tr><td>Main fields;</td><td>Biomedical and health sciences</td></tr><tr><td>Sources;</td><td>journal of biological chemistry; cell death and differentiation; apoptosis; oncogene; biochemical and biophysical research communications</td></tr><tr><td>Terms;</td><td>trail; apoptosis inducing ligand; fas ligand; fas; death receptor</td></tr></table>"	-0.8035	-0.239	2	26
107	107	"<table><tr><td>Micro-level field;</td><td>107</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering; Mathematics and computer science</td></tr><tr><td>Sources;</td><td>international journal of bifurcation and chaos; chaos solitons & fractals; physical review e; acta physica sinica; nonlinear dynamics</td></tr><tr><td>Terms;</td><td>chaotic system; fractional order chaotic system; secure communication; chaos synchronization; chaotic time series</td></tr></table>"	0.8539	0.2568	3	25
822	822	"<table><tr><td>Micro-level field;</td><td>822</td></tr><tr><td>Main fields;</td><td>Biomedical and health sciences</td></tr><tr><td>Sources;</td><td>journal of biological chemistry; plos one; molecular cell; proceedings of the national academy of sciences of the united states of america; molecular and cellular biology</td></tr><tr><td>Terms;</td><td>bmi; ezh2; lsd1; zeste homolog; histone demethylase</td></tr></table>"	-0.8282	-0.2285	2	25
584	584	"<table><tr><td>Micro-level field;</td><td>584</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science</td></tr><tr><td>Sources;</td><td>ieee international conference on robotics and automation icra; ieee international conference on intelligent robots and systems; lecture notes in computer science; robotics and autonomous systems; sensors</td></tr><tr><td>Terms;</td><td>simultaneous localization; slam; mapping; map building; visual inertial odometry</td></tr></table>"	0.6728	0.426	5	24
120	120	"<table><tr><td>Micro-level field;</td><td>120</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering; Life and earth sciences</td></tr><tr><td>Sources;</td><td>journal of membrane science; desalination; desalination and water treatment; separation and purification technology; water research</td></tr><tr><td>Terms;</td><td>ultrafiltration; nanofiltration membrane; forward osmosis; osmosis; reverse osmosis membrane</td></tr></table>"	0.3806	-0.4685	3	23
1929	1929	"<table><tr><td>Micro-level field;</td><td>1929</td></tr><tr><td>Main fields;</td><td>Biomedical and health sciences</td></tr><tr><td>Sources;</td><td>journal of biological chemistry; carbohydrate polymers; plos one; matrix biology; biomaterials</td></tr><tr><td>Terms;</td><td>cd44; hyaluronic acid; hyaluronan synthase; cd44 expression; tsg</td></tr></table>"	-0.8446	-0.2026	2	23
2309	2309	"<table><tr><td>Micro-level field;</td><td>2309</td></tr><tr><td>Main fields;</td><td>Biomedical and health sciences</td></tr><tr><td>Sources;</td><td>journal of immunology; plos one; journal of biological chemistry; faseb journal; scientific reports</td></tr><tr><td>Terms;</td><td>annexin; lipoxin; formyl peptide receptor; resolution; aspirin</td></tr></table>"	-0.8178	-0.1995	2	23
2243	2243	"<table><tr><td>Micro-level field;</td><td>2243</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>journal of aircraft; aiaa journal; aerospace science and technology; journal of fluids and structures; journal of guidance control and dynamics</td></tr><tr><td>Terms;</td><td>aeroelastic system; flexible aircraft; limit cycle oscillation; morphing wing; high aspect ratio wing</td></tr></table>"	0.7999	-0.0545	3	23
2282	2282	"<table><tr><td>Micro-level field;</td><td>2282</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>desalination; desalination and water treatment; solar energy; energy conversion and management; applied thermal engineering</td></tr><tr><td>Terms;</td><td>solar pond; efficient solar steam generation; single slope; humidification dehumidification desalination system; solar still</td></tr></table>"	0.6041	-0.3374	3	21
304	304	"<table><tr><td>Micro-level field;</td><td>304</td></tr><tr><td>Main fields;</td><td>Biomedical and health sciences</td></tr><tr><td>Sources;</td><td>cancer research; clinical cancer research; plos one; anticancer research; journal of biological chemistry</td></tr><tr><td>Terms;</td><td>angiopoietin; vascular endothelial growth factor; bevacizumab; vegf; endostatin</td></tr></table>"	-0.8733	-0.1821	2	21
187	187	"<table><tr><td>Micro-level field;</td><td>187</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>langmuir; colloids and surfaces a-physicochemical and engineering aspects; journal of colloid and interface science; journal of physical chemistry b; journal of surfactants and detergents</td></tr><tr><td>Terms;</td><td>microemulsion; micellization; reverse micelle; wormlike micelle; micelle</td></tr></table>"	0.3112	-0.5304	3	20
232	232	"<table><tr><td>Micro-level field;</td><td>232</td></tr><tr><td>Main fields;</td><td>Biomedical and health sciences</td></tr><tr><td>Sources;</td><td>journal of biological chemistry; molecular biology of the cell; traffic; journal of cell science; proceedings of the national academy of sciences of the united states of america</td></tr><tr><td>Terms;</td><td>synaptotagmin; synaptic vesicle; exocytosis; snap; trans golgi network</td></tr></table>"	-0.7734	-0.2038	2	20
244	244	"<table><tr><td>Micro-level field;</td><td>244</td></tr><tr><td>Main fields;</td><td>Biomedical and health sciences</td></tr><tr><td>Sources;</td><td>plos one; epigenetics; clinical epigenetics; nucleic acids research; cancer research</td></tr><tr><td>Terms;</td><td>hydroxymethylcytosine; dna methylation; promoter hypermethylation; rassf1a; line</td></tr></table>"	-0.8296	-0.1827	2	20
440	440	"<table><tr><td>Micro-level field;</td><td>440</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>cellulose; carbohydrate polymers; biomacromolecules; journal of applied polymer science; bioresources</td></tr><tr><td>Terms;</td><td>ionic liquid; bacterial cellulose; dissolution; cellulose nanocrystal; nanocellulose</td></tr></table>"	0.3564	-0.4857	3	20
57	57	"<table><tr><td>Micro-level field;</td><td>57</td></tr><tr><td>Main fields;</td><td>Biomedical and health sciences</td></tr><tr><td>Sources;</td><td>vaccine; international journal of cancer; plos one; gynecologic oncology; journal of virology</td></tr><tr><td>Terms;</td><td>cervical cancer; human papillomavirus type; hpv; cervical intraepithelial neoplasia; hpv vaccination</td></tr></table>"	-0.9149	-0.1604	2	20
1647	1647	"<table><tr><td>Micro-level field;</td><td>1647</td></tr><tr><td>Main fields;</td><td>Biomedical and health sciences</td></tr><tr><td>Sources;</td><td>journal of biological chemistry; plos one; development; blood; cancer research</td></tr><tr><td>Terms;</td><td>alagille syndrome; notch1; notch ligand; notch receptor; jagged1</td></tr></table>"	-0.8694	-0.197	2	20
1423	1423	"<table><tr><td>Micro-level field;</td><td>1423</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>wear; composites science and technology; journal of applied polymer science; composites part a-applied science and manufacturing; polymer composites</td></tr><tr><td>Terms;</td><td>tribological property; wear; ptfe; wear behavior; p phenylene benzobisoxazole</td></tr></table>"	0.6586	-0.4367	3	20
1123	1123	"<table><tr><td>Micro-level field;</td><td>1123</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering; Mathematics and computer science</td></tr><tr><td>Sources;</td><td>proceedings of spie; smart materials and structures; journal of physics conference series; journal of intelligent material systems and structures; sensors and actuators a-physical</td></tr><tr><td>Terms;</td><td>piezoelectric energy harvester; vibration energy harvesting; vibration; design; modeling</td></tr></table>"	0.8091	-0.1003	3	20
1251	1251	"<table><tr><td>Micro-level field;</td><td>1251</td></tr><tr><td>Main fields;</td><td>Biomedical and health sciences</td></tr><tr><td>Sources;</td><td>diabetes; diabetologia; plos one; journal of biological chemistry; biochemical and biophysical research communications</td></tr><tr><td>Terms;</td><td>pdx; pancreatic beta cell; differentiation; pancreas development; free fatty acid receptor</td></tr></table>"	-0.8127	-0.174	2	19
1282	1282	"<table><tr><td>Micro-level field;</td><td>1282</td></tr><tr><td>Main fields;</td><td>Biomedical and health sciences; Life and earth sciences</td></tr><tr><td>Sources;</td><td>proceedings of the national academy of sciences of the united states of america; plos one; gene; molecular biology and evolution; nucleic acids research</td></tr><tr><td>Terms;</td><td>transposable element; retrotransposon; line; human endogenous retroviruse</td></tr></table>"	-0.6499	-0.2306	2	19
1672	1672	"<table><tr><td>Micro-level field;</td><td>1672</td></tr><tr><td>Main fields;</td><td>Biomedical and health sciences</td></tr><tr><td>Sources;</td><td>international journal of pharmaceutics; journal of aerosol medicine and pulmonary drug delivery; pharmaceutical research; journal of aerosol medicine-deposition clearance and effects in the lung; journal of aerosol science</td></tr><tr><td>Terms;</td><td>dry powder inhaler; inhalation; asthma; particle deposition; copd</td></tr></table>"	-0.497	-0.3615	2	19
199	199	"<table><tr><td>Micro-level field;</td><td>199</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering; Life and earth sciences</td></tr><tr><td>Sources;</td><td>journal of molecular catalysis b-enzymatic; tetrahedron-asymmetry; enzyme and microbial technology; process biochemistry; applied microbiology and biotechnology</td></tr><tr><td>Terms;</td><td>lipase; immobilized lipase; kinetic resolution; candida rugosa lipase; organic solvent</td></tr></table>"	-0.1813	-0.4684	3	19
2668	2668	"<table><tr><td>Micro-level field;</td><td>2668</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science; Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>physica a-statistical mechanics and its applications; physical review e; international journal of modern physics c; lecture notes in computer science; plos one</td></tr><tr><td>Terms;</td><td>opinion dynamic; opinion formation; language evolution; language; sznajd model</td></tr></table>"	0.3273	0.6017	5	18
1478	1478	"<table><tr><td>Micro-level field;</td><td>1478</td></tr><tr><td>Main fields;</td><td>Biomedical and health sciences</td></tr><tr><td>Sources;</td><td>journal of thrombosis and haemostasis; blood; haemophilia; thrombosis and haemostasis; journal of clinical apheresis</td></tr><tr><td>Terms;</td><td>von willebrand disease; atypical hemolytic uremic syndrome; thrombotic microangiopathy; adamts13; thrombotic thrombocytopenic purpura</td></tr></table>"	-0.9147	-0.0886	2	18
1564	1564	"<table><tr><td>Micro-level field;</td><td>1564</td></tr><tr><td>Main fields;</td><td>Biomedical and health sciences</td></tr><tr><td>Sources;</td><td>journal of biological chemistry; nucleus; journal of cell science; journal of cell biology; molecular biology of the cell</td></tr><tr><td>Terms;</td><td>lamin; nuclear pore complex; hutchinson gilford progeria syndrome; emery dreifuss muscular dystrophy; lipodystrophy</td></tr></table>"	-0.7942	-0.2299	2	17
909	909	"<table><tr><td>Micro-level field;</td><td>909</td></tr><tr><td>Main fields;</td><td>Biomedical and health sciences</td></tr><tr><td>Sources;</td><td>journal of biological chemistry; oncogene; biochemical and biophysical research communications; molecular and cellular biology; plos one</td></tr><tr><td>Terms;</td><td>egr; mkp; fra; dual specificity phosphatase; creb</td></tr></table>"	-0.8236	-0.2199	2	17
2609	2609	"<table><tr><td>Micro-level field;</td><td>2609</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science</td></tr><tr><td>Sources;</td><td>ieee international conference on emerging technologies and factory automation-etfa; lecture notes in computer science; ieee international symposium on precision clock synchronization for meaurement control and communication; communications in computer and information science; ieee industrial electronics society</td></tr><tr><td>Terms;</td><td>time synchronization; wireless sensor network; ethernet; time; iec</td></tr></table>"	0.7891	0.5547	5	17
