
id	label	sublabel	description	x	y	cluster	weight<Links>	weight<Total  link strength>	weight<No. of pub. (2000-2020)>	score<Avg. pub. year>	weight<absloute no>	weight<relative no>	score<Avg.year.set>
2300	2300	"axial; composite tube; thin walled tube; axial impact; crashworthiness"	"<table><tr><td>Micro-level field:</td><td>2300</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>international journal of crashworthiness; thin-walled structures; composite structures; international journal of impact engineering; international journal of mechanical sciences</td></tr><tr><td>Terms:</td><td>axial; composite tube; thin walled tube; axial impact; crashworthiness</td></tr></table>"	0,7766	-0,2241	3	1197	31059	4876	2012,4299	0	0	0
2307	2307	"langerhans cell histiocytosis; erdheim chester disease; rosai dorfman disease; juvenile xanthogranuloma; follicular dendritic cell sarcoma"	"<table><tr><td>Micro-level field:</td><td>2307</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>pediatric blood & cancer; journal of pediatric hematology oncology; pediatric dermatology; american journal of dermatopathology; journal of dermatology</td></tr><tr><td>Terms:</td><td>langerhans cell histiocytosis; erdheim chester disease; rosai dorfman disease; juvenile xanthogranuloma; follicular dendritic cell sarcoma</td></tr></table>"	-0,9987	-0,1914	2	936	20873	4827	2010,978	0	0	0
2327	2327	"flynn effect; twin; sibling; heritability; environmental influence"	"<table><tr><td>Micro-level field:</td><td>2327</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities; Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>intelligence; twin research and human genetics; behavior genetics; personality and individual differences; mankind quarterly</td></tr><tr><td>Terms:</td><td>flynn effect; twin; sibling; heritability; environmental influence</td></tr></table>"	-0,4576	0,5869	1	1559	114213	4733	2011,0524	0	0	0
2332	2332	"eosinophilic esophagitis; hypereosinophilic syndrome; wells syndrome; endomyocardial fibrosis"	"<table><tr><td>Micro-level field:</td><td>2332</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>journal of allergy and clinical immunology; journal of pediatric gastroenterology and nutrition; american journal of gastroenterology; clinical gastroenterology and hepatology; alimentary pharmacology & therapeutics</td></tr><tr><td>Terms:</td><td>eosinophilic esophagitis; hypereosinophilic syndrome; wells syndrome; endomyocardial fibrosis</td></tr></table>"	-0,9395	-0,1883	2	1290	52478	4723	2011,8975	0	0	0
2334	2334	"hard disk drife; hdd; track; head; magnetic disk"	"<table><tr><td>Micro-level field:</td><td>2334</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Mathematics and computer science</td></tr><tr><td>Sources:</td><td>ieee transactions on magnetics; microsystem technologies-micro-and nanosystems-information storage and processing systems; tribology letters; journal of tribology-transactions of the asme; proceedings of the american control conference</td></tr><tr><td>Terms:</td><td>hard disk drife; hdd; track; head; magnetic disk</td></tr></table>"	0,8491	-0,0941	3	1257	18473	4718	2008,2982	0	0	0
2352	2352	"dielectric barrier discharge plasma actuator; synthetic jet actuator; piezoelectric fan; dbd plasma actuator; gurney flap"	"<table><tr><td>Micro-level field:</td><td>2352</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>aiaa journal; journal of aircraft; aip advances; aip conference proceedings; experiments in fluids</td></tr><tr><td>Terms:</td><td>dielectric barrier discharge plasma actuator; synthetic jet actuator; piezoelectric fan; dbd plasma actuator; gurney flap</td></tr></table>"	0,7667	-0,1209	3	1022	30838	4645	2012,5029	5	0,00107642626480086	2011
2435	2435	"bandit; multi armed bandit; monte carlo tree search; bandit problem; thompson sampling"	"<table><tr><td>Micro-level field:</td><td>2435</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>lecture notes in computer science; icga journal; advances in neural information processing systems; chinese control and decision conference; theoretical computer science</td></tr><tr><td>Terms:</td><td>bandit; multi armed bandit; monte carlo tree search; bandit problem; thompson sampling</td></tr></table>"	0,6977	0,5399	5	1340	22115	4413	2012,9352	0	0	0
2449	2449	"plastic scintillator; detection; gamma ray; pulse shape discrimination; aperture"	"<table><tr><td>Micro-level field:</td><td>2449</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>nuclear instruments & methods in physics research section a-accelerators spectrometers detectors and associated equipment; ieee nuclear science symposium and medical imaging conference; ieee transactions on nuclear science; applied radiation and isotopes; proceedings of spie</td></tr><tr><td>Terms:</td><td>plastic scintillator; detection; gamma ray; pulse shape discrimination; aperture</td></tr></table>"	0,8825	-0,401	3	1174	19577	4354	2011,9708	0	0	0
2458	2458	"nitrate; determination; water; dietary nitrate; nitrate reduction"	"<table><tr><td>Micro-level field:</td><td>2458</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>nitric oxide-biology and chemistry; electrochimica acta; free radical biology and medicine; talanta; applied catalysis b-environmental</td></tr><tr><td>Terms:</td><td>nitrate; determination; water; dietary nitrate; nitrate reduction</td></tr></table>"	-0,1957	-0,4429	3	2250	116198	4329	2012,9441	0	0	0
2467	2467	"translation study; translator training; audio description; simultaneous interpreting; literary translation"	"<table><tr><td>Micro-level field:</td><td>2467</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities</td></tr><tr><td>Sources:</td><td>meta; perspectives-studies in translation theory and practice; interpreter and translator trainer; babel-revue internationale de la traduction-international journal of translation; translator</td></tr><tr><td>Terms:</td><td>translation study; translator training; audio description; simultaneous interpreting; literary translation</td></tr></table>"	-0,2207	0,8265	1	882	8315	4285	2012,9302	0	0	0
2474	2474	"groundwater; birnessite; bacterium; oxidation; iron"	"<table><tr><td>Micro-level field:</td><td>2474</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Life and earth sciences</td></tr><tr><td>Sources:</td><td>environmental science & technology; geochimica et cosmochimica acta; geomicrobiology journal; chemistry of materials; applied and environmental microbiology</td></tr><tr><td>Terms:</td><td>groundwater; birnessite; bacterium; oxidation; iron</td></tr></table>"	0,5271	-0,5491	3	1600	118313	4268	2012,0907	0	0	0
2483	2483	"hormesis; adaptive response; bystander effect; low dose radiation; low dose hyper radiosensitivity"	"<table><tr><td>Micro-level field:</td><td>2483</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>radiation research; international journal of radiation biology; dose-response; journal of radiation research; mutation research-fundamental and molecular mechanisms of mutagenesis</td></tr><tr><td>Terms:</td><td>hormesis; adaptive response; bystander effect; low dose radiation; low dose hyper radiosensitivity</td></tr></table>"	-0,7856	-0,2616	2	2120	99717	4249	2010,4653	0	0	0
2492	2492	"silica optic; optical coating; ion beam; laser damage resistance; subsurface damage"	"<table><tr><td>Micro-level field:</td><td>2492</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>proceedings of spie; applied optics; optics express; optical engineering; thin solid films</td></tr><tr><td>Terms:</td><td>silica optic; optical coating; ion beam; laser damage resistance; subsurface damage</td></tr></table>"	0,8548	-0,4575	3	1240	25114	4234	2010,9263	0	0	0
2499	2499	"blind equalization; constant modulus algorithm; blind channel identification; qam signal; bispectrum"	"<table><tr><td>Micro-level field:</td><td>2499</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>international conference on acoustics speech and signal processing icassp; ieee transactions on signal processing; signal processing; ieee vehicular technology conference proceedings; lecture notes in computer science</td></tr><tr><td>Terms:</td><td>blind equalization; constant modulus algorithm; blind channel identification; qam signal; bispectrum</td></tr></table>"	0,8438	0,4998	5	931	13407	4213	2007,0695	0	0	0
2501	2501	"prime ring; lie ideal; multilinear polynomial; generalized derivation; nest algebra"	"<table><tr><td>Micro-level field:</td><td>2501</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>linear algebra and its applications; linear & multilinear algebra; communications in algebra; journal of mathematical analysis and applications; proceedings of the american mathematical society</td></tr><tr><td>Terms:</td><td>prime ring; lie ideal; multilinear polynomial; generalized derivation; nest algebra</td></tr></table>"	1,1993	0,2358	5	255	4637	4206	2011,1614	0	0	0
2510	2510	"licorice; glycyrrhizin; beta hydroxysteroid dehydrogenase type; isoliquiritigenin; glycyrrhetinic acid"	"<table><tr><td>Micro-level field:</td><td>2510</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>journal of clinical endocrinology & metabolism; bioorganic & medicinal chemistry letters; endocrinology; steroids; journal of steroid biochemistry and molecular biology</td></tr><tr><td>Terms:</td><td>licorice; glycyrrhizin; beta hydroxysteroid dehydrogenase type; isoliquiritigenin; glycyrrhetinic acid</td></tr></table>"	-0,7535	-0,2934	2	1988	104183	4182	2011,1332	0	0	0
2517	2517	"solitary fibrous tumor; desmoid tumor; aggressive fibromatosis; nodular fasciitis; familial adenomatous polyposis"	"<table><tr><td>Micro-level field:</td><td>2517</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>american journal of surgical pathology; medicine; skeletal radiology; oncology letters; histopathology</td></tr><tr><td>Terms:</td><td>solitary fibrous tumor; desmoid tumor; aggressive fibromatosis; nodular fasciitis; familial adenomatous polyposis</td></tr></table>"	-1,0152	-0,1652	2	846	19945	4160	2010,7901	0	0	0
2519	2519	"persistent homology; topological data analysis; binary image; skeletonization; euler number"	"<table><tr><td>Micro-level field:</td><td>2519</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>lecture notes in computer science; proceedings of spie; pattern recognition letters; discrete & computational geometry; journal of mathematical imaging and vision</td></tr><tr><td>Terms:</td><td>persistent homology; topological data analysis; binary image; skeletonization; euler number</td></tr></table>"	0,6543	0,4165	5	1739	29481	4152	2011,0412	0	0	0
2533	2533	"ascochyta rabiei; chickpea; mycosphaerella pinode; cicer arietinum l; bambara groundnut"	"<table><tr><td>Micro-level field:</td><td>2533</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>crop science; legume research; euphytica; agronomy journal; theoretical and applied genetics</td></tr><tr><td>Terms:</td><td>ascochyta rabiei; chickpea; mycosphaerella pinode; cicer arietinum l; bambara groundnut</td></tr></table>"	-0,3479	-0,3136	4	1126	69104	4092	2011,6872	0	0	0
2558	2558	"aluminum particle; nanothermite; air; aluminum nanopowder; boron"	"<table><tr><td>Micro-level field:</td><td>2558</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>propellants explosives pyrotechnics; combustion and flame; combustion explosion and shock waves; aip conference proceedings; journal of propulsion and power</td></tr><tr><td>Terms:</td><td>aluminum particle; nanothermite; air; aluminum nanopowder; boron</td></tr></table>"	0,682	-0,4531	3	1419	38427	4018	2012,9985	0	0	0
2560	2560	"wilms tumor; wt1; atypical teratoid rhabdoid tumor; nephroblastoma; stromal tumor"	"<table><tr><td>Micro-level field:</td><td>2560</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>pediatric blood & cancer; journal of pediatric surgery; journal of pediatric hematology oncology; urology; american journal of surgical pathology</td></tr><tr><td>Terms:</td><td>wilms tumor; wt1; atypical teratoid rhabdoid tumor; nephroblastoma; stromal tumor</td></tr></table>"	-0,9704	-0,2043	2	1188	60259	4012	2010,5902	0	0	0
2594	2594	"wikipedia; open source software; online community"	"<table><tr><td>Micro-level field:</td><td>2594</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science; Social sciences and humanities</td></tr><tr><td>Sources:</td><td>lecture notes in computer science; ifip advances in information and communication technology; international federation for information processing; research policy; proceedings of the annual hawaii international conference on system sciences</td></tr><tr><td>Terms:</td><td>wikipedia; open source software; online community</td></tr></table>"	0,0485	0,7588	5	1582	63238	3933	2012,9799	0	0	0
2599	2599	"spherical shell; geodynamo; core; geomagnetic jerk; dynamo action"	"<table><tr><td>Micro-level field:</td><td>2599</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Life and earth sciences</td></tr><tr><td>Sources:</td><td>journal of fluid mechanics; geophysical journal international; physics of the earth and planetary interiors; geophysical and astrophysical fluid dynamics; physical review e</td></tr><tr><td>Terms:</td><td>spherical shell; geodynamo; core; geomagnetic jerk; dynamo action</td></tr></table>"	0,9887	-0,19	3	702	39873	3910	2010,3964	0	0	0
2601	2601	"neutrophil extracellular trap; nets; histone; extracellular histone; neutrophil"	"<table><tr><td>Micro-level field:</td><td>2601</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>frontiers in immunology; plos one; journal of leukocyte biology; journal of immunology; scientific reports</td></tr><tr><td>Terms:</td><td>neutrophil extracellular trap; nets; histone; extracellular histone; neutrophil</td></tr></table>"	-0,8483	-0,1947	2	1882	206553	3895	2015,953	0	0	0
2610	2610	"near field measurement; gtem cell; source reconstruction; cispr; nf ff transformation"	"<table><tr><td>Micro-level field:</td><td>2610</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>ieee transactions on electromagnetic compatibility; ieee international symposium on electromagnetic compatibility; ieee transactions on antennas and propagation; ieee antennas and propagation society international symposium; proceedings of the european conference on antennas and propagation</td></tr><tr><td>Terms:</td><td>near field measurement; gtem cell; source reconstruction; cispr; nf ff transformation</td></tr></table>"	0,9962	-0,0162	5	891	9789	3870	2011,9137	0	0	0
2617	2617	"cellular automata; rule; finite type; class"	"<table><tr><td>Micro-level field:</td><td>2617</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>lecture notes in computer science; journal of cellular automata; theoretical computer science; fundamenta informaticae; international journal of bifurcation and chaos</td></tr><tr><td>Terms:</td><td>cellular automata; rule; finite type; class</td></tr></table>"	0,743	0,4195	5	1362	14847	3859	2009,8199	0	0	0
2633	2633	"catalytic degradation; polystyrene; tetramethylammonium hydroxide; waste tire; scrap tire"	"<table><tr><td>Micro-level field:</td><td>2633</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>journal of analytical and applied pyrolysis; polymer degradation and stability; waste management; energy & fuels; fuel</td></tr><tr><td>Terms:</td><td>catalytic degradation; polystyrene; tetramethylammonium hydroxide; waste tire; scrap tire</td></tr></table>"	0,4731	-0,4401	3	1433	58056	3775	2011,4275	0	0	0
2649	2649	"kawasaki disease; coronary artery ectasia"	"<table><tr><td>Micro-level field:</td><td>2649</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>pediatric cardiology; pediatrics international; pediatric infectious disease journal; journal of pediatrics; international journal of cardiology</td></tr><tr><td>Terms:</td><td>kawasaki disease; coronary artery ectasia</td></tr></table>"	-0,9465	-0,1083	2	1240	28702	3705	2011,9328	0	0	0
2651	2651	"machine type communication; random access; lorawan; lte; lte network"	"<table><tr><td>Micro-level field:</td><td>2651</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>ieee international conference on communications; ieee access; ieee internet of things journal; sensors; ieee global communications conference</td></tr><tr><td>Terms:</td><td>machine type communication; random access; lorawan; lte; lte network</td></tr></table>"	0,8223	0,5557	5	1333	30155	3702	2016,732	0	0	0
2653	2653	"microbolometer; flow sensor; focal plane array; detector; syringe pump"	"<table><tr><td>Micro-level field:</td><td>2653</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Mathematics and computer science</td></tr><tr><td>Sources:</td><td>proceedings of spie; sensors and actuators a-physical; ieee sensors; ieee sensors journal; proceedings ieee micro electro mechanical systems</td></tr><tr><td>Terms:</td><td>microbolometer; flow sensor; focal plane array; detector; syringe pump</td></tr></table>"	0,8358	-0,3718	3	1372	19462	3701	2010,5569	0	0	0
2669	2669	"portevin le chatelier effect; electroplastic effect; electric field; electropulsing; serrated flow"	"<table><tr><td>Micro-level field:</td><td>2669</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>aip conference proceedings; materials science and engineering a-structural materials properties microstructure and processing; physics of the solid state; physical mesomechanics; russian physics journal</td></tr><tr><td>Terms:</td><td>portevin le chatelier effect; electroplastic effect; electric field; electropulsing; serrated flow</td></tr></table>"	0,7934	-0,3938	3	917	24088	3643	2011,0151	0	0	0
2674	2674	"audience response system; flipped classroom; clicker; podcasting; lecture capture"	"<table><tr><td>Micro-level field:</td><td>2674</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities</td></tr><tr><td>Sources:</td><td>edulearn proceedings; inted proceedings; iceri proceedings; journal of chemical education; computers & education</td></tr><tr><td>Terms:</td><td>audience response system; flipped classroom; clicker; podcasting; lecture capture</td></tr></table>"	-0,1306	0,7675	1	1137	26167	3636	2015,5201	0	0	0
2694	2694	"radix; fft processor; fourier; fft; fft algorithm"	"<table><tr><td>Micro-level field:</td><td>2694</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>proceedings of spie; ieee transactions on signal processing; international conference on acoustics speech and signal processing icassp; ieee international symposium on circuits and systems; ieee transactions on circuits and systems ii-express briefs</td></tr><tr><td>Terms:</td><td>radix; fft processor; fourier; fft; fft algorithm</td></tr></table>"	0,8202	0,47	5	984	11529	3572	2009,5733	0	0	0
2710	2710	"wafe; release angling; size selectivity; barotrauma; fish cage"	"<table><tr><td>Micro-level field:</td><td>2710</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>fisheries research; north american journal of fisheries management; american fisheries society symposium; ices journal of marine science; fisheries management and ecology</td></tr><tr><td>Terms:</td><td>wafe; release angling; size selectivity; barotrauma; fish cage</td></tr></table>"	-0,1817	-0,127	4	896	38084	3537	2011,7229	0	0	0
2726	2726	"peridynamic; quasicontinuum method; molecular dynamic; bond; finite temperature"	"<table><tr><td>Micro-level field:</td><td>2726</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>computer methods in applied mechanics and engineering; journal of the mechanics and physics of solids; engineering fracture mechanics; international journal of fracture; international journal of solids and structures</td></tr><tr><td>Terms:</td><td>peridynamic; quasicontinuum method; molecular dynamic; bond; finite temperature</td></tr></table>"	0,7964	-0,264	3	1231	44722	3494	2011,8512	0	0	0
2735	2735	"histamine; receptor antagonist; histaminergic system; histidine decarboxylase; receptor ligand"	"<table><tr><td>Micro-level field:</td><td>2735</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>inflammation research; bioorganic & medicinal chemistry letters; european journal of pharmacology; british journal of pharmacology; journal of pharmacology and experimental therapeutics</td></tr><tr><td>Terms:</td><td>histamine; receptor antagonist; histaminergic system; histidine decarboxylase; receptor ligand</td></tr></table>"	-0,7618	-0,094	2	1646	64932	3455	2009,0449	0	0	0
2742	2742	"composite insulator; ice; silicone rubber insulator; hydrophobicity; leakage current"	"<table><tr><td>Micro-level field:</td><td>2742</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science; Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>ieee transactions on dielectrics and electrical insulation; conference on electrical insulation and dielectric phenomena annual report; ieee transactions on power delivery; international conference on high voltage engineering and application; energies</td></tr><tr><td>Terms:</td><td>composite insulator; ice; silicone rubber insulator; hydrophobicity; leakage current</td></tr></table>"	0,7841	-0,1955	5	1187	12120	3428	2011,8609	0	0	0
2801	2801	"surgical smoke; mu m; bone drilling; ablation; yag laser"	"<table><tr><td>Micro-level field:</td><td>2801</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences; Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>proceedings of spie; lasers in medical science; photomedicine and laser surgery; lasers in surgery and medicine; journal of periodontology</td></tr><tr><td>Terms:</td><td>surgical smoke; mu m; bone drilling; ablation; yag laser</td></tr></table>"	-0,6266	-0,0208	2	1430	29785	3239	2010,9528	0	0	0
2803	2803	"transfer entropy; granger causality; information flow; climate network; integrated information theory"	"<table><tr><td>Micro-level field:</td><td>2803</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science; Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>physical review e; entropy; lecture notes in computer science; ieee engineering in medicine and biology society conference proceedings; chaos</td></tr><tr><td>Terms:</td><td>transfer entropy; granger causality; information flow; climate network; integrated information theory</td></tr></table>"	0,293	0,3947	5	1987	66802	3236	2013,6088	0	0	0
2808	2808	"psychology; charcot; william james; insanity; asylum"	"<table><tr><td>Micro-level field:</td><td>2808</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities; Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>history of psychiatry; journal of the history of the behavioral sciences; history of psychology; journal of the history of the neurosciences; history of the human sciences</td></tr><tr><td>Terms:</td><td>psychology; charcot; william james; insanity; asylum</td></tr></table>"	-0,3025	0,8326	1	1024	9288	3227	2011,0356	0	0	0
2810	2810	"reed solomon codes; mceliece cryptosystem; list; blind recognition; hermitian code"	"<table><tr><td>Micro-level field:</td><td>2810</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>ieee transactions on information theory; lecture notes in computer science; finite fields and their applications; designs codes and cryptography; ieee international symposium on information theory</td></tr><tr><td>Terms:</td><td>reed solomon codes; mceliece cryptosystem; list; blind recognition; hermitian code</td></tr></table>"	0,9011	0,5179	5	610	8937	3214	2010,7813	0	0	0
2826	2826	"ais data; ship; ais; collision avoidance; unmanned surface vehicle"	"<table><tr><td>Micro-level field:</td><td>2826</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science; Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>journal of navigation; ocean engineering; safety science; marine policy; maritime policy & management</td></tr><tr><td>Terms:</td><td>ais data; ship; ais; collision avoidance; unmanned surface vehicle</td></tr></table>"	0,5192	0,4843	5	1576	25664	3170	2014,1972	0	0	0
2828	2828	"time series classification; time series; dynamic time; multivariate time series; similarity search"	"<table><tr><td>Micro-level field:</td><td>2828</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>lecture notes in computer science; ieee international conference on data mining; data mining and knowledge discovery; information sciences; ieee international conference on data engineering</td></tr><tr><td>Terms:</td><td>time series classification; time series; dynamic time; multivariate time series; similarity search</td></tr></table>"	0,594	0,4978	5	1791	33001	3168	2013,7497	0	0	0
2833	2833	"aeromagnetic data; potential field data; gravity data; euler deconvolution; edge detection"	"<table><tr><td>Micro-level field:</td><td>2833</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>geophysics; journal of applied geophysics; chinese journal of geophysics-chinese edition; geophysical prospecting; pure and applied geophysics</td></tr><tr><td>Terms:</td><td>aeromagnetic data; potential field data; gravity data; euler deconvolution; edge detection</td></tr></table>"	0,4805	-0,0769	4	872	21400	3135	2012,9337	0	0	0
2835	2835	"calibration; khz; programmable josephson voltage standard; rogowski coil; johnson noise"	"<table><tr><td>Micro-level field:</td><td>2835</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Mathematics and computer science</td></tr><tr><td>Sources:</td><td>ieee transactions on instrumentation and measurement; 2018 conference on precision electromagnetic measurements (cpem 2018); 2016 conference on precision electromagnetic measurements (cpem 2016); 2010 conference on precision electromagnetic measurements cpem; 2008 conference on precision electromagnetic measurements digest</td></tr><tr><td>Terms:</td><td>calibration; khz; programmable josephson voltage standard; rogowski coil; johnson noise</td></tr></table>"	0,9669	-0,1047	3	789	7390	3123	2010,9177	0	0	0
2851	2851	"transition; adult care; health center; inflammatory bowel disease; confidentiality"	"<table><tr><td>Micro-level field:</td><td>2851</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>journal of adolescent health; pediatrics; journal of school nursing; journal of school health; journal of pediatric nursing-nursing care of children & families</td></tr><tr><td>Terms:</td><td>transition; adult care; health center; inflammatory bowel disease; confidentiality</td></tr></table>"	-0,6391	0,4538	2	926	45668	3090	2012,3725	0	0	0
2858	2858	"nonprofit organization; nonprofit sector; accountability; ngo; third sector"	"<table><tr><td>Micro-level field:</td><td>2858</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities</td></tr><tr><td>Sources:</td><td>nonprofit and voluntary sector quarterly; voluntas; nonprofit management & leadership; public money & management; public management review</td></tr><tr><td>Terms:</td><td>nonprofit organization; nonprofit sector; accountability; ngo; third sector</td></tr></table>"	-0,1243	0,8075	1	897	35245	3074	2013,0856	0	0	0
2860	2860	"signal detection; pharmacovigilance; spontaneous reporting system; social medium; disproportionality analysis"	"<table><tr><td>Micro-level field:</td><td>2860</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>drug safety; pharmacoepidemiology and drug safety; european journal of clinical pharmacology; clinical pharmacology & therapeutics; british journal of clinical pharmacology</td></tr><tr><td>Terms:</td><td>signal detection; pharmacovigilance; spontaneous reporting system; social medium; disproportionality analysis</td></tr></table>"	-0,7268	0,1933	2	1512	41927	3062	2013,3511	0	0	0
2894	2894	"husserl; heidegger; levinas; phenomenology; gadamer"	"<table><tr><td>Micro-level field:</td><td>2894</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities</td></tr><tr><td>Sources:</td><td>philosophy today; continental philosophy review; husserl studies; journal of the british society for phenomenology; studia phaenomenologica</td></tr><tr><td>Terms:</td><td>husserl; heidegger; levinas; phenomenology; gadamer</td></tr></table>"	-0,2611	0,849	1	631	3910	2927	2011,0998	0	0	0
2910	2910	"sulfur mustard; sulfur; dimethyl methylphosphonate; chemical warfare agent; nitrogen mustard"	"<table><tr><td>Micro-level field:</td><td>2910</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>journal of chromatography a; toxicology letters; analytical chemistry; journal of applied toxicology; journal of hazardous materials</td></tr><tr><td>Terms:</td><td>sulfur mustard; sulfur; dimethyl methylphosphonate; chemical warfare agent; nitrogen mustard</td></tr></table>"	0,0755	-0,5678	3	1915	48767	2891	2011,5361	0	0	0
2919	2919	"chylous ascite; chylothorax; thoracic duct; plastic bronchitis; octreotide"	"<table><tr><td>Micro-level field:</td><td>2919</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>journal of vascular and interventional radiology; annals of thoracic surgery; journal of pediatric surgery; cardiovascular and interventional radiology; transplantation proceedings</td></tr><tr><td>Terms:</td><td>chylous ascite; chylothorax; thoracic duct; plastic bronchitis; octreotide</td></tr></table>"	-1,0267	-0,0968	2	902	13906	2869	2011,0586	0	0	0
2944	2944	"night; artificial light; light pollution; nighttime light; luojia"	"<table><tr><td>Micro-level field:</td><td>2944</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>remote sensing; proceedings of spie; ieee international symposium on geoscience and remote sensing igarss; international journal of remote sensing; sustainability</td></tr><tr><td>Terms:</td><td>night; artificial light; light pollution; nighttime light; luojia</td></tr></table>"	0,1014	0,316	4	1625	50487	2765	2014,9089	0	0	0
2960	2960	"direct contact membrane distillation; membrane distillation process; dcmd; osmotic distillation; vmd"	"<table><tr><td>Micro-level field:</td><td>2960</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Life and earth sciences</td></tr><tr><td>Sources:</td><td>journal of membrane science; desalination; desalination and water treatment; separation and purification technology; industrial & engineering chemistry research</td></tr><tr><td>Terms:</td><td>direct contact membrane distillation; membrane distillation process; dcmd; osmotic distillation; vmd</td></tr></table>"	0,3818	-0,4686	3	1250	52319	2728	2014,6048	0	0	0
