
id	label	sublabel	description	x	y	cluster	weight<Links>	weight<Total  link strength>	weight<No. of pub. (2000-2020)>	score<Avg. pub. year>	weight<absloute no>	weight<relative no>	score<Avg.year.set>
3529	3529	"chemoradiotherapy; anal canal; chemoradiation; stomach; anal cancer patient"	"<table><tr><td>Micro-level field:</td><td>3529</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>international journal of radiation oncology biology physics; diseases of the colon & rectum; radiotherapy and oncology; journal of clinical oncology; colorectal disease</td></tr><tr><td>Terms:</td><td>chemoradiotherapy; anal canal; chemoradiation; stomach; anal cancer patient</td></tr></table>"	-1,0254	-0,1541	2	576	13414	1227	2012,7237	0	0	0
3554	3554	"enterprise; wiki; social software; social networking; facebook"	"<table><tr><td>Micro-level field:</td><td>3554</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities; Mathematics and computer science</td></tr><tr><td>Sources:</td><td>electronic library; library hi tech; journal of academic librarianship; lecture notes in computer science; library journal</td></tr><tr><td>Terms:</td><td>enterprise; wiki; social software; social networking; facebook</td></tr></table>"	0,0484	0,7731	1	707	6038	1166	2012,3739	0	0	0
3563	3563	"seti; search; life; extraterrestrial intelligence; astrobiology"	"<table><tr><td>Micro-level field:</td><td>3563</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Social sciences and humanities</td></tr><tr><td>Sources:</td><td>acta astronautica; international journal of astrobiology; jbis-journal of the british interplanetary society; astrobiology; futures</td></tr><tr><td>Terms:</td><td>seti; search; life; extraterrestrial intelligence; astrobiology</td></tr></table>"	1,2292	-0,2537	3	967	10794	1146	2011,1972	0	0	0
3586	3586	"decoy receptor; tipe2; tl1a; dcr3; t lymphocyte attenuator"	"<table><tr><td>Micro-level field:</td><td>3586</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>journal of immunology; plos one; molecular immunology; journal of biological chemistry; molecular medicine reports</td></tr><tr><td>Terms:</td><td>decoy receptor; tipe2; tl1a; dcr3; t lymphocyte attenuator</td></tr></table>"	-0,8994	-0,2412	2	1147	34419	1083	2012,4266	0	0	0
3613	3613	"cyclosporin; phenytoin; gingival overgrowth; cantu syndrome; gingival fibromatosis"	"<table><tr><td>Micro-level field:</td><td>3613</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>journal of periodontology; journal of periodontal research; journal of clinical periodontology; american journal of medical genetics part a; oral diseases</td></tr><tr><td>Terms:</td><td>cyclosporin; phenytoin; gingival overgrowth; cantu syndrome; gingival fibromatosis</td></tr></table>"	-0,9648	-0,2127	2	957	12070	999	2009,992	0	0	0
3638	3638	"semax; hydrogen isotope exchange; tritium; deuterium; acth"	"<table><tr><td>Micro-level field:</td><td>3638</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>journal of labelled compounds & radiopharmaceuticals; bulletin of experimental biology and medicine; organic letters; tetrahedron letters; russian journal of bioorganic chemistry</td></tr><tr><td>Terms:</td><td>semax; hydrogen isotope exchange; tritium; deuterium; acth</td></tr></table>"	-0,0564	-0,71	3	1300	18895	949	2012,6818	0	0	0
3645	3645	"endothelial glycocalyx; glycocalyx; glycocalyx degradation; mesenchymal progenitor cells; endothelial surface layer"	"<table><tr><td>Micro-level field:</td><td>3645</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>bulletin of experimental biology and medicine; american journal of physiology-heart and circulatory physiology; plos one; microvascular research; microcirculation</td></tr><tr><td>Terms:</td><td>endothelial glycocalyx; glycocalyx; glycocalyx degradation; mesenchymal progenitor cells; endothelial surface layer</td></tr></table>"	-0,9	-0,0881	2	1242	30099	924	2013,6331	0	0	0
3663	3663	"depolarization; spreading depression; focal cerebral ischemia; intrinsic optical signal; mitochondrial function"	"<table><tr><td>Micro-level field:</td><td>3663</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>journal of cerebral blood flow and metabolism; proceedings of spie; journal of neurophysiology; brain research; neuroscience letters</td></tr><tr><td>Terms:</td><td>depolarization; spreading depression; focal cerebral ischemia; intrinsic optical signal; mitochondrial function</td></tr></table>"	-0,8127	0,0823	2	959	23282	891	2011,101	0	0	0
3672	3672	"neutrino factory; muon collider; agile; mice; muon beam"	"<table><tr><td>Micro-level field:</td><td>3672</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>nuclear instruments & methods in physics research section a-accelerators spectrometers detectors and associated equipment; aip conference proceedings; ieee particle accelerator conference; physical review special topics-accelerators and beams; nuclear physics b-proceedings supplements</td></tr><tr><td>Terms:</td><td>neutrino factory; muon collider; agile; mice; muon beam</td></tr></table>"	1,246	-0,2703	3	204	3331	881	2007,9955	0	0	0
3688	3688	"dioxo heterocycle; pyrrolin; furandione; dihydroisoquinoline; dihydrofuran"	"<table><tr><td>Micro-level field:</td><td>3688</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>russian journal of organic chemistry; khimiya geterotsiklicheskikh soedinenii; pharmaceutical chemistry journal; russian journal of general chemistry; russian journal of inorganic chemistry</td></tr><tr><td>Terms:</td><td>dioxo heterocycle; pyrrolin; furandione; dihydroisoquinoline; dihydrofuran</td></tr></table>"	0,0026	-0,7256	3	581	4868	857	2010,1855	0	0	0
3697	3697	"competency model; competence assessment; competence evaluation; ontology; berge equilibrium"	"<table><tr><td>Micro-level field:</td><td>3697</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities; Mathematics and computer science</td></tr><tr><td>Sources:</td><td>lecture notes in computer science; inted proceedings; advances in intelligent systems and computing; edulearn proceedings; procedia social and behavioral sciences</td></tr><tr><td>Terms:</td><td>competency model; competence assessment; competence evaluation; ontology; berge equilibrium</td></tr></table>"	0,011	0,8006	1	545	4366	838	2011,827	0	0	0
3704	3704	"sensecam; wearable computer; memory; digital object memory; sousveillance"	"<table><tr><td>Micro-level field:</td><td>3704</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>lecture notes in computer science; personal and ubiquitous computing; international journal of human-computer studies; proceedings of spie; communications in computer and information science</td></tr><tr><td>Terms:</td><td>sensecam; wearable computer; memory; digital object memory; sousveillance</td></tr></table>"	0,1502	0,747	5	817	6361	829	2011,8721	0	0	0
3713	3713	"microscopic colitis; collagenous colitis; chronic diarrhea; colonoscopy; colitis"	"<table><tr><td>Micro-level field:</td><td>3713</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>american journal of gastroenterology; scandinavian journal of gastroenterology; alimentary pharmacology & therapeutics; inflammatory bowel diseases; world journal of gastroenterology</td></tr><tr><td>Terms:</td><td>microscopic colitis; collagenous colitis; chronic diarrhea; colonoscopy; colitis</td></tr></table>"	-0,9733	-0,1561	2	505	6719	820	2009,9317	0	0	0
3720	3720	"memory; atropisomerism; naphthamide; axially chiral; atroposelective synthesis"	"<table><tr><td>Micro-level field:</td><td>3720</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>organic letters; angewandte chemie-international edition; journal of the american chemical society; heterocycles; journal of organic chemistry</td></tr><tr><td>Terms:</td><td>memory; atropisomerism; naphthamide; axially chiral; atroposelective synthesis</td></tr></table>"	0,0224	-0,7251	3	653	23855	813	2012,31	0	0	0
3722	3722	"waste foundry sand; low strength material; foundry; clsm; moulding sand"	"<table><tr><td>Micro-level field:</td><td>3722</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>archives of metallurgy and materials; construction and building materials; metalurgija; international journal of metalcasting; china foundry</td></tr><tr><td>Terms:</td><td>waste foundry sand; low strength material; foundry; clsm; moulding sand</td></tr></table>"	0,6598	-0,2177	3	645	5397	811	2012,9248	0	0	0
3752	3752	"magnesium phosphate cement; water resistance; phosphate ceramic; water stability; mpc"	"<table><tr><td>Micro-level field:</td><td>3752</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>construction and building materials; cement and concrete research; advanced materials research; ceramics international; advances in cement research</td></tr><tr><td>Terms:</td><td>magnesium phosphate cement; water resistance; phosphate ceramic; water stability; mpc</td></tr></table>"	0,6295	-0,289	3	675	8587	764	2014,7225	0	0	0
3756	3756	"wear debris; wear particle; ferrography; oil analysis; inductive sensor"	"<table><tr><td>Micro-level field:</td><td>3756</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>wear; tribology international; applied mechanics and materials; industrial lubrication and tribology; spectroscopy and spectral analysis</td></tr><tr><td>Terms:</td><td>wear debris; wear particle; ferrography; oil analysis; inductive sensor</td></tr></table>"	0,7771	0,0134	3	763	4478	760	2011,8618	0	0	0
3761	3761	"electrophoretic display; electronic paper; nonpolar liquid; nonpolar solvent; inverse micelle"	"<table><tr><td>Micro-level field:</td><td>3761</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>langmuir; journal of colloid and interface science; idw-international display workshops; colloids and surfaces a-physicochemical and engineering aspects; proceedings of spie</td></tr><tr><td>Terms:</td><td>electrophoretic display; electronic paper; nonpolar liquid; nonpolar solvent; inverse micelle</td></tr></table>"	0,4601	-0,5476	3	726	7719	754	2010,2347	0	0	0
3763	3763	"clusterin; clusterin expression; bcl; prostate cancer; apolipoprotein j"	"<table><tr><td>Micro-level field:</td><td>3763</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>biochemical and biophysical research communications; advances in cancer research; medical oncology; plos one; cancer research</td></tr><tr><td>Terms:</td><td>clusterin; clusterin expression; bcl; prostate cancer; apolipoprotein j</td></tr></table>"	-0,8874	-0,2684	2	1163	22405	753	2010,3798	0	0	0
3788	3788	"ferroelectret; piezoelectricity; electret property; cellular polypropylene ferroelectret; energy harvesting"	"<table><tr><td>Micro-level field:</td><td>3788</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Mathematics and computer science</td></tr><tr><td>Sources:</td><td>ieee transactions on dielectrics and electrical insulation; international symposium on electrets; journal of applied physics; applied physics letters; conference on electrical insulation and dielectric phenomena annual report</td></tr><tr><td>Terms:</td><td>ferroelectret; piezoelectricity; electret property; cellular polypropylene ferroelectret; energy harvesting</td></tr></table>"	0,6623	-0,4728	3	474	5184	706	2010,7082	0	0	0
3795	3795	"hippophae; sea buckthorn; hippophae rhamnoide; elaeagnus; cyclitol"	"<table><tr><td>Micro-level field:</td><td>3795</td></tr><tr><td>Main fields:</td><td>Life and earth sciences; Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>journal of agricultural and food chemistry; food chemistry; journal of ethnopharmacology; molecules; acta horticulturae</td></tr><tr><td>Terms:</td><td>hippophae; sea buckthorn; hippophae rhamnoide; elaeagnus; cyclitol</td></tr></table>"	-0,6088	-0,3882	4	1150	15600	694	2012,7896	0	0	0
3804	3804	"belt conveyor; conveyor belt; indentation; resistance; measurement"	"<table><tr><td>Micro-level field:</td><td>3804</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Mathematics and computer science</td></tr><tr><td>Sources:</td><td>measurement; advanced materials research; archives of mining sciences; iop conference series-earth and environmental science; applied mechanics and materials</td></tr><tr><td>Terms:</td><td>belt conveyor; conveyor belt; indentation; resistance; measurement</td></tr></table>"	0,7133	0,1641	3	762	3107	679	2013,9367	0	0	0
3811	3811	"auxiliary source; uxo discrimination; metallic object; emi data; magnetic polarizability tensor"	"<table><tr><td>Micro-level field:</td><td>3811</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Mathematics and computer science</td></tr><tr><td>Sources:</td><td>proceedings of spie; ieee transactions on geoscience and remote sensing; ieee international symposium on geoscience and remote sensing igarss; journal of applied geophysics; proceedings of the international seminar workshop on direct and inverse problems of electromagnetic and acoustic wave theory</td></tr><tr><td>Terms:</td><td>auxiliary source; uxo discrimination; metallic object; emi data; magnetic polarizability tensor</td></tr></table>"	0,5944	-0,0125	3	409	2445	669	2009,8311	0	0	0
3831	3831	"ischemia; ischemia modified albumin; level; patient; acute coronary syndrome"	"<table><tr><td>Micro-level field:</td><td>3831</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>journal of maternal-fetal & neonatal medicine; clinical laboratory; clinica chimica acta; american journal of emergency medicine; journal of clinical laboratory analysis</td></tr><tr><td>Terms:</td><td>ischemia; ischemia modified albumin; level; patient; acute coronary syndrome</td></tr></table>"	-0,8989	-0,1007	2	1184	15552	635	2013,4646	0	0	0
3836	3836	"rilke; london; cultural techniques; friedrich kittler; marie darrieussecq"	"<table><tr><td>Micro-level field:</td><td>3836</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities</td></tr><tr><td>Sources:</td><td>proceedings of the institution of civil engineers-civil engineering; theory culture & society; german quarterly; angelaki-journal of the theoretical humanities; grey room</td></tr><tr><td>Terms:</td><td>rilke; london; cultural techniques; friedrich kittler; marie darrieussecq</td></tr></table>"	-0,1923	0,9015	1	369	1275	624	2012,1843	0	0	0
3847	3847	"adenylosuccinate lyase deficiency; hereditary leiomyomatosis; fumarate hydratase; hlrcc; renal cell cancer syndrome"	"<table><tr><td>Micro-level field:</td><td>3847</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>biochemistry; american journal of surgical pathology; journal of biological chemistry; clinical and experimental dermatology; familial cancer</td></tr><tr><td>Terms:</td><td>adenylosuccinate lyase deficiency; hereditary leiomyomatosis; fumarate hydratase; hlrcc; renal cell cancer syndrome</td></tr></table>"	-0,9847	-0,2635	2	805	11910	597	2011,3484	0	0	0
3879	3879	"tsch network; tsch; industrial internet; ieee802154e; public transport"	"<table><tr><td>Micro-level field:</td><td>3879</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>lecture notes in computer science; ieee access; procedia computer science; sensors; ieee international conference on communications</td></tr><tr><td>Terms:</td><td>tsch network; tsch; industrial internet; ieee802154e; public transport</td></tr></table>"	0,8025	0,5695	5	431	4033	549	2016,4208	0	0	0
3881	3881	"porous medium; cosymmetry; family; convection; convective instability"	"<table><tr><td>Micro-level field:</td><td>3881</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>theoretical foundations of chemical engineering; russian journal of applied chemistry; inorganic materials; fluid dynamics; journal of physics conference series</td></tr><tr><td>Terms:</td><td>porous medium; cosymmetry; family; convection; convective instability</td></tr></table>"	0,561	-0,356	3	484	1689	547	2011,5686	0	0	0
3886	3886	"porous glass; porous matrix; ferroelectric nanocomposite; nanoconfinement; triglycine sulfate"	"<table><tr><td>Micro-level field:</td><td>3886</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>physics of the solid state; glass physics and chemistry; ferroelectrics; protection of metals and physical chemistry of surfaces; optica applicata</td></tr><tr><td>Terms:</td><td>porous glass; porous matrix; ferroelectric nanocomposite; nanoconfinement; triglycine sulfate</td></tr></table>"	0,6858	-0,6171	3	478	3651	541	2011,6876	0	0	0
3906	3906	"appearance; acoustic emission signal; signal; diagnostic; optimal control"	"<table><tr><td>Micro-level field:</td><td>3906</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Mathematics and computer science</td></tr><tr><td>Sources:</td><td>journal of computer and systems sciences international; russian journal of nondestructive testing; mechanika; izvestiya vysshikh uchebnykh zavedenii radioelektronika; mechanics of composite materials</td></tr><tr><td>Terms:</td><td>appearance; acoustic emission signal; signal; diagnostic; optimal control</td></tr></table>"	0,8069	-0,173	3	247	564	517	2009,7853	0	0	0
3911	3911	"contextual synchronization; query transformation; semantic annotation; smart health service; food pairing"	"<table><tr><td>Micro-level field:</td><td>3911</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>wireless personal communications; lecture notes in computer science; cluster computing-the journal of networks software tools and applications; multimedia tools and applications; information-an international interdisciplinary journal</td></tr><tr><td>Terms:</td><td>contextual synchronization; query transformation; semantic annotation; smart health service; food pairing</td></tr></table>"	0,5391	0,6391	5	755	5163	514	2013,5136	0	0	0
3922	3922	"transistor structure; basis; coal burner; power boiler; parallel hierarchical network"	"<table><tr><td>Micro-level field:</td><td>3922</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Mathematics and computer science</td></tr><tr><td>Sources:</td><td>proceedings of spie; przeglad elektrotechniczny; measurement techniques; elektronika ir elektrotechnika; international symposium on discharges and electrical insulation in a vacuum</td></tr><tr><td>Terms:</td><td>transistor structure; basis; coal burner; power boiler; parallel hierarchical network</td></tr></table>"	0,8438	-0,2121	3	525	1707	501	2013,984	0	0	0
3938	3938	"bone marrow aspiration; biopsy; operative note; revalidation; trephine biopsy"	"<table><tr><td>Micro-level field:</td><td>3938</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>bmj-british medical journal; journal of clinical pathology; international journal of cardiology; internal medicine journal; clinical medicine</td></tr><tr><td>Terms:</td><td>bone marrow aspiration; biopsy; operative note; revalidation; trephine biopsy</td></tr></table>"	-1,0456	0,0508	2	550	3486	482	2010,7199	0	0	0
3945	3945	"ecological risk assessment; relative risk model; xianghe segment; grand canal; landsenses ecology"	"<table><tr><td>Micro-level field:</td><td>3945</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>human and ecological risk assessment; international journal of sustainable development and world ecology; advances in intelligent systems research; integrated environmental assessment and management; procedia environmental sciences</td></tr><tr><td>Terms:</td><td>ecological risk assessment; relative risk model; xianghe segment; grand canal; landsenses ecology</td></tr></table>"	0,032	0,0341	4	871	6014	477	2010,8155	0	0	0
3963	3963	"wolfram syndrome; wfs1 gene; wfs1; ethambutol; wolfram"	"<table><tr><td>Micro-level field:</td><td>3963</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>human molecular genetics; journal of neuro-ophthalmology; plos one; orphanet journal of rare diseases; scientific reports</td></tr><tr><td>Terms:</td><td>wolfram syndrome; wfs1 gene; wfs1; ethambutol; wolfram</td></tr></table>"	-0,7797	-0,1611	2	659	6960	450	2011,2111	0	0	0
3979	3979	"mcpd; monochloropropane; diol; glycidyl ester; propanediol"	"<table><tr><td>Micro-level field:</td><td>3979</td></tr><tr><td>Main fields:</td><td>Life and earth sciences; Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>food additives and contaminants part a-chemistry analysis control exposure & risk assessment; european journal of lipid science and technology; journal of agricultural and food chemistry; food and chemical toxicology; food chemistry</td></tr><tr><td>Terms:</td><td>mcpd; monochloropropane; diol; glycidyl ester; propanediol</td></tr></table>"	-0,4365	-0,4269	4	536	3607	431	2013,7494	0	0	0
3981	3981	"south africa; erik h erikson; sexuality; england; ephesian"	"<table><tr><td>Micro-level field:</td><td>3981</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities</td></tr><tr><td>Sources:</td><td>hts teologiese studies-theological studies; ecclesiastical law journal; zeitschrift fur evangelische ethik; acta theologica; ecumenical review</td></tr><tr><td>Terms:</td><td>south africa; erik h erikson; sexuality; england; ephesian</td></tr></table>"	-0,2922	0,8599	1	180	556	430	2011,3256	0	0	0
3986	3986	"orotic acid; dioxyacetate; hor; orotate; sulfonatosalicylato"	"<table><tr><td>Micro-level field:</td><td>3986</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>acta crystallographica section e-crystallographic communications; acta crystallographica section c-structural chemistry; polyhedron; acta crystallographica section e-structure reports online; indian journal of chemistry section a-inorganic bio-inorganic physical theoretical & analytical chemistry</td></tr><tr><td>Terms:</td><td>orotic acid; dioxyacetate; hor; orotate; sulfonatosalicylato</td></tr></table>"	0,3221	-0,6614	3	411	4497	424	2007,1439	0	0	0
3988	3988	"resonant ultrasound spectroscopy; nonlinear optical crystal; piezoelectric coefficient; equivalent temperature; process compensated resonance"	"<table><tr><td>Micro-level field:</td><td>3988</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>aip conference proceedings; journal of the acoustical society of america; journal of applied physics; proceedings of spie; ultrasonics</td></tr><tr><td>Terms:</td><td>resonant ultrasound spectroscopy; nonlinear optical crystal; piezoelectric coefficient; equivalent temperature; process compensated resonance</td></tr></table>"	0,8044	-0,4491	3	500	3382	421	2010,8622	0	0	0
3990	3990	"tin; mechanical property; grid fin; microstructure; babbit"	"<table><tr><td>Micro-level field:</td><td>3990</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>materials today-proceedings; applied thermal engineering; proceedings of the institution of mechanical engineers part d-journal of automobile engineering; energy procedia; iop conference series-materials science and engineering</td></tr><tr><td>Terms:</td><td>tin; mechanical property; grid fin; microstructure; babbit</td></tr></table>"	0,7517	-0,2762	3	488	2941	420	2014,6048	0	0	0
4020	4020	"antiviral activity; phenanthroindolizidine alkaloid; tylophorine; antofine; design"	"<table><tr><td>Micro-level field:</td><td>4020</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>journal of agricultural and food chemistry; journal of organic chemistry; bioorganic & medicinal chemistry letters; organic letters; european journal of medicinal chemistry</td></tr><tr><td>Terms:</td><td>antiviral activity; phenanthroindolizidine alkaloid; tylophorine; antofine; design</td></tr></table>"	-0,1752	-0,7148	3	763	8254	379	2012,4644	0	0	0
4063	4063	"financial institutions fraud; money laundering; north korean refugee; ageing; jamaica"	"<table><tr><td>Micro-level field:</td><td>4063</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities</td></tr><tr><td>Sources:</td><td>american criminal law review; historical social research-historische sozialforschung; north korean review; west indian medical journal; pacific focus</td></tr><tr><td>Terms:</td><td>financial institutions fraud; money laundering; north korean refugee; ageing; jamaica</td></tr></table>"	-0,3953	0,7701	1	327	1371	332	2011,1807	0	0	0
4065	4065	"gold book standard network; railway point machine; railway track circuit; railway; fault detection"	"<table><tr><td>Micro-level field:</td><td>4065</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science; Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>proceedings of the institution of mechanical engineers part f-journal of rail and rapid transit; proceedings of ieee east-west design & test symposium (ewdts 2013); ieee transactions on industry applications; energies; renewable energy</td></tr><tr><td>Terms:</td><td>gold book standard network; railway point machine; railway track circuit; railway; fault detection</td></tr></table>"	0,7638	0,2571	5	472	2689	330	2013,2939	0	0	0
4079	4079	"gasdynamic system; reflection; dissipativity; game; nanoparticle"	"<table><tr><td>Micro-level field:</td><td>4079</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Mathematics and computer science</td></tr><tr><td>Sources:</td><td>doklady mathematics; automation and remote control; computational mathematics and mathematical physics; high temperature; proceedings of spie</td></tr><tr><td>Terms:</td><td>gasdynamic system; reflection; dissipativity; game; nanoparticle</td></tr></table>"	0,7307	-0,2312	3	271	943	317	2011,3849	0	0	0
4088	4088	"anterior gradient; agr2; ebp1; erbb3 binding protein; agr2 expression"	"<table><tr><td>Micro-level field:</td><td>4088</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>oncogene; cancer research; journal of biological chemistry; plos one; cancer letters</td></tr><tr><td>Terms:</td><td>anterior gradient; agr2; ebp1; erbb3 binding protein; agr2 expression</td></tr></table>"	-0,9242	-0,2815	2	788	10101	311	2013,119	0	0	0
4115	4115	"remote fault diagnosis system; knowledge management; technology transfer; web service; dimensional analysis"	"<table><tr><td>Micro-level field:</td><td>4115</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science; Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>aip conference proceedings; advanced materials research; applied mechanics and materials; lecture notes in computer science; idw-international display workshops</td></tr><tr><td>Terms:</td><td>remote fault diagnosis system; knowledge management; technology transfer; web service; dimensional analysis</td></tr></table>"	0,5648	0,5718	5	436	1343	283	2008,9894	0	0	0
1290	1290	"job strain; presenteeism; workplace health promotion; effort reward imbalance; disability pension"	"<table><tr><td>Micro-level field:</td><td>1290</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>journal of occupational and environmental medicine; bmc public health; occupational medicine-oxford; scandinavian journal of work environment & health; international archives of occupational and environmental health</td></tr><tr><td>Terms:</td><td>job strain; presenteeism; workplace health promotion; effort reward imbalance; disability pension</td></tr></table>"	-0,5528	0,5006	2	1704	171419	9427	2012,9347	0	0	0
1299	1299	"sex differentiation; sex reversal; medaka; b chromosome; oryzias latipe"	"<table><tr><td>Micro-level field:</td><td>1299</td></tr><tr><td>Main fields:</td><td>Life and earth sciences; Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>aquaculture; cytogenetic and genome research; aquaculture research; genetica; plos one</td></tr><tr><td>Terms:</td><td>sex differentiation; sex reversal; medaka; b chromosome; oryzias latipe</td></tr></table>"	-0,4	-0,191	4	1733	177982	9397	2010,9854	0	0	0
1313	1313	"richtmyer meshkov instability; national ignition facility; omega; nif; rayleigh taylor instability"	"<table><tr><td>Micro-level field:</td><td>1313</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>physics of plasmas; proceedings of spie; review of scientific instruments; fusion science and technology; journal of physics conference series</td></tr><tr><td>Terms:</td><td>richtmyer meshkov instability; national ignition facility; omega; nif; rayleigh taylor instability</td></tr></table>"	0,9435	-0,4179	3	1207	51146	9318	2010,7869	0	0	0
1315	1315	"speech enhancement; voice activity detection; noise reduction; speech dereverberation; single channel speech separation"	"<table><tr><td>Micro-level field:</td><td>1315</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>international conference on acoustics speech and signal processing icassp; ieee-acm transactions on audio speech and language processing; ieee transactions on audio speech and language processing; european signal processing conference; interspeech</td></tr><tr><td>Terms:</td><td>speech enhancement; voice activity detection; noise reduction; speech dereverberation; single channel speech separation</td></tr></table>"	0,6182	0,4881	5	1421	49126	9300	2012,2928	0	0	0
1331	1331	"container terminal; port; ship; optimization; hub"	"<table><tr><td>Micro-level field:</td><td>1331</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science; Social sciences and humanities</td></tr><tr><td>Sources:</td><td>maritime policy & management; transportation research part e-logistics and transportation review; european journal of operational research; transportation research record; transportation research part d-transport and environment</td></tr><tr><td>Terms:</td><td>container terminal; port; ship; optimization; hub</td></tr></table>"	0,5132	0,5299	5	1804	75058	9157	2013,9476	0	0	0
1338	1338	"hydrodesulfurization; hydrodeoxygenation; dibenzothiophene; hds; hydrotreating catalyst"	"<table><tr><td>Micro-level field:</td><td>1338</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>applied catalysis a-general; catalysis today; journal of catalysis; fuel; energy & fuels</td></tr><tr><td>Terms:</td><td>hydrodesulfurization; hydrodeoxygenation; dibenzothiophene; hds; hydrotreating catalyst</td></tr></table>"	0,5192	-0,5548	3	1524	162385	9104	2011,8821	0	0	0
