label	sublabel	description	x	y	cluster	weight
"home energy management system; residential demand response; smart home; electric spring; smart grid communication"	4960	"<table><tr><td>Micro-level field;</td><td>662</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science; Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>ieee transactions on smart grid; ieee power and energy society general meeting pesgm; applied energy; energies; ieee pes innovative smart grid technologies conference europe</td></tr><tr><td>Terms;</td><td>home energy management system; residential demand response; smart home; electric spring; smart grid communication</td></tr></table>"	0.7846	0.3396	5	4960
"stratospheric airship; airship; airborne wind energy system; kite; autonomous airship"	4317	"<table><tr><td>Micro-level field;</td><td>3481</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering; Mathematics and computer science</td></tr><tr><td>Sources;</td><td>advances in space research; journal of aircraft; chinese control conference; proceedings of the american control conference; aerospace science and technology</td></tr><tr><td>Terms;</td><td>stratospheric airship; airship; airborne wind energy system; kite; autonomous airship</td></tr></table>"	0.8131	0.2812	3	4317
"distribution network reconfiguration; service restoration; optimal capacitor placement; optimal reconfiguration; radial distribution system"	4140	"<table><tr><td>Micro-level field;</td><td>760</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science; Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>ieee power and energy society general meeting pesgm; ieee transactions on power systems; international journal of electrical power & energy systems; iet generation transmission & distribution; electric power systems research</td></tr><tr><td>Terms;</td><td>distribution network reconfiguration; service restoration; optimal capacitor placement; optimal reconfiguration; radial distribution system</td></tr></table>"	0.8555	0.257	5	4140
"multilevel inverter; carrier; selective harmonic elimination; open end; level"	3761	"<table><tr><td>Micro-level field;</td><td>765</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science</td></tr><tr><td>Sources;</td><td>ieee industrial electronics society; ieee transactions on power electronics; ieee transactions on industrial electronics; ieee energy conversion congress and exposition; annual ieee applied power electronics conference and exposition (apec)</td></tr><tr><td>Terms;</td><td>multilevel inverter; carrier; selective harmonic elimination; open end; level</td></tr></table>"	0.882	0.2287	5	3761
"oil water separation; superhydrophobicity; self cleaning; facile fabrication; oil"	3505	"<table><tr><td>Micro-level field;</td><td>381</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>langmuir; applied surface science; acs applied materials & interfaces; rsc advances; journal of colloid and interface science</td></tr><tr><td>Terms;</td><td>oil water separation; superhydrophobicity; self cleaning; facile fabrication; oil</td></tr></table>"	0.5995	-0.4038	3	3505
"battery electric vehicle; vehicle; station; plug; electric vehicle charging station"	3000	"<table><tr><td>Micro-level field;</td><td>1185</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science; Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>energy policy; ieee transactions on smart grid; ieee power and energy society general meeting pesgm; energies; applied energy</td></tr><tr><td>Terms;</td><td>battery electric vehicle; vehicle; station; plug; electric vehicle charging station</td></tr></table>"	0.7668	0.2886	5	3000
"short term load forecasting; wind speed; electricity price forecasting; wind speed forecasting; day"	2789	"<table><tr><td>Micro-level field;</td><td>1083</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science; Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>energies; lecture notes in computer science; international journal of forecasting; energy; applied energy</td></tr><tr><td>Terms;</td><td>short term load forecasting; wind speed; electricity price forecasting; wind speed forecasting; day</td></tr></table>"	0.6207	0.3901	5	2789
"unit commitment problem; transmission expansion planning; economic dispatch problem; valve point effect; market power"	2754	"<table><tr><td>Micro-level field;</td><td>448</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science; Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>ieee transactions on power systems; ieee power and energy society general meeting pesgm; international journal of electrical power & energy systems; energy policy; electric power systems research</td></tr><tr><td>Terms;</td><td>unit commitment problem; transmission expansion planning; economic dispatch problem; valve point effect; market power</td></tr></table>"	0.7836	0.2987	5	2754
"solid state transformer; llc resonant converter; dual active bridge converter; sic mosfet; sic"	2409	"<table><tr><td>Micro-level field;</td><td>677</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science</td></tr><tr><td>Sources;</td><td>annual ieee applied power electronics conference and exposition (apec); ieee transactions on power electronics; ieee energy conversion congress and exposition; ieee industrial electronics society; ieee power electronics specialists conference records</td></tr><tr><td>Terms;</td><td>solid state transformer; llc resonant converter; dual active bridge converter; sic mosfet; sic</td></tr></table>"	0.8894	0.2154	5	2409
"matrix converter; sensorless vector control; mras; sensorless induction motor drife; speed estimation"	2280	"<table><tr><td>Micro-level field;</td><td>340</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science</td></tr><tr><td>Sources;</td><td>ieee industrial electronics society; ieee transactions on industrial electronics; ieee transactions on power electronics; ieee transactions on industry applications; ieee industry applications society annual meeting</td></tr><tr><td>Terms;</td><td>matrix converter; sensorless vector control; mras; sensorless induction motor drife; speed estimation</td></tr></table>"	0.8792	0.2283	5	2280
"synchronization; complex dynamical network; scale free network; epidemic; delay"	2224	"<table><tr><td>Micro-level field;</td><td>182</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science; Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>physical review e; physica a-statistical mechanics and its applications; lecture notes in computer science; scientific reports; epl</td></tr><tr><td>Terms;</td><td>synchronization; complex dynamical network; scale free network; epidemic; delay</td></tr></table>"	0.5643	0.5108	5	2224
"igbt; igbt module; power module; ldmos; ldmos transistor"	1766	"<table><tr><td>Micro-level field;</td><td>1284</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science; Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>proceedings of the international symposium on power semiconductor devices & ics; microelectronics reliability; ieee transactions on electron devices; ieee transactions on power electronics; annual ieee applied power electronics conference and exposition (apec)</td></tr><tr><td>Terms;</td><td>igbt; igbt module; power module; ldmos; ldmos transistor</td></tr></table>"	0.9001	0.1832	5	1766
"detection; diagnosis; condition monitoring; broken rotor bar; fault"	1567	"<table><tr><td>Micro-level field;</td><td>1175</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science; Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>ieee industrial electronics society; ieee transactions on industrial electronics; ieee transactions on industry applications; ieee industry applications society annual meeting; ieee transactions on power electronics</td></tr><tr><td>Terms;</td><td>detection; diagnosis; condition monitoring; broken rotor bar; fault</td></tr></table>"	0.8788	0.2277	5	1567
"power system stabilizer; upfc; unified power flow controller; multi machine power system; tcsc"	1470	"<table><tr><td>Micro-level field;</td><td>278</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science</td></tr><tr><td>Sources;</td><td>ieee transactions on power systems; ieee power and energy society general meeting pesgm; international journal of electrical power & energy systems; electric power systems research; iet generation transmission & distribution</td></tr><tr><td>Terms;</td><td>power system stabilizer; upfc; unified power flow controller; multi machine power system; tcsc</td></tr></table>"	0.8571	0.2579	5	1470
"bipolar plate; gas diffusion layer; pem fuel cell system; phase flow; numerical study"	1372	"<table><tr><td>Micro-level field;</td><td>393</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>journal of power sources; international journal of hydrogen energy; journal of the electrochemical society; ecs transactions; electrochimica acta</td></tr><tr><td>Terms;</td><td>bipolar plate; gas diffusion layer; pem fuel cell system; phase flow; numerical study</td></tr></table>"	0.6631	-0.3871	3	1372
"power quality disturbance; classification; dynamic voltage restorer; electric arc furnace; voltage sag"	1206	"<table><tr><td>Micro-level field;</td><td>1602</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science</td></tr><tr><td>Sources;</td><td>ieee transactions on power delivery; international conference on harmonics and quality of power; electric power systems research; ieee transactions on industry applications; ieee power and energy society general meeting pesgm</td></tr><tr><td>Terms;</td><td>power quality disturbance; classification; dynamic voltage restorer; electric arc furnace; voltage sag</td></tr></table>"	0.8757	0.2389	5	1206
"global solar radiation; satellite; sunshine duration; solar irradiance; active radiation"	1173	"<table><tr><td>Micro-level field;</td><td>1468</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>solar energy; renewable energy; energy conversion and management; energy procedia; renewable & sustainable energy reviews</td></tr><tr><td>Terms;</td><td>global solar radiation; satellite; sunshine duration; solar irradiance; active radiation</td></tr></table>"	0.5775	0.1298	3	1173
"synthetic jet; airfoil; flow control; plasma actuator; dielectric barrier discharge plasma actuator"	1045	"<table><tr><td>Micro-level field;</td><td>2184</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>aiaa journal; journal of physics d-applied physics; ieee transactions on plasma science; combustion and flame; technical physics letters</td></tr><tr><td>Terms;</td><td>synthetic jet; airfoil; flow control; plasma actuator; dielectric barrier discharge plasma actuator</td></tr></table>"	0.7668	-0.2252	3	1045
"damage detection; structural health monitoring; operational modal analysis; structural damage identification; output"	978	"<table><tr><td>Micro-level field;</td><td>394</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>proceedings of spie; mechanical systems and signal processing; journal of sound and vibration; structural control & health monitoring; engineering structures</td></tr><tr><td>Terms;</td><td>damage detection; structural health monitoring; operational modal analysis; structural damage identification; output</td></tr></table>"	0.7932	-0.0499	3	978
"piezoelectric energy harvester; vibration energy harvesting; vibration"	903	"<table><tr><td>Micro-level field;</td><td>1120</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering; Mathematics and computer science</td></tr><tr><td>Sources;</td><td>proceedings of spie; smart materials and structures; journal of physics conference series; journal of intelligent material systems and structures; sensors and actuators a-physical</td></tr><tr><td>Terms;</td><td>piezoelectric energy harvester; vibration energy harvesting; vibration</td></tr></table>"	0.8176	-0.0581	3	903
"lead acid battery; charge estimation; battery pack; electric vehicle; battery management system"	763	"<table><tr><td>Micro-level field;</td><td>784</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering; Mathematics and computer science</td></tr><tr><td>Sources;</td><td>journal of power sources; journal of the electrochemical society; energies; electrochimica acta; journal of energy storage</td></tr><tr><td>Terms;</td><td>lead acid battery; charge estimation; battery pack; electric vehicle; battery management system</td></tr></table>"	0.7795	-0.0038	3	763
"aeroelastic system; flexible aircraft; limit cycle oscillation; morphing wing; delta wing"	740	"<table><tr><td>Micro-level field;</td><td>2028</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>journal of aircraft; aiaa journal; aerospace science and technology; aeronautical journal; journal of fluids and structures</td></tr><tr><td>Terms;</td><td>aeroelastic system; flexible aircraft; limit cycle oscillation; morphing wing; delta wing</td></tr></table>"	0.809	-0.0404	3	740
"pv t; photovoltaic thermal system; flat plate solar collector; solar air heater; compound parabolic concentrator"	700	"<table><tr><td>Micro-level field;</td><td>1743</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>solar energy; renewable energy; energy procedia; energy conversion and management; applied energy</td></tr><tr><td>Terms;</td><td>pv t; photovoltaic thermal system; flat plate solar collector; solar air heater; compound parabolic concentrator</td></tr></table>"	0.6957	-0.2031	3	700
"islanding detection; islanding; rate"	622	"<table><tr><td>Micro-level field;</td><td>3396</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science; Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>ieee transactions on power delivery; ieee power and energy society general meeting pesgm; iet generation transmission & distribution; ieee transactions on power electronics; ieee energy conversion congress and exposition</td></tr><tr><td>Terms;</td><td>islanding detection; islanding; rate</td></tr></table>"	0.8709	0.2463	5	622
"networked control system; packet dropout; packet; ieee; ethernet"	619	"<table><tr><td>Micro-level field;</td><td>953</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science</td></tr><tr><td>Sources;</td><td>ieee conference on decision and control; chinese control conference; proceedings of the american control conference; ieee transactions on automatic control; automatica</td></tr><tr><td>Terms;</td><td>networked control system; packet dropout; packet; ieee; ethernet</td></tr></table>"	0.8159	0.3175	5	619
"plug; energy management; emission; hybrid electric; hybrid energy storage system"	615	"<table><tr><td>Micro-level field;</td><td>1139</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science; Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>transportation research part d-transport and environment; ieee transactions on vehicular technology; ieee vehicle power and propulsion conference; proceedings of the institution of mechanical engineers part d-journal of automobile engineering; transportation research record</td></tr><tr><td>Terms;</td><td>plug; energy management; emission; hybrid electric; hybrid energy storage system</td></tr></table>"	0.7939	0.2348	5	615
"self healing; microcapsule; dynamic combinatorial library; diels alder reaction; urea formaldehyde"	563	"<table><tr><td>Micro-level field;</td><td>2022</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>macromolecules; polymer; journal of the american chemical society; polymer chemistry; chemical communications</td></tr><tr><td>Terms;</td><td>self healing; microcapsule; dynamic combinatorial library; diels alder reaction; urea formaldehyde</td></tr></table>"	0.3648	-0.5523	3	563
"sustainability transition; solar home system; feed; social acceptance; rural electrification"	557	"<table><tr><td>Micro-level field;</td><td>825</td></tr><tr><td>Main fields;</td><td>Social sciences and humanities; Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>energy policy; renewable & sustainable energy reviews; energy research & social science; renewable energy; journal of cleaner production</td></tr><tr><td>Terms;</td><td>sustainability transition; solar home system; feed; social acceptance; rural electrification</td></tr></table>"	0.1656	0.5389	1	557
"fischer tropsch synthesis; methanol synthesis; hydrogen production; co2 methanation; steam"	551	"<table><tr><td>Micro-level field;</td><td>124</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>international journal of hydrogen energy; applied catalysis a-general; catalysis today; journal of catalysis; catalysis letters</td></tr><tr><td>Terms;</td><td>fischer tropsch synthesis; methanol synthesis; hydrogen production; co2 methanation; steam</td></tr></table>"	0.6042	-0.5214	3	551
"wind speed; wind energy potential; wind resource assessment; wind characteristic; hydropower"	549	"<table><tr><td>Micro-level field;</td><td>2308</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>renewable & sustainable energy reviews; renewable energy; energy conversion and management; energy policy; energy procedia</td></tr><tr><td>Terms;</td><td>wind speed; wind energy potential; wind resource assessment; wind characteristic; hydropower</td></tr></table>"	0.5821	0.172	3	549
"mass damper; wind; tall building; inerter; liquid damper"	499	"<table><tr><td>Micro-level field;</td><td>1897</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>engineering structures; journal of sound and vibration; structural control & health monitoring; earthquake engineering & structural dynamics; journal of vibration and control</td></tr><tr><td>Terms;</td><td>mass damper; wind; tall building; inerter; liquid damper</td></tr></table>"	0.7982	-0.0455	3	499
"pentacene thin film transistor; pentacene; organic field effect transistor; gate; gate dielectric"	420	"<table><tr><td>Micro-level field;</td><td>348</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>applied physics letters; organic electronics; advanced materials; japanese journal of applied physics; journal of physical chemistry c</td></tr><tr><td>Terms;</td><td>pentacene thin film transistor; pentacene; organic field effect transistor; gate; gate dielectric</td></tr></table>"	0.546	-0.5717	3	420
"ice accretion; airfoil; wind turbine; aircraft icing; icing condition"	413	"<table><tr><td>Micro-level field;</td><td>3389</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>journal of aircraft; cold regions science and technology; aiaa journal; aip conference proceedings; international journal of heat and mass transfer</td></tr><tr><td>Terms;</td><td>ice accretion; airfoil; wind turbine; aircraft icing; icing condition</td></tr></table>"	0.726	-0.1439	3	413
"supercapacitor; high performance supercapacitor; graphene; electrode material; carbon"	412	"<table><tr><td>Micro-level field;</td><td>71</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>electrochimica acta; journal of power sources; journal of materials chemistry a; rsc advances; journal of alloys and compounds</td></tr><tr><td>Terms;</td><td>supercapacitor; high performance supercapacitor; graphene; electrode material; carbon</td></tr></table>"	0.6443	-0.5278	3	412
"mesoporous silica nanoparticle; polymeric micelle; micelle; hpma copolymer; anticancer drug delivery"	405	"<table><tr><td>Micro-level field;</td><td>232</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering; Biomedical and health sciences</td></tr><tr><td>Sources;</td><td>journal of controlled release; biomaterials; international journal of pharmaceutics; acs applied materials & interfaces; journal of materials chemistry b</td></tr><tr><td>Terms;</td><td>mesoporous silica nanoparticle; polymeric micelle; micelle; hpma copolymer; anticancer drug delivery</td></tr></table>"	-0.2798	-0.4152	3	405
"thin film transistor; igzo; amorphous indium gallium zinc oxide thin film transistor; igzo tfts"	403	"<table><tr><td>Micro-level field;</td><td>1450</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering; Mathematics and computer science</td></tr><tr><td>Sources;</td><td>applied physics letters; ieee electron device letters; ieee transactions on electron devices; japanese journal of applied physics; thin solid films</td></tr><tr><td>Terms;</td><td>thin film transistor; igzo; amorphous indium gallium zinc oxide thin film transistor; igzo tfts</td></tr></table>"	0.7406	-0.5168	3	403
"turbulent rayleigh benard convection; turbulent non turbulent interface; helicity; shell model; burgers turbulence"	392	"<table><tr><td>Micro-level field;</td><td>437</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>journal of fluid mechanics; aip advances; physical review e; international journal of heat and fluid flow; journal of turbulence</td></tr><tr><td>Terms;</td><td>turbulent rayleigh benard convection; turbulent non turbulent interface; helicity; shell model; burgers turbulence</td></tr></table>"	0.7574	-0.1562	3	392
"vanadium redox flow battery; membrane; sulfonated poly; flow battery; graphite"	390	"<table><tr><td>Micro-level field;</td><td>2558</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>journal of power sources; electrochimica acta; journal of the electrochemical society; journal of applied electrochemistry; journal of membrane science</td></tr><tr><td>Terms;</td><td>vanadium redox flow battery; membrane; sulfonated poly; flow battery; graphite</td></tr></table>"	0.6242	-0.5323	3	390
"water entry; resistance; catamaran; ship; side"	388	"<table><tr><td>Micro-level field;</td><td>1984</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>ocean engineering; journal of marine science and technology; applied ocean research; journal of ship research; international offshore and polar engineering conference proceedings</td></tr><tr><td>Terms;</td><td>water entry; resistance; catamaran; ship; side</td></tr></table>"	0.7674	-0.0557	3	388
"bat; chiroptera; vespertilionidae; phyllostomidae; effect"	359	"<table><tr><td>Micro-level field;</td><td>1615</td></tr><tr><td>Main fields;</td><td>Life and earth sciences</td></tr><tr><td>Sources;</td><td>acta chiropterologica; journal of mammalogy; plos one; mammalia; journal of experimental biology</td></tr><tr><td>Terms;</td><td>bat; chiroptera; vespertilionidae; phyllostomidae; effect</td></tr></table>"	-0.1846	-0.1139	4	359
"isolation; fault diagnosis; actuator fault detection; fault reconstruction; accommodation"	350	"<table><tr><td>Micro-level field;</td><td>1440</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science</td></tr><tr><td>Sources;</td><td>proceedings of the american control conference; ieee conference on decision and control; ifac papersonline; chinese control conference; automatica</td></tr><tr><td>Terms;</td><td>isolation; fault diagnosis; actuator fault detection; fault reconstruction; accommodation</td></tr></table>"	0.817	0.2935	5	350
"subspace identification; wiener system; auxiliary model; nonlinear distortion; hammerstein system"	341	"<table><tr><td>Micro-level field;</td><td>1293</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science</td></tr><tr><td>Sources;</td><td>ieee conference on decision and control; automatica; proceedings of the american control conference; ieee transactions on automatic control; ifac papersonline</td></tr><tr><td>Terms;</td><td>subspace identification; wiener system; auxiliary model; nonlinear distortion; hammerstein system</td></tr></table>"	0.8143	0.2916	5	341
"greater sage grouse; wind farm; wind turbine; lesser prairie chicken; vascular flora"	332	"<table><tr><td>Micro-level field;</td><td>3367</td></tr><tr><td>Main fields;</td><td>Life and earth sciences</td></tr><tr><td>Sources;</td><td>journal of wildlife management; wildlife society bulletin; plos one; biological conservation; condor</td></tr><tr><td>Terms;</td><td>greater sage grouse; wind farm; wind turbine; lesser prairie chicken; vascular flora</td></tr></table>"	-0.1666	-0.1072	4	332
"reliability evaluation; probabilistic load flow; reliability assessment; maintenance scheduling; capacity credit"	323	"<table><tr><td>Micro-level field;</td><td>2079</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science; Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>ieee transactions on power systems; ieee power and energy society general meeting pesgm; international journal of electrical power & energy systems; iet generation transmission & distribution; electric power systems research</td></tr><tr><td>Terms;</td><td>reliability evaluation; probabilistic load flow; reliability assessment; maintenance scheduling; capacity credit</td></tr></table>"	0.8438	0.2622	5	323
"ybco coated conductor; fault current limiter; hts coil; liquid nitrogen; ac loss"	319	"<table><tr><td>Micro-level field;</td><td>558</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering; Mathematics and computer science</td></tr><tr><td>Sources;</td><td>ieee transactions on applied superconductivity; physica c-superconductivity and its applications; superconductor science & technology; journal of physics conference series; journal of superconductivity and novel magnetism</td></tr><tr><td>Terms;</td><td>ybco coated conductor; fault current limiter; hts coil; liquid nitrogen; ac loss</td></tr></table>"	0.9184	-0.4384	3	319
