label	sublabel	description	x	y	cluster	weight
"degradation; potential induced degradation; soiling; pid; dust"	9704	"<table><tr><td>Micro-level field;</td><td>2725</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>ieee photovoltaic specialists conference; solar energy; world conference on photovoltaic energy conversion wcpec; proceedings of spie; solar energy materials and solar cells</td></tr><tr><td>Terms;</td><td>degradation; potential induced degradation; soiling; pid; dust</td></tr></table>"	0.681	-0.1852	3	9704
"magnetoelectric effect; magnetization; multiferroic property; bifeo3 ceramic; bifeo3 thin film"	9556	"<table><tr><td>Micro-level field;</td><td>341</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>physical review b; applied physics letters; journal of applied physics; journal of alloys and compounds; journal of magnetism and magnetic materials</td></tr><tr><td>Terms;</td><td>magnetoelectric effect; magnetization; multiferroic property; bifeo3 ceramic; bifeo3 thin film</td></tr></table>"	0.8003	-0.5234	3	9556
"nanofiber; electrospinning; electrospun poly; nanofibrous membrane"	9556	"<table><tr><td>Micro-level field;</td><td>486</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>journal of applied polymer science; materials science & engineering c-materials for biological applications; rsc advances; polymer; materials letters</td></tr><tr><td>Terms;</td><td>nanofiber; electrospinning; electrospun poly; nanofibrous membrane</td></tr></table>"	0.3358	-0.4481	3	9556
"sapo; hzsm; zeolite membrane; silicalite; zeolite catalyst"	9371	"<table><tr><td>Micro-level field;</td><td>97</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>microporous and mesoporous materials; studies in surface science and catalysis; applied catalysis a-general; journal of physical chemistry c; journal of physical chemistry b</td></tr><tr><td>Terms;</td><td>sapo; hzsm; zeolite membrane; silicalite; zeolite catalyst</td></tr></table>"	0.5392	-0.5214	3	9371
"coffee ring effect; evaporating droplet; dissipative structure; colloidal suspension; crack pattern"	9131	"<table><tr><td>Micro-level field;</td><td>2821</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>langmuir; physical review e; soft matter; colloids and surfaces a-physicochemical and engineering aspects; colloid and polymer science</td></tr><tr><td>Terms;</td><td>coffee ring effect; evaporating droplet; dissipative structure; colloidal suspension; crack pattern</td></tr></table>"	0.6178	-0.422	3	9131
"carbamazepine; mechanochemistry; pharmaceutical cocrystal; cocrystal; paracetamol"	9070	"<table><tr><td>Micro-level field;</td><td>774</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>crystal growth & design; crystengcomm; journal of molecular structure; journal of pharmaceutical sciences; acta crystallographica section e-crystallographic communications</td></tr><tr><td>Terms;</td><td>carbamazepine; mechanochemistry; pharmaceutical cocrystal; cocrystal; paracetamol</td></tr></table>"	0.3009	-0.6393	3	9070
"synthesis; peptide; diatom; silica; self assembly"	9067	"<table><tr><td>Micro-level field;</td><td>2121</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>langmuir; journal of the american chemical society; chemical communications; acs nano; angewandte chemie-international edition</td></tr><tr><td>Terms;</td><td>synthesis; peptide; diatom; silica; self assembly</td></tr></table>"	0.2191	-0.4893	3	9067
"catalyzed c h activation; h arylation; cross dehydrogenative coupling; quinoline n; catalyzed c"	8890	"<table><tr><td>Micro-level field;</td><td>323</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>organic letters; journal of organic chemistry; journal of the american chemical society; angewandte chemie-international edition; chemical communications</td></tr><tr><td>Terms;</td><td>catalyzed c h activation; h arylation; cross dehydrogenative coupling; quinoline n; catalyzed c</td></tr></table>"	0.0272	-0.7321	3	8890
"carbon film; deposition; carbon coating; tribological property; dlc film"	8829	"<table><tr><td>Micro-level field;</td><td>150</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>diamond and related materials; surface & coatings technology; thin solid films; journal of applied physics; applied surface science</td></tr><tr><td>Terms;</td><td>carbon film; deposition; carbon coating; tribological property; dlc film</td></tr></table>"	0.7793	-0.4479	3	8829
"global solar radiation; satellite; sunshine duration; solar irradiance; active radiation"	8710	"<table><tr><td>Micro-level field;</td><td>1468</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>solar energy; renewable energy; energy conversion and management; energy procedia; renewable & sustainable energy reviews</td></tr><tr><td>Terms;</td><td>global solar radiation; satellite; sunshine duration; solar irradiance; active radiation</td></tr></table>"	0.5775	0.1298	3	8710
"gaasn; nas; gainnas gaas quantum well; dilute nitride; nitrogen"	8692	"<table><tr><td>Micro-level field;</td><td>2112</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>applied physics letters; journal of crystal growth; journal of applied physics; physical review b; proceedings of spie</td></tr><tr><td>Terms;</td><td>gaasn; nas; gainnas gaas quantum well; dilute nitride; nitrogen</td></tr></table>"	0.895	-0.454	3	8692
"europium complex; eu3; tta; lanthanide complex; tb3"	8621	"<table><tr><td>Micro-level field;</td><td>1258</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>journal of luminescence; inorganic chemistry; dalton transactions; journal of alloys and compounds; chemical communications</td></tr><tr><td>Terms;</td><td>europium complex; eu3; tta; lanthanide complex; tb3</td></tr></table>"	0.3238	-0.6445	3	8621
"cellulose nanocrystal; ionic liquid; bacterial cellulose; nanocellulose; dissolution"	8558	"<table><tr><td>Micro-level field;</td><td>496</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>cellulose; carbohydrate polymers; biomacromolecules; journal of applied polymer science; bioresources</td></tr><tr><td>Terms;</td><td>cellulose nanocrystal; ionic liquid; bacterial cellulose; nanocellulose; dissolution</td></tr></table>"	0.3677	-0.4552	3	8558
"carbon dot; graphene quantum dot; detection; application; nitrogen"	8429	"<table><tr><td>Micro-level field;</td><td>1669</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>rsc advances; sensors and actuators b-chemical; nanoscale; microchimica acta; acs applied materials & interfaces</td></tr><tr><td>Terms;</td><td>carbon dot; graphene quantum dot; detection; application; nitrogen</td></tr></table>"	0.334	-0.5637	3	8429
"excited state intramolecular proton transfer; esipt; hydroxyflavone; magnetic field effect; micelle"	8357	"<table><tr><td>Micro-level field;</td><td>525</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>journal of physical chemistry a; journal of physical chemistry b; chemical physics letters; journal of chemical physics; journal of photochemistry and photobiology a-chemistry</td></tr><tr><td>Terms;</td><td>excited state intramolecular proton transfer; esipt; hydroxyflavone; magnetic field effect; micelle</td></tr></table>"	0.2939	-0.6228	3	8357
"frustrated lewis pair; diboron; pinacolato; azaborine; carboboration"	8165	"<table><tr><td>Micro-level field;</td><td>1927</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>angewandte chemie-international edition; journal of the american chemical society; organometallics; chemistry-a european journal; chemical communications</td></tr><tr><td>Terms;</td><td>frustrated lewis pair; diboron; pinacolato; azaborine; carboboration</td></tr></table>"	0.2133	-0.7044	3	8165
"cucurbit7uril; rotaxane; pillar5arene; 2catenane"	8113	"<table><tr><td>Micro-level field;</td><td>1291</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>chemical communications; journal of the american chemical society; angewandte chemie-international edition; chemistry-a european journal; organic letters</td></tr><tr><td>Terms;</td><td>cucurbit7uril; rotaxane; pillar5arene; 2catenane</td></tr></table>"	0.2915	-0.6361	3	8113
"methanol oxidation; formic acid oxidation"	7912	"<table><tr><td>Micro-level field;</td><td>114</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>electrochimica acta; journal of power sources; international journal of hydrogen energy; journal of electroanalytical chemistry; journal of the electrochemical society</td></tr><tr><td>Terms;</td><td>methanol oxidation; formic acid oxidation</td></tr></table>"	0.6248	-0.5361	3	7912
"laser cleaning; transfer; photonic nanojet; matrix; maple"	7836	"<table><tr><td>Micro-level field;</td><td>2223</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>proceedings of spie; applied surface science; applied physics a-materials science & processing; applied physics letters; journal of applied physics</td></tr><tr><td>Terms;</td><td>laser cleaning; transfer; photonic nanojet; matrix; maple</td></tr></table>"	0.7537	-0.4339	3	7836
"microcantilever; friction; atomic force microscope; afm; scanning probe microscopy"	7736	"<table><tr><td>Micro-level field;</td><td>220</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>applied physics letters; review of scientific instruments; nanotechnology; langmuir; proceedings of spie</td></tr><tr><td>Terms;</td><td>microcantilever; friction; atomic force microscope; afm; scanning probe microscopy</td></tr></table>"	0.7084	-0.3961	3	7736
"photochromism; diarylethene; spiropyran; photochromic property; thienyl"	7464	"<table><tr><td>Micro-level field;</td><td>1587</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>journal of the american chemical society; chemical communications; journal of photochemistry and photobiology a-chemistry; dyes and pigments; journal of physical chemistry a</td></tr><tr><td>Terms;</td><td>photochromism; diarylethene; spiropyran; photochromic property; thienyl</td></tr></table>"	0.3045	-0.6316	3	7464
"metamaterial absorber; frequency selective surface; artificial magnetic conductor; fss; ebg"	7453	"<table><tr><td>Micro-level field;</td><td>1289</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science; Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>ieee antennas and propagation society international symposium; ieee transactions on antennas and propagation; microwave and optical technology letters; ieee antennas and wireless propagation letters; optics express</td></tr><tr><td>Terms;</td><td>metamaterial absorber; frequency selective surface; artificial magnetic conductor; fss; ebg</td></tr></table>"	0.9365	-0.3158	5	7453
"suzuki miyaura reaction; suzuki; palladium nanoparticle; suzuki cross coupling reaction; heck"	7359	"<table><tr><td>Micro-level field;</td><td>360</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>tetrahedron letters; organic letters; journal of organic chemistry; tetrahedron; journal of the american chemical society</td></tr><tr><td>Terms;</td><td>suzuki miyaura reaction; suzuki; palladium nanoparticle; suzuki cross coupling reaction; heck</td></tr></table>"	0.0354	-0.7298	3	7359
"polysilane; silene; germylene; germanium; stannylene"	7276	"<table><tr><td>Micro-level field;</td><td>501</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>organometallics; angewandte chemie-international edition; journal of organometallic chemistry; dalton transactions; chemistry-a european journal</td></tr><tr><td>Terms;</td><td>polysilane; silene; germylene; germanium; stannylene</td></tr></table>"	0.2593	-0.6842	3	7276
"tunnel field effect transistor; double gate; tunnel fet; tfet; junctionless transistor"	7273	"<table><tr><td>Micro-level field;</td><td>350</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science; Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>ieee transactions on electron devices; solid-state electronics; ieee electron device letters; japanese journal of applied physics; journal of applied physics</td></tr><tr><td>Terms;</td><td>tunnel field effect transistor; double gate; tunnel fet; tfet; junctionless transistor</td></tr></table>"	0.8655	-0.4301	5	7273
"white led; red phosphor; diode; po4; persistent luminescence"	7070	"<table><tr><td>Micro-level field;</td><td>107</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>journal of luminescence; journal of alloys and compounds; optical materials; ceramics international; materials research bulletin</td></tr><tr><td>Terms;</td><td>white led; red phosphor; diode; po4; persistent luminescence</td></tr></table>"	0.7398	-0.5269	3	7070
"enal; n heterocyclic carbene; imidazolium salt; annulation; ylidene"	7041	"<table><tr><td>Micro-level field;</td><td>1490</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>organometallics; dalton transactions; journal of organometallic chemistry; chemical communications; angewandte chemie-international edition</td></tr><tr><td>Terms;</td><td>enal; n heterocyclic carbene; imidazolium salt; annulation; ylidene</td></tr></table>"	0.0485	-0.7294	3	7041
"terahertz time domain spectroscopy; generation; identification; terahertz pulse; photoconductive antenna"	6803	"<table><tr><td>Micro-level field;</td><td>484</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering; Mathematics and computer science</td></tr><tr><td>Sources;</td><td>proceedings of spie; international conference on infrared millimeter and terahertz waves; applied physics letters; optics express; optics letters</td></tr><tr><td>Terms;</td><td>terahertz time domain spectroscopy; generation; identification; terahertz pulse; photoconductive antenna</td></tr></table>"	0.9303	-0.3685	3	6803
"single photon detector; single photon avalanche diode; flight camera; flight; time"	6743	"<table><tr><td>Micro-level field;</td><td>2074</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering; Mathematics and computer science</td></tr><tr><td>Sources;</td><td>proceedings of spie; optics express; applied optics; applied physics letters; optical engineering</td></tr><tr><td>Terms;</td><td>single photon detector; single photon avalanche diode; flight camera; flight; time</td></tr></table>"	0.9836	-0.287	3	6743
"mesoporous silica nanoparticle; polymeric micelle; micelle; hpma copolymer; anticancer drug delivery"	6669	"<table><tr><td>Micro-level field;</td><td>232</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering; Biomedical and health sciences</td></tr><tr><td>Sources;</td><td>journal of controlled release; biomaterials; international journal of pharmaceutics; acs applied materials & interfaces; journal of materials chemistry b</td></tr><tr><td>Terms;</td><td>mesoporous silica nanoparticle; polymeric micelle; micelle; hpma copolymer; anticancer drug delivery</td></tr></table>"	-0.2798	-0.4152	3	6669
"compressed air energy storage; caes; thermodynamic analysis; electricity storage; energy storage technology"	6482	"<table><tr><td>Micro-level field;</td><td>1738</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering; Mathematics and computer science</td></tr><tr><td>Sources;</td><td>applied energy; energy; energy procedia; energies; ieee power and energy society general meeting pesgm</td></tr><tr><td>Terms;</td><td>compressed air energy storage; caes; thermodynamic analysis; electricity storage; energy storage technology</td></tr></table>"	0.8009	0.2292	3	6482
"spin crossover; valence tautomerism; spin transition; mononuclear iron"	6413	"<table><tr><td>Micro-level field;</td><td>2088</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>inorganic chemistry; dalton transactions; european journal of inorganic chemistry; chemistry-a european journal; polyhedron</td></tr><tr><td>Terms;</td><td>spin crossover; valence tautomerism; spin transition; mononuclear iron</td></tr></table>"	0.3177	-0.6596	3	6413
"induction generator; variable speed wind turbine; dfig; wind turbine; wind energy conversion system"	6385	"<table><tr><td>Micro-level field;</td><td>639</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science; Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>ieee power and energy society general meeting pesgm; ieee transactions on energy conversion; ieee industrial electronics society; iet renewable power generation; renewable energy</td></tr><tr><td>Terms;</td><td>induction generator; variable speed wind turbine; dfig; wind turbine; wind energy conversion system</td></tr></table>"	0.8731	0.234	5	6385
"single quantum dot; single self; single photon emission; donor"	6376	"<table><tr><td>Micro-level field;</td><td>1138</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>physical review b; applied physics letters; physical review letters; physical review a; physica e-low-dimensional systems & nanostructures</td></tr><tr><td>Terms;</td><td>single quantum dot; single self; single photon emission; donor</td></tr></table>"	0.9109	-0.4469	3	6376
"oil water separation; superhydrophobicity; self cleaning; facile fabrication; oil"	6323	"<table><tr><td>Micro-level field;</td><td>381</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>langmuir; applied surface science; acs applied materials & interfaces; rsc advances; journal of colloid and interface science</td></tr><tr><td>Terms;</td><td>oil water separation; superhydrophobicity; self cleaning; facile fabrication; oil</td></tr></table>"	0.5995	-0.4038	3	6323
"electron holography; cryo electron microscopy; cryo em; atomic resolution; electron energy loss spectroscopy"	6308	"<table><tr><td>Micro-level field;</td><td>1073</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>ultramicroscopy; journal of structural biology; microscopy and microanalysis; micron; journal of microscopy</td></tr><tr><td>Terms;</td><td>electron holography; cryo electron microscopy; cryo em; atomic resolution; electron energy loss spectroscopy</td></tr></table>"	0.5385	-0.4309	3	6308
"hot electron; hot carrier; internal photoemission; plasmon induced charge separation; ag tio2 nanocomposite film"	6279	"<table><tr><td>Micro-level field;</td><td>3529</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>journal of physical chemistry c; nanoscale; nano letters; applied physics letters; acs nano</td></tr><tr><td>Terms;</td><td>hot electron; hot carrier; internal photoemission; plasmon induced charge separation; ag tio2 nanocomposite film</td></tr></table>"	0.6656	-0.5536	3	6279
"near field radiative heat transfer; thermophotovoltaic application; surface phonon polariton; thermal radiation; selective emitter"	6275	"<table><tr><td>Micro-level field;</td><td>2933</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>applied physics letters; physical review b; optics express; proceedings of spie; journal of quantitative spectroscopy & radiative transfer</td></tr><tr><td>Terms;</td><td>near field radiative heat transfer; thermophotovoltaic application; surface phonon polariton; thermal radiation; selective emitter</td></tr></table>"	0.9133	-0.3785	3	6275
"micellar; azomethine; meuf; micellar enhanced ultrafiltration; metal complex"	6271	"<table><tr><td>Micro-level field;</td><td>3076</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>journal of applied polymer science; desalination; journal of membrane science; separation and purification technology; polymer bulletin</td></tr><tr><td>Terms;</td><td>micellar; azomethine; meuf; micellar enhanced ultrafiltration; metal complex</td></tr></table>"	0.3837	-0.5453	3	6271
"self healing; microcapsule; dynamic combinatorial library; diels alder reaction; urea formaldehyde"	6158	"<table><tr><td>Micro-level field;</td><td>2022</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>macromolecules; polymer; journal of the american chemical society; polymer chemistry; chemical communications</td></tr><tr><td>Terms;</td><td>self healing; microcapsule; dynamic combinatorial library; diels alder reaction; urea formaldehyde</td></tr></table>"	0.3648	-0.5523	3	6158
"layer; polyelectrolyte multilayer; layer assembly; microcapsule; multilayer film"	6152	"<table><tr><td>Micro-level field;</td><td>1401</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>langmuir; macromolecules; soft matter; biomacromolecules; colloids and surfaces a-physicochemical and engineering aspects</td></tr><tr><td>Terms;</td><td>layer; polyelectrolyte multilayer; layer assembly; microcapsule; multilayer film</td></tr></table>"	0.3653	-0.5079	3	6152
"organic magnetoresistance; organic spin valf; magnetic field effect; spin injection; spin transport"	6143	"<table><tr><td>Micro-level field;</td><td>3414</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>physical review b; applied physics letters; organic electronics; journal of applied physics; synthetic metals</td></tr><tr><td>Terms;</td><td>organic magnetoresistance; organic spin valf; magnetic field effect; spin injection; spin transport</td></tr></table>"	0.6144	-0.621	3	6143
"tilde; cluster method; quasiclassical trajectory study; spectroscopic constant; high resolution"	6058	"<table><tr><td>Micro-level field;</td><td>0</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>journal of chemical physics; journal of physical chemistry a; chemical physics letters; physical chemistry chemical physics; journal of molecular structure-theochem</td></tr><tr><td>Terms;</td><td>tilde; cluster method; quasiclassical trajectory study; spectroscopic constant; high resolution</td></tr></table>"	0.4304	-0.6071	3	6058
"gamn; ferromagnetism; magnetic semiconductor; room temperature ferromagnetism; magnetic property"	6032	"<table><tr><td>Micro-level field;</td><td>684</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>physical review b; applied physics letters; journal of applied physics; journal of magnetism and magnetic materials; aip conference proceedings</td></tr><tr><td>Terms;</td><td>gamn; ferromagnetism; magnetic semiconductor; room temperature ferromagnetism; magnetic property</td></tr></table>"	0.7985	-0.5269	3	6032
"hydrogenase; iron; hydrogen evolution; water; active site"	6007	"<table><tr><td>Micro-level field;</td><td>2354</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>inorganic chemistry; journal of the american chemical society; dalton transactions; chemical communications; angewandte chemie-international edition</td></tr><tr><td>Terms;</td><td>hydrogenase; iron; hydrogen evolution; water; active site</td></tr></table>"	0.2907	-0.6526	3	6007
"single molecule magnet; magnetic anisotropy; slow magnetic relaxation; nitronyl nitroxide; magnetization"	5917	"<table><tr><td>Micro-level field;</td><td>158</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>inorganic chemistry; dalton transactions; polyhedron; inorganica chimica acta; european journal of inorganic chemistry</td></tr><tr><td>Terms;</td><td>single molecule magnet; magnetic anisotropy; slow magnetic relaxation; nitronyl nitroxide; magnetization</td></tr></table>"	0.3202	-0.6559	3	5917
"aptamer; dna origami; colorimetric detection; microrna; thrombin"	5915	"<table><tr><td>Micro-level field;</td><td>286</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>biosensors & bioelectronics; analytical chemistry; chemical communications; analyst; journal of the american chemical society</td></tr><tr><td>Terms;</td><td>aptamer; dna origami; colorimetric detection; microrna; thrombin</td></tr></table>"	0.1748	-0.5048	3	5915
"frontal polymerization; photoinitiator; visible light; photoinitiated cationic polymerization"	5909	"<table><tr><td>Micro-level field;</td><td>2135</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>journal of polymer science part a-polymer chemistry; macromolecules; journal of applied polymer science; progress in organic coatings; polymer</td></tr><tr><td>Terms;</td><td>frontal polymerization; photoinitiator; visible light; photoinitiated cationic polymerization</td></tr></table>"	0.4062	-0.5406	3	5909
"solid state transformer; llc resonant converter; dual active bridge converter; sic mosfet; sic"	5865	"<table><tr><td>Micro-level field;</td><td>677</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science</td></tr><tr><td>Sources;</td><td>annual ieee applied power electronics conference and exposition (apec); ieee transactions on power electronics; ieee energy conversion congress and exposition; ieee industrial electronics society; ieee power electronics specialists conference records</td></tr><tr><td>Terms;</td><td>solid state transformer; llc resonant converter; dual active bridge converter; sic mosfet; sic</td></tr></table>"	0.8894	0.2154	5	5865
"delafossite; cualo2; cualo2 thin film"	5860	"<table><tr><td>Micro-level field;</td><td>3250</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>thin solid films; physical review b; journal of alloys and compounds; journal of applied physics; applied physics letters</td></tr><tr><td>Terms;</td><td>delafossite; cualo2; cualo2 thin film</td></tr></table>"	0.7461	-0.5563	3	5860
"inas gaas quantum dot; droplet epitaxy; ge island; inas self; quantum dot semiconductor optical amplifier"	5584	"<table><tr><td>Micro-level field;</td><td>557</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>applied physics letters; journal of applied physics; physical review b; proceedings of spie; journal of crystal growth</td></tr><tr><td>Terms;</td><td>inas gaas quantum dot; droplet epitaxy; ge island; inas self; quantum dot semiconductor optical amplifier</td></tr></table>"	0.8974	-0.449	3	5584
"hgcdte; hgcdte photodiode; type ii inas gasb superlattice; interband cascade laser; inassb"	5573	"<table><tr><td>Micro-level field;</td><td>1276</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>proceedings of spie; journal of electronic materials; applied physics letters; journal of crystal growth; infrared physics & technology</td></tr><tr><td>Terms;</td><td>hgcdte; hgcdte photodiode; type ii inas gasb superlattice; interband cascade laser; inassb</td></tr></table>"	0.8955	-0.4471	3	5573
"vo2; vanadium dioxide; metal insulator transition; cathode material; vo2 film"	5545	"<table><tr><td>Micro-level field;</td><td>1628</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>physical review b; applied physics letters; journal of applied physics; journal of power sources; thin solid films</td></tr><tr><td>Terms;</td><td>vo2; vanadium dioxide; metal insulator transition; cathode material; vo2 film</td></tr></table>"	0.6958	-0.5356	3	5545
"retinal prosthesis; neural interface; retina; electrical stimulation; rat"	5492	"<table><tr><td>Micro-level field;</td><td>1147</td></tr><tr><td>Main fields;</td><td>Biomedical and health sciences; Mathematics and computer science</td></tr><tr><td>Sources;</td><td>ieee engineering in medicine and biology society conference proceedings; journal of neural engineering; proceedings of annual international conference of the ieee engineering in medicine and biology society; international ieee embs conference on neural engineering; ieee international symposium on circuits and systems</td></tr><tr><td>Terms;</td><td>retinal prosthesis; neural interface; retina; electrical stimulation; rat</td></tr></table>"	0.2635	-0.0979	2	5492
"vinylidene fluoride; poly; dielectric property; copolymer; pvdf"	5457	"<table><tr><td>Micro-level field;</td><td>1407</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>applied physics letters; journal of applied polymer science; journal of materials science-materials in electronics; ferroelectrics; journal of applied physics</td></tr><tr><td>Terms;</td><td>vinylidene fluoride; poly; dielectric property; copolymer; pvdf</td></tr></table>"	0.6851	-0.4712	3	5457
"synthesis; dendrimer; poly; characterization; effect"	5366	"<table><tr><td>Micro-level field;</td><td>1025</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>macromolecules; journal of polymer science part a-polymer chemistry; journal of the american chemical society; polymer; journal of physical chemistry b</td></tr><tr><td>Terms;</td><td>synthesis; dendrimer; poly; characterization; effect</td></tr></table>"	0.2925	-0.589	3	5366
"field effect transistor; schottky diode; alma; hot electron bolometer mixer; alma band"	5366	"<table><tr><td>Micro-level field;</td><td>1865</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science; Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>proceedings of spie; international conference on infrared millimeter and terahertz waves; applied physics letters; ieee antennas and propagation society international symposium; ieee transactions on applied superconductivity</td></tr><tr><td>Terms;</td><td>field effect transistor; schottky diode; alma; hot electron bolometer mixer; alma band</td></tr></table>"	0.9949	-0.3099	5	5366
"copper sulfide; pbs thin film; cus; cus nanoparticle; copper selenide thin film"	5347	"<table><tr><td>Micro-level field;</td><td>2914</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>materials letters; chemistry of materials; thin solid films; journal of alloys and compounds; journal of materials science-materials in electronics</td></tr><tr><td>Terms;</td><td>copper sulfide; pbs thin film; cus; cus nanoparticle; copper selenide thin film</td></tr></table>"	0.6761	-0.5555	3	5347
"silica aerogel; ambient pressure; vacuum insulation panel; insulation; carbon xerogel"	5333	"<table><tr><td>Micro-level field;</td><td>959</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>journal of sol-gel science and technology; journal of non-crystalline solids; chemistry of materials; journal of applied polymer science; journal of materials chemistry</td></tr><tr><td>Terms;</td><td>silica aerogel; ambient pressure; vacuum insulation panel; insulation; carbon xerogel</td></tr></table>"	0.5449	-0.4992	3	5333
