label	sublabel	description	x	y	cluster	weight
"solar chimney power plant; natural draft dry cooling tower; wet cooling tower; tower; crosswind"	73	"<table><tr><td>Micro-level field;</td><td>3301</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>applied thermal engineering; energy conversion and management; international journal of heat and mass transfer; solar energy; energy</td></tr><tr><td>Terms;</td><td>solar chimney power plant; natural draft dry cooling tower; wet cooling tower; tower; crosswind</td></tr></table>"	0.6898	-0.1978	3	73
"aeroelastic system; flexible aircraft; limit cycle oscillation; morphing wing; delta wing"	72	"<table><tr><td>Micro-level field;</td><td>2028</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>journal of aircraft; aiaa journal; aerospace science and technology; aeronautical journal; journal of fluids and structures</td></tr><tr><td>Terms;</td><td>aeroelastic system; flexible aircraft; limit cycle oscillation; morphing wing; delta wing</td></tr></table>"	0.809	-0.0404	3	72
"metamaterial absorber; frequency selective surface; artificial magnetic conductor; fss; ebg"	71	"<table><tr><td>Micro-level field;</td><td>1289</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science; Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>ieee antennas and propagation society international symposium; ieee transactions on antennas and propagation; microwave and optical technology letters; ieee antennas and wireless propagation letters; optics express</td></tr><tr><td>Terms;</td><td>metamaterial absorber; frequency selective surface; artificial magnetic conductor; fss; ebg</td></tr></table>"	0.9365	-0.3158	5	71
"square cylinder; vortex induced vibration; side; tandem arrangement; flexible cylinder"	70	"<table><tr><td>Micro-level field;</td><td>1237</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>journal of fluids and structures; journal of fluid mechanics; aip advances; ocean engineering; journal of wind engineering and industrial aerodynamics</td></tr><tr><td>Terms;</td><td>square cylinder; vortex induced vibration; side; tandem arrangement; flexible cylinder</td></tr></table>"	0.7597	-0.1448	3	70
"plug; energy management; emission; hybrid electric; hybrid energy storage system"	69	"<table><tr><td>Micro-level field;</td><td>1139</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science; Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>transportation research part d-transport and environment; ieee transactions on vehicular technology; ieee vehicle power and propulsion conference; proceedings of the institution of mechanical engineers part d-journal of automobile engineering; transportation research record</td></tr><tr><td>Terms;</td><td>plug; energy management; emission; hybrid electric; hybrid energy storage system</td></tr></table>"	0.7939	0.2348	5	69
"lead acid battery; charge estimation; battery pack; electric vehicle; battery management system"	69	"<table><tr><td>Micro-level field;</td><td>784</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering; Mathematics and computer science</td></tr><tr><td>Sources;</td><td>journal of power sources; journal of the electrochemical society; energies; electrochimica acta; journal of energy storage</td></tr><tr><td>Terms;</td><td>lead acid battery; charge estimation; battery pack; electric vehicle; battery management system</td></tr></table>"	0.7795	-0.0038	3	69
"aptamer; dna origami; colorimetric detection; microrna; thrombin"	69	"<table><tr><td>Micro-level field;</td><td>286</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>biosensors & bioelectronics; analytical chemistry; chemical communications; analyst; journal of the american chemical society</td></tr><tr><td>Terms;</td><td>aptamer; dna origami; colorimetric detection; microrna; thrombin</td></tr></table>"	0.1748	-0.5048	3	69
"atomic layer deposition; optical property; tio2; ald; hafnium"	67	"<table><tr><td>Micro-level field;</td><td>593</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>applied physics letters; journal of applied physics; thin solid films; ecs transactions; microelectronic engineering</td></tr><tr><td>Terms;</td><td>atomic layer deposition; optical property; tio2; ald; hafnium</td></tr></table>"	0.7998	-0.4867	3	67
"power hardware; loop simulation; real time hardware; synchronous generator; hil"	67	"<table><tr><td>Micro-level field;</td><td>2854</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science; Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>ieee transactions on energy conversion; ieee industrial electronics society; ieee transactions on industrial electronics; ieee power and energy society general meeting pesgm; ieee transactions on power delivery</td></tr><tr><td>Terms;</td><td>power hardware; loop simulation; real time hardware; synchronous generator; hil</td></tr></table>"	0.8785	0.2338	5	67
"consensus; leader; multi agent systems; event; communication delay"	67	"<table><tr><td>Micro-level field;</td><td>297</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science</td></tr><tr><td>Sources;</td><td>ieee conference on decision and control; proceedings of the american control conference; chinese control conference; ieee transactions on automatic control; automatica</td></tr><tr><td>Terms;</td><td>consensus; leader; multi agent systems; event; communication delay</td></tr></table>"	0.7999	0.3297	5	67
"mass damper; wind; tall building; inerter; liquid damper"	65	"<table><tr><td>Micro-level field;</td><td>1897</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>engineering structures; journal of sound and vibration; structural control & health monitoring; earthquake engineering & structural dynamics; journal of vibration and control</td></tr><tr><td>Terms;</td><td>mass damper; wind; tall building; inerter; liquid damper</td></tr></table>"	0.7982	-0.0455	3	65
"self healing; microcapsule; dynamic combinatorial library; diels alder reaction; urea formaldehyde"	64	"<table><tr><td>Micro-level field;</td><td>2022</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>macromolecules; polymer; journal of the american chemical society; polymer chemistry; chemical communications</td></tr><tr><td>Terms;</td><td>self healing; microcapsule; dynamic combinatorial library; diels alder reaction; urea formaldehyde</td></tr></table>"	0.3648	-0.5523	3	64
"light addressable potentiometric sensor; sensor; isfet; neuronal network; ion sensitive field effect transistor"	60	"<table><tr><td>Micro-level field;</td><td>2166</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>sensors and actuators b-chemical; biosensors & bioelectronics; japanese journal of applied physics; sensors; ieee sensors journal</td></tr><tr><td>Terms;</td><td>light addressable potentiometric sensor; sensor; isfet; neuronal network; ion sensitive field effect transistor</td></tr></table>"	0.2155	-0.4228	3	60
"chagas disease; trypanosoma; hemiptera; reduviidae; triatominae"	58	"<table><tr><td>Micro-level field;</td><td>510</td></tr><tr><td>Main fields;</td><td>Biomedical and health sciences; Life and earth sciences</td></tr><tr><td>Sources;</td><td>plos neglected tropical diseases; memorias do instituto oswaldo cruz; molecular and biochemical parasitology; acta tropica; plos one</td></tr><tr><td>Terms;</td><td>chagas disease; trypanosoma; hemiptera; reduviidae; triatominae</td></tr></table>"	-0.6149	-0.2873	2	58
"sustainability transition; solar home system; feed; social acceptance; rural electrification"	54	"<table><tr><td>Micro-level field;</td><td>825</td></tr><tr><td>Main fields;</td><td>Social sciences and humanities; Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>energy policy; renewable & sustainable energy reviews; energy research & social science; renewable energy; journal of cleaner production</td></tr><tr><td>Terms;</td><td>sustainability transition; solar home system; feed; social acceptance; rural electrification</td></tr></table>"	0.1656	0.5389	1	54
"water entry; resistance; catamaran; ship; side"	52	"<table><tr><td>Micro-level field;</td><td>1984</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>ocean engineering; journal of marine science and technology; applied ocean research; journal of ship research; international offshore and polar engineering conference proceedings</td></tr><tr><td>Terms;</td><td>water entry; resistance; catamaran; ship; side</td></tr></table>"	0.7674	-0.0557	3	52
"design; development; analysis; effect; magnet"	52	"<table><tr><td>Micro-level field;</td><td>1496</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering; Mathematics and computer science</td></tr><tr><td>Sources;</td><td>ieee transactions on applied superconductivity; fusion engineering and design; aip conference proceedings; cryogenics; superconductor science & technology</td></tr><tr><td>Terms;</td><td>design; development; analysis; effect; magnet</td></tr></table>"	0.9194	-0.4377	3	52
"demonstration; reinforcement; optimal control; adaptive dynamic programming; robot"	51	"<table><tr><td>Micro-level field;</td><td>897</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science</td></tr><tr><td>Sources;</td><td>lecture notes in computer science; ieee international conference on robotics and automation icra; ieee international joint conference on neural networks (ijcnn); ieee international conference on intelligent robots and systems; advances in neural information processing systems</td></tr><tr><td>Terms;</td><td>demonstration; reinforcement; optimal control; adaptive dynamic programming; robot</td></tr></table>"	0.6522	0.4739	5	51
"graphene oxide; epitaxial graphene; bilayer graphene; graphene field effect transistor"	49	"<table><tr><td>Micro-level field;</td><td>14</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>physical review b; carbon; applied physics letters; rsc advances; nano letters</td></tr><tr><td>Terms;</td><td>graphene oxide; epitaxial graphene; bilayer graphene; graphene field effect transistor</td></tr></table>"	0.6866	-0.4837	3	49
"field emission; chemical vapor deposition; catalyst; carbon nanotube field effect transistor; growth"	46	"<table><tr><td>Micro-level field;</td><td>28</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>carbon; applied physics letters; physical review b; nanotechnology; aip conference proceedings</td></tr><tr><td>Terms;</td><td>field emission; chemical vapor deposition; catalyst; carbon nanotube field effect transistor; growth</td></tr></table>"	0.6898	-0.4795	3	46
"ptfe composite; polyamide; peek; carbon fiber; ptfe"	45	"<table><tr><td>Micro-level field;</td><td>2524</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>wear; tribology international; journal of applied polymer science; tribology letters; advanced materials research</td></tr><tr><td>Terms;</td><td>ptfe composite; polyamide; peek; carbon fiber; ptfe</td></tr></table>"	0.6704	-0.4375	3	45
"raman spectroscopy; raman; tip; near field; field optical microscopy"	41	"<table><tr><td>Micro-level field;</td><td>19</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>proceedings of spie; optics express; applied physics letters; journal of physical chemistry c; nano letters</td></tr><tr><td>Terms;</td><td>raman spectroscopy; raman; tip; near field; field optical microscopy</td></tr></table>"	0.7682	-0.4339	3	41
"slam; simultaneous localization; map building; mapping; visual odometry"	40	"<table><tr><td>Micro-level field;</td><td>94</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science</td></tr><tr><td>Sources;</td><td>ieee international conference on robotics and automation icra; lecture notes in computer science; proceedings of spie; ieee international conference on intelligent robots and systems; ieee conference on computer vision and pattern recognition</td></tr><tr><td>Terms;</td><td>slam; simultaneous localization; map building; mapping; visual odometry</td></tr></table>"	0.6492	0.4256	5	40
"electromagnetic interference; fabric; carbon fiber; effectiveness; emi"	39	"<table><tr><td>Micro-level field;</td><td>1226</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>journal of alloys and compounds; journal of magnetism and magnetic materials; journal of materials science-materials in electronics; rsc advances; journal of applied physics</td></tr><tr><td>Terms;</td><td>electromagnetic interference; fabric; carbon fiber; effectiveness; emi</td></tr></table>"	0.6924	-0.4821	3	39
"austempered ductile iron; adi; spheroidal graphite; ductile iron casting; austempering temperature"	38	"<table><tr><td>Micro-level field;</td><td>2978</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>international journal of cast metals research; materials science and engineering a-structural materials properties microstructure and processing; international journal of metalcasting; transactions of the american foundry society; advanced materials research</td></tr><tr><td>Terms;</td><td>austempered ductile iron; adi; spheroidal graphite; ductile iron casting; austempering temperature</td></tr></table>"	0.8056	-0.3739	3	38
"human action recognition; smart home; gesture recognition; human activity; gesture"	38	"<table><tr><td>Micro-level field;</td><td>336</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science</td></tr><tr><td>Sources;</td><td>lecture notes in computer science; ieee conference on computer vision and pattern recognition; international conference on pattern recognition; sensors; ieee international conference on image processing icip</td></tr><tr><td>Terms;</td><td>human action recognition; smart home; gesture recognition; human activity; gesture</td></tr></table>"	0.6128	0.4679	5	38
"piezoresistive pressure sensor; anisotropic etching; tmah; koh; hall sensor"	36	"<table><tr><td>Micro-level field;</td><td>2334</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering; Mathematics and computer science</td></tr><tr><td>Sources;</td><td>sensors and actuators a-physical; proceedings of spie; journal of micromechanics and microengineering; ieee sensors; proceedings ieee micro electro mechanical systems</td></tr><tr><td>Terms;</td><td>piezoresistive pressure sensor; anisotropic etching; tmah; koh; hall sensor</td></tr></table>"	0.8582	-0.3217	3	36
"ice accretion; airfoil; wind turbine; aircraft icing; icing condition"	36	"<table><tr><td>Micro-level field;</td><td>3389</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>journal of aircraft; cold regions science and technology; aiaa journal; aip conference proceedings; international journal of heat and mass transfer</td></tr><tr><td>Terms;</td><td>ice accretion; airfoil; wind turbine; aircraft icing; icing condition</td></tr></table>"	0.726	-0.1439	3	36
"protein translocation; signal recognition particle; endoplasmic reticulum; efflux pump; seca"	36	"<table><tr><td>Micro-level field;</td><td>796</td></tr><tr><td>Main fields;</td><td>Biomedical and health sciences; Life and earth sciences</td></tr><tr><td>Sources;</td><td>journal of biological chemistry; journal of bacteriology; journal of molecular biology; biochemistry; proceedings of the national academy of sciences of the united states of america</td></tr><tr><td>Terms;</td><td>protein translocation; signal recognition particle; endoplasmic reticulum; efflux pump; seca</td></tr></table>"	-0.5461	-0.297	2	36
"nac transcription factor; cold hardiness; calcium dependent protein kinase; dehydrin; lea"	36	"<table><tr><td>Micro-level field;</td><td>818</td></tr><tr><td>Main fields;</td><td>Life and earth sciences; Biomedical and health sciences</td></tr><tr><td>Sources;</td><td>plant physiology; frontiers in plant science; plos one; plant journal; journal of experimental botany</td></tr><tr><td>Terms;</td><td>nac transcription factor; cold hardiness; calcium dependent protein kinase; dehydrin; lea</td></tr></table>"	-0.3206	-0.3185	4	36
"film; axial compressor; turbine cascade; film cooling; film cooling effectiveness"	35	"<table><tr><td>Micro-level field;</td><td>649</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>journal of turbomachinery-transactions of the asme; proceedings of the institution of mechanical engineers part a-journal of power and energy; journal of propulsion and power; journal of engineering for gas turbines and power-transactions of the asme; journal of thermal science</td></tr><tr><td>Terms;</td><td>film; axial compressor; turbine cascade; film cooling; film cooling effectiveness</td></tr></table>"	0.7591	-0.1537	3	35
"microchip electrophoresis; laser; microchip; micellar electrokinetic chromatography; affinity capillary electrophoresis"	35	"<table><tr><td>Micro-level field;</td><td>430</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering; Biomedical and health sciences</td></tr><tr><td>Sources;</td><td>electrophoresis; journal of chromatography a; analytical chemistry; journal of separation science; analytica chimica acta</td></tr><tr><td>Terms;</td><td>microchip electrophoresis; laser; microchip; micellar electrokinetic chromatography; affinity capillary electrophoresis</td></tr></table>"	0.0217	-0.4573	3	35
"gas turbine; simulation; model; neural network; aircraft engine"	35	"<table><tr><td>Micro-level field;</td><td>3097</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering; Mathematics and computer science</td></tr><tr><td>Sources;</td><td>journal of engineering for gas turbines and power-transactions of the asme; international journal of turbo & jet-engines; applied energy; energy; journal of propulsion and power</td></tr><tr><td>Terms;</td><td>gas turbine; simulation; model; neural network; aircraft engine</td></tr></table>"	0.7818	0.2396	3	35
"vanadium redox flow battery; membrane; sulfonated poly; flow battery; graphite"	35	"<table><tr><td>Micro-level field;</td><td>2558</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>journal of power sources; electrochimica acta; journal of the electrochemical society; journal of applied electrochemistry; journal of membrane science</td></tr><tr><td>Terms;</td><td>vanadium redox flow battery; membrane; sulfonated poly; flow battery; graphite</td></tr></table>"	0.6242	-0.5323	3	35
"isothermal amplification; analytical device; loop; microfluidic paper; paper"	34	"<table><tr><td>Micro-level field;</td><td>1322</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>lab on a chip; analytical chemistry; biosensors & bioelectronics; sensors and actuators b-chemical; analyst</td></tr><tr><td>Terms;</td><td>isothermal amplification; analytical device; loop; microfluidic paper; paper</td></tr></table>"	0.1349	-0.4418	3	34
"decolorization; azo dye; laccase; manganese peroxidase; laccase production"	32	"<table><tr><td>Micro-level field;</td><td>864</td></tr><tr><td>Main fields;</td><td>Life and earth sciences; Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>bioresource technology; applied microbiology and biotechnology; international biodeterioration & biodegradation; enzyme and microbial technology; chemosphere</td></tr><tr><td>Terms;</td><td>decolorization; azo dye; laccase; manganese peroxidase; laccase production</td></tr></table>"	-0.0492	-0.3916	4	32
"cyprinid herpesvirus; infectious hematopoietic necrosis virus; viral hemorrhagic septicemia virus; vhsv; carp virus"	32	"<table><tr><td>Micro-level field;</td><td>2204</td></tr><tr><td>Main fields;</td><td>Life and earth sciences; Biomedical and health sciences</td></tr><tr><td>Sources;</td><td>journal of fish diseases; diseases of aquatic organisms; fish & shellfish immunology; aquaculture; journal of virology</td></tr><tr><td>Terms;</td><td>cyprinid herpesvirus; infectious hematopoietic necrosis virus; viral hemorrhagic septicemia virus; vhsv; carp virus</td></tr></table>"	-0.5852	-0.2797	4	32
"contact fatigue; railway wheel; wear; wheel rail contact; wheel"	32	"<table><tr><td>Micro-level field;</td><td>1657</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>proceedings of the institution of mechanical engineers part f-journal of rail and rapid transit; wear; vehicle system dynamics; journal of sound and vibration; advanced materials research</td></tr><tr><td>Terms;</td><td>contact fatigue; railway wheel; wear; wheel rail contact; wheel</td></tr></table>"	0.794	-0.0643	3	32
"nm vcsel; semiconductor ring laser; vertical external cavity surface; vcsel array; transistor laser"	32	"<table><tr><td>Micro-level field;</td><td>204</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering; Mathematics and computer science</td></tr><tr><td>Sources;</td><td>proceedings of spie; ieee photonics technology letters; ieee journal of quantum electronics; optics express; electronics letters</td></tr><tr><td>Terms;</td><td>nm vcsel; semiconductor ring laser; vertical external cavity surface; vcsel array; transistor laser</td></tr></table>"	0.9483	-0.3448	3	32
"fault location; transmission line; distance relay; distributed generation; distribution system"	31	"<table><tr><td>Micro-level field;</td><td>1391</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science</td></tr><tr><td>Sources;</td><td>ieee transactions on power delivery; iet generation transmission & distribution; ieee power and energy society general meeting pesgm; international journal of electrical power & energy systems; electric power systems research</td></tr><tr><td>Terms;</td><td>fault location; transmission line; distance relay; distributed generation; distribution system</td></tr></table>"	0.8674	0.247	5	31
"doppler lidar; laser doppler; wind; laser vibrometry; vibration measurement"	31	"<table><tr><td>Micro-level field;</td><td>3127</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>proceedings of spie; applied optics; measurement science and technology; aip conference proceedings; mechanical systems and signal processing</td></tr><tr><td>Terms;</td><td>doppler lidar; laser doppler; wind; laser vibrometry; vibration measurement</td></tr></table>"	0.8169	-0.1411	3	31
"adsorption; liquid desiccant; silica gel; pair; film"	30	"<table><tr><td>Micro-level field;</td><td>1429</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>applied thermal engineering; international journal of refrigeration-revue internationale du froid; energy conversion and management; energy; energy procedia</td></tr><tr><td>Terms;</td><td>adsorption; liquid desiccant; silica gel; pair; film</td></tr></table>"	0.6913	-0.2087	3	30
"jet noise; computational aeroacoustic; sound propagation; sound; acoustic scattering"	30	"<table><tr><td>Micro-level field;</td><td>1518</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>aiaa journal; journal of sound and vibration; journal of fluid mechanics; journal of the acoustical society of america; international journal of aeroacoustics</td></tr><tr><td>Terms;</td><td>jet noise; computational aeroacoustic; sound propagation; sound; acoustic scattering</td></tr></table>"	0.7615	-0.1507	3	30
"band; mu m; cavity ring; photoacoustic spectroscopy; co2"	30	"<table><tr><td>Micro-level field;</td><td>1152</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>journal of quantitative spectroscopy & radiative transfer; proceedings of spie; journal of molecular spectroscopy; applied physics b-lasers and optics; applied optics</td></tr><tr><td>Terms;</td><td>band; mu m; cavity ring; photoacoustic spectroscopy; co2</td></tr></table>"	0.8737	-0.3507	3	30
"radial basis function; element free galerkin method; meshless method; boundary element method; mlpg"	30	"<table><tr><td>Micro-level field;</td><td>994</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science; Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>engineering analysis with boundary elements; cmes-computer modeling in engineering & sciences; international journal for numerical methods in engineering; computational mechanics; computer methods in applied mechanics and engineering</td></tr><tr><td>Terms;</td><td>radial basis function; element free galerkin method; meshless method; boundary element method; mlpg</td></tr></table>"	0.8382	-0.0509	5	30
"remote laboratory; matlab; mechatronic; matlab simulink; control"	28	"<table><tr><td>Micro-level field;</td><td>1345</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science; Social sciences and humanities</td></tr><tr><td>Sources;</td><td>ieee transactions on education; computer applications in engineering education; international journal of engineering education; frontiers in education conference; asee annual conference & exposition</td></tr><tr><td>Terms;</td><td>remote laboratory; matlab; mechatronic; matlab simulink; control</td></tr></table>"	0.3785	0.632	5	28
"battery electric vehicle; vehicle; station; plug; electric vehicle charging station"	27	"<table><tr><td>Micro-level field;</td><td>1185</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science; Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>energy policy; ieee transactions on smart grid; ieee power and energy society general meeting pesgm; energies; applied energy</td></tr><tr><td>Terms;</td><td>battery electric vehicle; vehicle; station; plug; electric vehicle charging station</td></tr></table>"	0.7668	0.2886	5	27
"shiga toxin; hemolytic uremic syndrome; enteropathogenic escherichia coli; stec; shiga toxin producing escherichia coli"	26	"<table><tr><td>Micro-level field;</td><td>431</td></tr><tr><td>Main fields;</td><td>Life and earth sciences; Biomedical and health sciences</td></tr><tr><td>Sources;</td><td>infection and immunity; journal of food protection; applied and environmental microbiology; journal of clinical microbiology; plos one</td></tr><tr><td>Terms;</td><td>shiga toxin; hemolytic uremic syndrome; enteropathogenic escherichia coli; stec; shiga toxin producing escherichia coli</td></tr></table>"	-0.5572	-0.2784	4	26
"brassinosteroid; microgravity; acetic acid; auxin transport; indole"	26	"<table><tr><td>Micro-level field;</td><td>428</td></tr><tr><td>Main fields;</td><td>Life and earth sciences; Biomedical and health sciences</td></tr><tr><td>Sources;</td><td>plant physiology; plant journal; journal of experimental botany; plant cell; frontiers in plant science</td></tr><tr><td>Terms;</td><td>brassinosteroid; microgravity; acetic acid; auxin transport; indole</td></tr></table>"	-0.3216	-0.3189	4	26
"portfolio selection; robust optimization; operational risk; risk measure; transaction cost"	24	"<table><tr><td>Micro-level field;</td><td>1492</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science</td></tr><tr><td>Sources;</td><td>european journal of operational research; insurance mathematics & economics; annals of operations research; lecture notes in computer science; mathematical programming</td></tr><tr><td>Terms;</td><td>portfolio selection; robust optimization; operational risk; risk measure; transaction cost</td></tr></table>"	0.5819	0.5207	5	24
"euv lithography; euv; mo si multilayer; total reflection x ray fluorescence spectrometry; x ray telescope"	24	"<table><tr><td>Micro-level field;</td><td>1594</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>proceedings of spie; applied optics; aip conference proceedings; spectrochimica acta part b-atomic spectroscopy; journal of applied physics</td></tr><tr><td>Terms;</td><td>euv lithography; euv; mo si multilayer; total reflection x ray fluorescence spectrometry; x ray telescope</td></tr></table>"	0.8909	-0.4271	3	24
"low velocity impact; ballistic impact; acoustic emission; delamination growth; composite laminate"	24	"<table><tr><td>Micro-level field;</td><td>335</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>composite structures; composites science and technology; journal of composite materials; composites part a-applied science and manufacturing; composites part b-engineering</td></tr><tr><td>Terms;</td><td>low velocity impact; ballistic impact; acoustic emission; delamination growth; composite laminate</td></tr></table>"	0.7902	-0.2156	3	24
"bat; chiroptera; vespertilionidae; phyllostomidae; effect"	23	"<table><tr><td>Micro-level field;</td><td>1615</td></tr><tr><td>Main fields;</td><td>Life and earth sciences</td></tr><tr><td>Sources;</td><td>acta chiropterologica; journal of mammalogy; plos one; mammalia; journal of experimental biology</td></tr><tr><td>Terms;</td><td>bat; chiroptera; vespertilionidae; phyllostomidae; effect</td></tr></table>"	-0.1846	-0.1139	4	23
"dihydroquinazolin; tryptanthrin; quinazolinone derivative; febrifugine"	22	"<table><tr><td>Micro-level field;</td><td>2288</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>journal of heterocyclic chemistry; tetrahedron letters; tetrahedron; acta crystallographica section e-crystallographic communications; european journal of medicinal chemistry</td></tr><tr><td>Terms;</td><td>dihydroquinazolin; tryptanthrin; quinazolinone derivative; febrifugine</td></tr></table>"	0.0064	-0.7299	3	22
"optical coherence tomography; oct"	22	"<table><tr><td>Micro-level field;</td><td>1012</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>proceedings of spie; journal of biomedical optics; optics express; biomedical optics express; optics letters</td></tr><tr><td>Terms;</td><td>optical coherence tomography; oct</td></tr></table>"	-0.0455	-0.1967	3	22
"absorption enhancement; silicon nanowire array; light trapping; broadband; black silicon"	21	"<table><tr><td>Micro-level field;</td><td>1247</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>proceedings of spie; optics express; solar energy materials and solar cells; applied physics letters; ieee photovoltaic specialists conference</td></tr><tr><td>Terms;</td><td>absorption enhancement; silicon nanowire array; light trapping; broadband; black silicon</td></tr></table>"	0.7928	-0.4739	3	21
"power transformer; transformer winding; frequency response analysis; inrush current; ferroresonance"	21	"<table><tr><td>Micro-level field;</td><td>2431</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science</td></tr><tr><td>Sources;</td><td>ieee transactions on power delivery; ieee transactions on dielectrics and electrical insulation; electric power systems research; international journal of electrical power & energy systems; ieee power and energy society general meeting pesgm</td></tr><tr><td>Terms;</td><td>power transformer; transformer winding; frequency response analysis; inrush current; ferroresonance</td></tr></table>"	0.8912	0.176	5	21
"facial expression recognition; dimensionality reduction; robust face recognition; face detection; face alignment"	21	"<table><tr><td>Micro-level field;</td><td>76</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science</td></tr><tr><td>Sources;</td><td>lecture notes in computer science; proceedings of spie; pattern recognition; ieee international conference on image processing icip; international conference on pattern recognition</td></tr><tr><td>Terms;</td><td>facial expression recognition; dimensionality reduction; robust face recognition; face detection; face alignment</td></tr></table>"	0.6199	0.46	5	21
"mri; magnetic resonance imaging; contrast agent; relaxivity; gadolinium"	20	"<table><tr><td>Micro-level field;</td><td>966</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>inorganic chemistry; dalton transactions; inorganica chimica acta; polyhedron; magnetic resonance in medicine</td></tr><tr><td>Terms;</td><td>mri; magnetic resonance imaging; contrast agent; relaxivity; gadolinium</td></tr></table>"	0.1066	-0.5914	3	20
