nuts_level3_code	cluster_id1	counts
DEB35	804	1
DEB35	1126	10
DEB35	1155	2
DEB35	1224	1
DEB35	1319	1
DEB35	1532	3
DEB35	1697	2
DEB35	1756	1
DEB35	2060	1
DEB35	2264	1
DEB34	1159	1
DEB34	1758	1
DEB32	188	1
DEB32	251	2
DEB32	1423	13
DEB21	217	1
DEB21	2139	1
DEB21	2927	1
DEA5B	1437	1
DEA5A	4	1
DEA5A	2609	1
DEA56	2578	1
DEA52	257	1
DEA52	282	1
DEA52	350	1
DEA52	547	2
DEA52	615	4
DEA52	1159	1
DEA51	331	2
DEA51	1126	1
DEA51	1667	1
DEA51	1737	1
DEA51	1835	1
DEA47	584	1
DEA46	1882	1
DEA45	767	1
DEA45	2609	2
DEA41	217	2
DEA41	1016	2
DEA41	1297	2
DEA41	2139	1
DEA41	2668	1
DEA41	2898	1
DEA36	370	1
DEA36	1532	1
DEA33	241	1
DEA33	341	1
DEA33	434	1
DEA33	553	6
DEA33	613	1
DEA33	822	1
DEA33	853	1
DEA33	985	1
DEA33	1126	1
DEA33	1672	1
DEA33	2309	5
DEA33	2535	1
DEA33	2841	1
DEA2D	171	1
DEA2D	256	1
DEA2D	282	1
DEA2D	331	2
DEA2D	378	1
DEA2D	547	1
DEA2D	553	3
DEA2D	588	2
DEA2D	615	1
DEA2D	822	2
DEA2D	1231	2
DEA2D	1509	1
DEA2D	1532	1
DEA2D	2960	1
DEA2D	3802	2
DEA2B	553	3
DEA27	1554	1
DEA27	1806	2
DEA27	3074	1
DEA26	120	1
DEA26	287	2
DEA26	350	1
DEA26	634	1
DEA26	750	8
DEA26	1541	1
DEA26	2454	1
DEA23	57	3
DEA23	102	3
DEA23	187	1
DEA23	217	1
DEA23	226	2
DEA23	451	2
DEA23	553	4
DEA23	561	1
DEA23	588	1
DEA23	613	1
DEA23	833	1
DEA23	1227	1
DEA23	1282	1
DEA23	1300	1
DEA23	1500	2
DEA23	1532	7
DEA23	1597	1
DEA23	2454	1
DEA23	2500	2
DEA23	2668	5
DEA23	2713	1
DEA22	67	1
DEA22	98	1
DEA22	159	3
DEA22	196	4
DEA22	254	1
DEA22	287	3
DEA22	350	2
DEA22	433	1
DEA22	524	2
DEA22	613	1
DEA22	732	2
DEA22	824	1
DEA22	864	1
DEA22	1199	1
DEA22	1227	1
DEA22	1532	5
DEA22	1672	1
DEA22	1871	3
DEA22	3405	1
DEA22	3584	1
DEA1E	615	2
DEA1D	94	3
DEA1D	262	1
DEA1C	102	1
DEA1A	67	2
DEA1A	183	1
DEA1A	250	5
DEA1A	331	2
DEA1A	1118	1
DEA1A	1532	1
DEA1A	2226	2
DEA1A	2345	1
DEA16	251	2
DEA14	3074	1
DEA13	615	1
DEA13	690	4
DEA13	1020	1
DEA13	1053	3
DEA12	257	1
DEA12	268	1
DEA12	331	1
DEA12	378	2
DEA12	615	4
DEA11	0	1
DEA11	98	1
DEA11	173	1
DEA11	244	3
DEA11	287	13
DEA11	341	1
DEA11	553	6
DEA11	613	1
DEA11	716	1
DEA11	839	1
DEA11	1126	1
DEA11	1282	1
DEA11	1297	1
DEA11	1532	2
DEA11	1534	1
DEA11	1541	1
DEA11	1604	1
DEA11	1835	1
DEA11	1992	3
DEA11	2086	3
DEA11	2139	2
DEA11	2165	1
DEA11	2560	1
DEA11	2997	1
DE945	34	1
DE944	171	3
DE944	1138	3
DE943	588	1
DE943	981	4
DE943	1065	1
DE943	1264	1
DE943	1806	1
DE929	142	2
DE929	404	1
DE929	571	1
DE929	733	1
DE929	748	2
DE929	1532	12
DE929	1835	1
DE929	2226	1
DE929	3041	2
DE922	1126	1
DE91C	42	1
DE91C	98	3
DE91C	158	1
DE91C	159	3
DE91C	217	2
DE91C	232	2
DE91C	287	1
DE91C	350	1
DE91C	367	3
DE91C	400	1
DE91C	748	1
DE91C	822	1
DE91C	864	4
DE91C	1032	1
DE91C	1126	1
DE91C	1220	1
DE91C	1361	1
DE91C	1532	14
DE91C	1564	1
DE91C	1602	2
DE91C	1667	1
DE91C	1754	1
DE91C	1766	1
DE91C	1948	2
DE91C	2186	1
DE91C	2243	1
DE91C	2535	2
DE91C	2803	1
DE91C	3074	1
DE916	615	1
DE916	2539	1
DE913	615	2
DE911	354	1
DE911	518	3
DE911	903	1
DE911	993	2
DE911	1126	1
DE911	1247	1
DE911	1532	1
DE911	1555	2
DE911	2243	6
DE911	2352	3
DE911	2670	1
DE911	3074	1
DE911	3322	1
DE80N	199	7
DE80N	341	4
DE80N	708	1
DE80N	864	2
DE80N	1419	1
DE80N	1495	1
DE80N	2878	4
DE80N	3597	2
DE80N	3737	1
DE80K	102	1
DE803	553	6
DE803	561	1
DE803	909	2
DE803	1835	1
DE736	1672	1
DE734	588	1
DE731	257	1
DE731	331	2
DE731	354	1
DE731	588	1
DE731	615	2
DE731	679	1
DE731	1352	1
DE724	0	1
DE724	154	1
DE724	207	2
DE724	400	1
DE724	634	3
DE724	665	1
DE724	853	1
DE724	864	1
DE724	903	3
DE724	1251	1
DE724	1285	1
DE724	1532	4
DE724	1768	2
DE724	1858	1
DE721	0	1
DE721	67	1
DE721	173	1
DE721	251	1
DE721	613	1
DE721	635	2
DE721	1043	2
DE721	1532	4
DE721	1768	1
DE721	1858	1
DE721	2388	1
DE71E	101	1
DE71E	304	2
DE71E	909	1
DE71D	1423	2
DE71C	142	2
DE71C	547	1
DE71C	1532	3
DE71C	2228	1
DE719	199	2
DE718	102	1
DE718	217	1
DE714	1554	1
DE712	18	1
DE712	25	1
DE712	67	1
DE712	217	2
DE712	268	1
DE712	370	4
DE712	650	1
DE712	903	1
DE712	1032	2
DE712	1082	1
DE712	1370	1
DE712	1532	7
DE712	1541	1
DE712	3380	3
DE711	18	2
DE711	163	1
DE711	434	1
DE711	615	4
DE711	716	2
DE711	1126	1
DE711	1231	1
DE711	1247	1
DE600	3	1
DE600	4	8
DE600	183	1
DE600	226	1
DE600	331	1
DE600	352	3
DE600	367	2
DE600	492	2
DE600	553	5
DE600	584	1
DE600	634	3
DE600	864	1
DE600	1023	1
DE600	1247	1
DE600	1370	3
DE600	1495	2
DE600	1532	1
DE600	1604	1
DE600	1685	1
DE600	1747	1
DE600	1751	1
DE600	1856	2
DE600	2789	1
DE600	2871	1
DE501	217	2
DE501	287	4
DE501	341	2
DE501	370	1
DE501	1604	1
DE501	1608	1
DE501	1871	1
DE501	2668	2
DE40E	232	1
DE40E	1231	4
DE40E	1569	1
DE404	102	1
DE404	107	2
DE404	217	3
DE404	287	3
DE404	299	1
DE404	571	1
DE404	610	2
DE404	872	1
DE404	908	1
DE404	1016	2
DE404	1027	1
DE404	1361	3
DE404	1500	1
DE404	1569	3
DE404	2148	3
DE404	2535	1
DE300	13	1
DE300	98	2
DE300	102	1
DE300	142	21
DE300	154	1
DE300	159	1
DE300	183	1
DE300	207	4
DE300	211	7
DE300	217	6
DE300	244	1
DE300	256	2
DE300	268	2
DE300	293	2
DE300	299	1
DE300	304	1
DE300	331	4
DE300	345	4
DE300	350	1
DE300	374	1
DE300	402	6
DE300	431	1
DE300	553	2
DE300	561	2
DE300	613	4
DE300	615	1
DE300	621	2
DE300	634	5
DE300	635	1
DE300	748	2
DE300	768	2
DE300	828	3
DE300	853	1
DE300	864	12
DE300	909	6
DE300	930	2
DE300	993	2
DE300	1008	3
DE300	1010	1
DE300	1019	4
DE300	1056	1
DE300	1220	1
DE300	1247	1
DE300	1282	1
DE300	1293	1
DE300	1318	2
DE300	1339	1
DE300	1370	2
DE300	1423	1
DE300	1437	2
DE300	1532	18
DE300	1534	1
DE300	1564	4
DE300	1621	1
DE300	1647	1
DE300	1667	1
DE300	1835	13
DE300	1836	2
DE300	1856	1
DE300	2077	1
DE300	2125	3
DE300	2148	1
DE300	2243	1
DE300	2352	1
DE300	2535	1
DE300	2539	3
DE300	2832	2
DE300	3584	2
DE27A	588	1
DE278	67	2
DE271	251	1
DE271	588	1
DE271	938	1
DE263	39	1
DE263	67	1
DE263	98	1
DE263	142	1
DE263	173	1
DE263	293	2
DE263	350	1
DE263	354	1
DE263	367	1
DE263	492	1
DE263	558	14
DE263	604	2
DE263	613	2
DE263	621	2
DE263	822	1
DE263	909	1
DE263	1532	2
DE263	1647	1
DE263	1930	2
DE263	2186	1
DE263	2568	3
DE263	3261	3
DE263	3380	1
DE263	3584	1
DE261	207	1
DE254	331	1
DE252	13	1
DE252	67	3
DE252	304	1
DE252	367	3
DE252	370	3
DE252	547	1
DE252	615	1
DE252	748	1
DE252	753	1
DE252	930	2
DE252	1227	1
DE252	1437	1
DE252	1509	1
DE252	1532	2
DE252	2186	1
DE252	2280	1
DE252	2454	1
DE252	2609	2
DE24B	634	1
DE24B	1532	1
DE242	207	1
DE242	378	1
DE242	1605	1
DE242	2668	1
DE232	142	1
DE232	370	1
DE232	558	1
DE232	927	1
DE232	930	1
DE232	1053	1
DE232	1292	1
DE232	1317	1
DE232	1495	2
DE232	1835	4
DE232	1858	1
DE224	621	1
DE21N	345	1
DE21N	1502	1
DE21L	1564	1
DE21L	1672	2
DE21L	1806	1
DE21L	3395	1
DE21H	18	1
DE21H	61	1
DE21H	102	1
DE21H	142	3
DE21H	207	3
DE21H	210	1
DE21H	263	1
DE21H	341	1
DE21H	345	1
DE21H	464	1
DE21H	561	1
DE21H	570	1
DE21H	833	2
DE21H	864	1
DE21H	903	4
DE21H	927	2
DE21H	1023	1
DE21H	1159	2
DE21H	1532	4
DE21H	1647	1
DE21H	1684	2
DE21H	2454	1
DE21H	3393	1
DE21B	833	2
DE21B	2311	1
DE218	102	1
DE214	120	2
DE214	584	1
DE214	1605	1
DE212	18	12
DE212	42	1
DE212	68	2
DE212	102	1
DE212	120	2
DE212	142	10
DE212	144	2
DE212	196	1
DE212	226	2
DE212	251	2
DE212	268	2
DE212	304	1
DE212	331	1
DE212	345	1
DE212	402	2
DE212	405	1
DE212	433	1
DE212	553	3
DE212	561	2
DE212	570	2
DE212	613	3
DE212	615	1
DE212	634	3
DE212	650	2
DE212	675	2
DE212	782	1
DE212	822	1
DE212	864	4
DE212	899	1
DE212	903	1
DE212	927	7
DE212	929	1
DE212	1010	1
DE212	1023	3
DE212	1078	1
DE212	1123	2
DE212	1138	2
DE212	1217	1
DE212	1227	2
DE212	1264	1
DE212	1325	1
DE212	1370	2
DE212	1437	1
DE212	1468	1
DE212	1475	2
DE212	1501	1
DE212	1532	5
DE212	1647	2
DE212	1684	1
DE212	1694	1
DE212	1798	3
DE212	1882	1
DE212	2186	2
DE212	2309	1
DE212	3393	1
DE144	3	1
DE144	98	4
DE144	102	1
DE144	154	1
DE144	207	1
DE144	287	1
DE144	331	1
DE144	345	1
DE144	350	2
DE144	553	2
DE144	613	2
DE144	1138	1
DE144	1532	2
DE144	1684	1
DE144	1751	1
DE144	1758	1
DE144	2375	1
DE144	2530	1
DE144	2899	1
DE142	0	1
DE142	2	3
DE142	57	1
DE142	82	1
DE142	98	3
DE142	102	2
DE142	159	6
DE142	173	1
DE142	183	2
DE142	199	4
DE142	207	1
DE142	287	1
DE142	345	2
DE142	370	11
DE142	532	1
DE142	553	1
DE142	558	1
DE142	570	2
DE142	584	3
DE142	604	1
DE142	613	3
DE142	815	2
DE142	1078	1
DE142	1083	3
DE142	1134	1
DE142	1199	1
DE142	1405	2
DE142	1433	1
DE142	1532	6
DE142	1564	1
DE142	1602	1
DE142	1604	3
DE142	1667	1
DE142	1785	1
DE142	1798	1
DE142	2154	1
DE142	2186	1
DE142	2568	1
DE142	3261	1
DE142	3380	1
DE141	588	2
DE141	1502	1
DE141	1532	1
DE138	18	1
DE138	57	1
DE138	98	1
DE138	102	1
DE138	217	1
DE138	1751	1
DE134	183	1
DE134	864	1
DE131	25	1
DE131	67	1
DE131	82	2
DE131	120	1
DE131	142	1
DE131	154	2
DE131	217	3
DE131	304	3
DE131	331	1
DE131	345	1
DE131	350	3
DE131	360	1
DE131	512	1
DE131	553	1
DE131	584	8
DE131	588	1
DE131	650	2
DE131	681	1
DE131	688	1
DE131	903	1
DE131	993	1
DE131	1032	1
DE131	1227	6
DE131	1442	1
DE131	1502	1
DE131	1532	2
DE131	1564	1
DE131	1597	1
DE131	1647	1
DE131	1835	2
DE128	102	1
DE128	615	1
DE128	1437	1
DE126	304	1
DE126	354	2
DE126	485	3
DE126	522	1
DE126	553	1
DE126	853	1
DE126	1083	1
DE126	1532	1
DE126	1835	1
DE125	0	1
DE125	3	2
DE125	11	2
DE125	18	1
DE125	25	1
DE125	57	11
DE125	67	1
DE125	68	4
DE125	98	2
DE125	102	2
DE125	207	2
DE125	217	1
DE125	232	1
DE125	256	1
DE125	293	1
DE125	304	1
DE125	345	4
DE125	352	2
DE125	354	3
DE125	433	1
DE125	485	3
DE125	492	3
DE125	498	1
DE125	522	3
DE125	553	1
DE125	611	1
DE125	621	1
DE125	665	5
DE125	739	1
DE125	740	1
DE125	822	2
DE125	833	1
DE125	839	1
DE125	903	2
DE125	930	1
DE125	942	1
DE125	986	1
DE125	993	1
DE125	1036	1
DE125	1126	1
DE125	1201	1
DE125	1217	3
DE125	1468	3
DE125	1502	4
DE125	1532	5
DE125	1564	9
DE125	1754	1
DE125	1856	6
DE125	1967	1
DE125	2015	1
DE125	2401	1
DE125	2699	1
DE125	2957	3
DE125	2997	4
DE125	3015	1
DE125	3584	1
DE122	331	1
DE122	370	3
DE122	1185	1
DE122	1398	2
DE122	1437	1
DE122	1527	1
DE122	1929	2
DE117	438	1
DE115	1437	1
DE113	2609	1
DE111	4	1
DE111	199	2
DE111	217	2
DE111	331	1
DE111	345	1
DE111	378	1
DE111	447	1
DE111	748	1
DE111	753	1
DE111	1142	2
DE111	1264	2
DE111	1392	3
DE111	1437	8
DE111	1442	1
DE111	1554	1
DE111	1806	2
DE111	2401	1
DE111	2568	3
DE111	2668	2
DE111	2983	1
DE111	2985	1
CZ064	808	1
CZ064	2093	1
CZ064	3268	1
CZ053	1929	1
CZ052	184	1
CZ052	665	1
CZ032	2609	1
CZ010	184	2
CZ010	345	2
CZ010	615	2
CZ010	1532	5
CZ010	1672	1
CZ010	1835	2
CZ010	1882	1
CZ010	2125	1
CZ010	2609	1
CZ010	3398	2
CY000	340	1
CY000	588	1
CY000	1419	1
CY000	1532	1
CY000	1554	2
CY000	1806	6
CY000	2282	2
CH070	1010	1
CH070	2307	1
CH061	34	5
CH061	1291	1
CH055	3272	1
CH040	11	1
CH040	18	1
CH040	34	1
CH040	67	5
CH040	79	2
CH040	82	3
CH040	98	1
CH040	106	1
CH040	126	1
CH040	144	2
CH040	150	1
CH040	187	3
CH040	217	4
CH040	243	1
CH040	256	4
CH040	263	1
CH040	277	1
CH040	278	1
CH040	293	1
CH040	304	2
CH040	331	3
CH040	350	1
CH040	360	2
CH040	405	1
CH040	431	1
CH040	440	4
CH040	490	1
CH040	555	1
CH040	561	36
CH040	584	1
CH040	588	1
CH040	615	2
CH040	620	1
CH040	627	1
CH040	634	2
CH040	696	6
CH040	753	1
CH040	768	1
CH040	842	2
CH040	864	25
CH040	909	1
CH040	981	1
CH040	993	1
CH040	1032	1
CH040	1264	1
CH040	1285	1
CH040	1437	9
CH040	1468	1
CH040	1492	3
CH040	1500	7
CH040	1502	1
CH040	1509	1
CH040	1532	4
CH040	1542	2
CH040	1564	4
CH040	1597	1
CH040	1674	1
CH040	1699	1
CH040	1806	1
CH040	1835	1
CH040	2015	1
CH040	2264	1
CH040	2311	4
CH040	2454	1
CH040	2624	9
CH040	2643	1
CH040	2668	1
CH040	2670	1
CH040	2693	1
CH040	3033	1
CH040	3261	1
CH040	3758	1
CH033	18	1
CH033	82	1
CH033	237	1
CH033	256	2
CH033	257	1
CH033	331	6
CH033	615	1
CH033	696	2
CH033	1542	1
CH032	2578	3
CH031	11	1
CH031	18	2
CH031	82	10
CH031	142	1
CH031	159	1
CH031	268	9
CH031	304	6
CH031	344	2
CH031	354	1
CH031	370	2
CH031	431	1
CH031	613	1
CH031	634	1
CH031	810	1
CH031	822	1
CH031	845	1
CH031	864	1
CH031	985	1
CH031	1227	1
CH031	1282	1
CH031	1370	1
CH031	1419	1
CH031	1500	2
CH031	1502	1
CH031	1527	2
CH031	1532	6
CH031	1551	1
CH031	1556	1
CH031	1597	3
CH031	1754	1
CH031	1929	2
CH031	2414	2
CH031	2709	1
CH031	2745	1
CH031	3242	1
CH031	3302	5
CH031	3361	1
CH024	2609	1
CH022	217	8
CH022	481	1
CH022	542	1
CH022	845	1
CH022	1069	1
CH022	1294	1
CH022	1468	1
CH021	25	1
CH021	256	1
CH021	287	2
CH021	367	5
CH021	440	4
CH021	613	1
CH021	864	1
CH021	1126	1
CH021	1468	1
CH021	1532	2
CH021	1597	7
CH021	1856	1
CH021	2267	1
CH021	2609	6
CH021	2832	1
CH021	2883	1
CH013	3	1
CH013	150	1
CH013	166	1
CH013	217	2
CH013	232	1
CH013	263	5
CH013	268	8
CH013	331	1
CH013	345	3
CH013	370	1
CH013	431	1
CH013	532	1
CH013	559	1
CH013	650	1
CH013	739	1
CH013	768	1
CH013	896	1
CH013	1019	1
CH013	1023	2
CH013	1126	2
CH013	1251	2
CH013	1370	1
CH013	1383	2
CH013	1442	2
CH013	1500	7
CH013	1532	3
CH013	1564	1
CH013	1827	6
CH013	1835	2
CH013	1900	1
CH013	1929	3
CH013	2029	2
CH013	2478	1
CH013	3597	2
CH013	3815	1
CH013	3963	1
CH012	268	2
CH011	11	2
CH011	13	1
CH011	98	1
CH011	106	1
CH011	107	1
CH011	126	8
CH011	150	1
CH011	185	1
CH011	217	10
CH011	232	9
CH011	244	1
CH011	256	1
CH011	263	4
CH011	268	4
CH011	293	1
CH011	304	3
CH011	331	2
CH011	345	8
CH011	367	1
CH011	404	1
CH011	439	1
CH011	451	1
CH011	527	2
CH011	558	1
CH011	559	1
CH011	606	2
CH011	613	1
CH011	634	2
CH011	768	3
CH011	806	1
CH011	870	1
CH011	896	2
CH011	908	2
CH011	1027	1
CH011	1032	1
CH011	1053	1
CH011	1251	2
CH011	1358	2
CH011	1361	3
CH011	1370	2
CH011	1436	1
CH011	1468	1
CH011	1532	6
CH011	1602	6
CH011	1647	10
CH011	1798	1
CH011	1947	1
CH011	1948	2
CH011	2029	1
CH011	2478	2
CH011	2617	2
CH011	2713	2
CH011	2803	1
CH011	2985	1
CH011	3597	1
CH011	3778	1
CH011	3815	1
BG411	256	1
BG411	515	1
BG411	561	2
BG411	795	1
BG344	515	2
BE352	734	1
BE332	57	1
BE332	90	3
BE332	304	1
BE332	370	2
BE332	492	2
BE332	864	1
BE332	1138	1
BE332	1227	1
BE332	1527	2
BE332	2668	1
BE32B	142	1
BE32B	613	1
BE32B	1122	2
BE32B	2309	1
BE323	350	1
BE323	734	1
BE323	1301	1
BE323	1392	1
BE323	2535	2
BE254	256	2
BE254	1478	3
BE251	370	1
BE242	18	18
BE242	102	1
BE242	251	3
BE242	256	2
BE242	257	4
BE242	268	2
BE242	304	2
BE242	320	1
BE242	341	1
BE242	370	2
BE242	374	1
BE242	404	7
BE242	411	1
BE242	588	2
BE242	606	1
BE242	615	3
BE242	634	1
BE242	681	1
BE242	716	2
BE242	853	1
BE242	1027	1
BE242	1078	1
BE242	1080	1
BE242	1112	1
BE242	1478	7
BE242	1502	5
BE242	1532	2
BE242	1672	1
BE242	2454	2
BE242	2670	1
BE242	2997	1
BE242	3222	1
BE242	3460	1
BE234	3	4
BE234	102	1
BE234	142	1
BE234	158	1
BE234	256	7
BE234	334	1
BE234	553	2
BE234	613	2
BE234	634	4
BE234	985	1
BE234	1122	2
BE234	1159	3
BE234	1173	1
BE234	1527	3
BE234	1532	3
BE234	1569	3
BE234	1647	2
BE234	3614	1
BE231	553	2
BE213	67	1
BE213	282	1
BE213	320	1
BE212	1532	1
BE211	320	1
BE211	370	1
BE211	553	2
BE211	650	1
BE211	864	2
BE211	1173	1
BE100	11	1
BE100	67	1
BE100	68	1
BE100	217	1
BE100	250	1
BE100	257	1
BE100	290	4
BE100	350	1
BE100	553	5
BE100	570	1
BE100	615	5
BE100	650	1
BE100	672	1
BE100	734	1
BE100	822	1
BE100	824	3
BE100	842	3
BE100	864	3
BE100	1251	3
BE100	1264	1
BE100	1282	1
BE100	1285	1
BE100	1361	1
BE100	1436	1
BE100	1672	3
BE100	1856	1
BE100	1992	4
BE100	2256	1
BE100	2280	1
BE100	2309	2
AT332	57	3
AT332	67	1
AT332	244	1
AT332	268	1
AT332	300	1
AT332	553	4
AT332	629	1
AT332	1495	1
AT332	1532	2
AT332	1835	2
AT323	1532	1
AT312	853	1
AT312	864	1
AT312	2284	1
AT221	94	1
AT221	199	2
AT221	235	2
AT221	251	1
AT221	402	1
AT221	584	1
AT221	634	2
AT221	635	1
AT221	804	2
AT221	824	1
AT221	853	2
AT221	984	2
AT221	2923	2
AT221	3007	2
AT130	142	1
AT130	183	2
AT130	217	6
AT130	268	7
AT130	304	1
AT130	331	1
AT130	345	1
AT130	367	1
AT130	370	3
AT130	522	1
AT130	542	1
AT130	553	8
AT130	613	1
AT130	665	3
AT130	675	3
AT130	822	6
AT130	864	2
AT130	909	7
AT130	981	3
AT130	984	2
AT130	1270	2
AT130	1282	1
AT130	1358	1
AT130	1437	1
AT130	1500	3
AT130	1532	2
AT130	1551	1
AT130	1597	2
AT130	1835	8
AT130	2165	2
AT130	2232	1
AT130	2284	1
AT130	2286	1
AT130	2609	2
AT130	2957	2
AT130	3272	1
AT130	3361	1
AT130	3379	1
AT130	3603	5
AT127	542	1
AT127	881	1
AT127	1434	1
