nuts_level3_code	cluster_id1	counts
UKN0D	688	1
UKN0C	377	1
UKN06	237	1
UKN06	331	3
UKN06	434	2
UKN06	615	8
UKN06	627	1
UKN06	1258	2
UKN06	1835	1
UKN06	3170	1
UKM84	1053	1
UKM82	13	1
UKM82	120	1
UKM82	158	1
UKM82	165	2
UKM82	257	1
UKM82	282	5
UKM82	331	3
UKM82	345	1
UKM82	368	1
UKM82	406	1
UKM82	492	1
UKM82	547	1
UKM82	613	3
UKM82	615	20
UKM82	657	1
UKM82	679	1
UKM82	681	1
UKM82	696	1
UKM82	724	1
UKM82	841	1
UKM82	849	3
UKM82	948	1
UKM82	1053	1
UKM82	1177	1
UKM82	1264	1
UKM82	1318	2
UKM82	1361	2
UKM82	1495	1
UKM82	1501	2
UKM82	1502	1
UKM82	1561	1
UKM82	1806	1
UKM82	2414	2
UKM82	2454	2
UKM75	0	1
UKM75	18	1
UKM75	67	2
UKM75	68	6
UKM75	98	1
UKM75	244	4
UKM75	282	2
UKM75	341	1
UKM75	438	1
UKM75	571	1
UKM75	615	2
UKM75	740	2
UKM75	777	1
UKM75	822	2
UKM75	842	1
UKM75	864	9
UKM75	881	2
UKM75	903	3
UKM75	981	1
UKM75	1032	1
UKM75	1107	3
UKM75	1264	3
UKM75	1282	1
UKM75	1361	1
UKM75	1442	1
UKM75	1532	2
UKM75	1647	4
UKM75	1694	3
UKM75	1835	1
UKM75	1874	1
UKM75	2015	1
UKM75	2309	1
UKM75	2510	15
UKM75	2560	2
UKM75	3110	1
UKM73	254	1
UKM73	1532	2
UKM73	3257	2
UKM72	251	5
UKM72	1227	1
UKM72	1264	1
UKM72	1856	1
UKM71	18	1
UKM71	102	1
UKM71	341	1
UKM71	492	1
UKM71	571	1
UKM71	613	4
UKM71	842	1
UKM71	903	2
UKM71	976	1
UKM71	1036	1
UKM71	1299	1
UKM71	1361	3
UKM71	1495	1
UKM71	1532	1
UKM71	1754	2
UKM71	1856	1
UKM71	2077	3
UKM66	2287	1
UKM63	212	1
UKM63	377	2
UKM62	3110	1
UKM61	1016	1
UKM50	13	1
UKM50	142	1
UKM50	250	1
UKM50	331	1
UKM50	615	4
UKM50	627	1
UKM50	657	1
UKM50	1251	1
UKM50	1264	1
UKM50	1495	2
UKM50	1532	2
UKM50	2670	1
UKL23	615	1
UKL23	1230	2
UKL23	1248	1
UKL23	1253	1
UKL23	3406	1
UKL22	32	1
UKL22	199	1
UKL22	282	2
UKL22	341	1
UKL22	345	1
UKL22	353	1
UKL22	395	1
UKL22	634	1
UKL22	748	1
UKL22	927	1
UKL22	1126	19
UKL22	1230	1
UKL22	1248	1
UKL22	1253	2
UKL22	1532	2
UKL22	1646	1
UKL22	2624	2
UKL22	2675	2
UKL22	3015	1
UKL22	3245	1
UKL22	3773	1
UKL18	1694	1
UKL15	257	1
UKL14	63	1
UKL14	808	2
UKL14	864	1
UKL11	2287	1
UKK43	32	1
UKK43	68	1
UKK43	717	2
UKK41	1282	1
UKK30	1263	1
UKK23	864	1
UKK23	1318	1
UKK15	350	1
UKK15	1674	1
UKK14	3322	1
UKK13	3036	1
UKK12	237	1
UKK12	402	1
UKK12	864	1
UKK12	881	1
UKK12	931	2
UKK12	1500	1
UKK12	1596	1
UKK12	2560	2
UKK11	68	12
UKK11	135	1
UKK11	165	1
UKK11	183	2
UKK11	188	1
UKK11	248	1
UKK11	250	1
UKK11	256	1
UKK11	434	1
UKK11	615	3
UKK11	679	1
UKK11	681	1
UKK11	864	1
UKK11	908	1
UKK11	912	1
UKK11	939	1
UKK11	976	1
UKK11	1008	1
UKK11	1056	1
UKK11	1123	1
UKK11	1156	1
UKK11	1419	1
UKK11	1532	1
UKK11	1684	1
UKK11	2033	1
UKK11	2116	3
UKK11	2243	3
UKK11	2581	1
UKJ44	1177	1
UKJ44	1264	1
UKJ44	2414	3
UKJ41	1206	1
UKJ41	3406	2
UKJ37	350	1
UKJ37	912	1
UKJ37	1450	1
UKJ36	627	1
UKJ32	150	1
UKJ32	217	1
UKJ32	257	2
UKJ32	588	1
UKJ32	677	2
UKJ32	837	2
UKJ32	1008	1
UKJ32	1123	7
UKJ32	1264	9
UKJ32	1287	1
UKJ32	1288	1
UKJ32	2243	1
UKJ32	2352	2
UKJ32	2624	3
UKJ32	3322	2
UKJ31	588	2
UKJ28	2414	1
UKJ26	2454	1
UKJ25	571	1
UKJ25	615	1
UKJ25	808	1
UKJ25	864	1
UKJ25	872	1
UKJ25	1435	1
UKJ22	269	1
UKJ22	1264	1
UKJ21	4	2
UKJ21	74	1
UKJ21	217	2
UKJ21	615	1
UKJ21	748	1
UKJ21	927	1
UKJ21	1751	1
UKJ21	2549	1
UKJ14	142	1
UKJ14	150	3
UKJ14	173	1
UKJ14	187	1
UKJ14	217	2
UKJ14	287	1
UKJ14	290	2
UKJ14	345	1
UKJ14	350	6
UKJ14	353	1
UKJ14	367	1
UKJ14	370	2
UKJ14	378	1
UKJ14	404	1
UKJ14	413	1
UKJ14	416	1
UKJ14	511	1
UKJ14	512	1
UKJ14	561	1
UKJ14	584	2
UKJ14	634	2
UKJ14	822	1
UKJ14	888	1
UKJ14	981	1
UKJ14	993	1
UKJ14	1008	3
UKJ14	1083	1
UKJ14	1442	1
UKJ14	1468	1
UKJ14	1500	2
UKJ14	1532	11
UKJ14	1605	1
UKJ14	1646	9
UKJ14	1756	5
UKJ14	1871	1
UKJ14	1929	5
UKJ14	2309	3
UKJ14	2568	1
UKJ14	3322	2
UKJ14	3773	1
UKJ13	407	1
UKJ12	960	1
UKJ12	2115	1
UKJ12	3036	1
UKJ11	199	1
UKJ11	269	1
UKJ11	344	1
UKJ11	378	1
UKJ11	864	1
UKJ11	1282	1
UKJ11	1532	1
UKJ11	2083	1
UKJ11	2139	1
UKJ11	3108	1
UKI75	561	1
UKI74	67	2
UKI74	217	5
UKI74	378	1
UKI74	1297	1
UKI74	1835	16
UKI73	1647	1
UKI63	497	1
UKI63	613	3
UKI63	638	1
UKI63	1674	3
UKI63	2666	1
UKI31	0	1
UKI31	13	1
UKI31	18	3
UKI31	25	2
UKI31	32	2
UKI31	43	1
UKI31	57	5
UKI31	61	1
UKI31	67	21
UKI31	68	2
UKI31	74	4
UKI31	86	1
UKI31	101	1
UKI31	125	1
UKI31	126	1
UKI31	156	2
UKI31	158	4
UKI31	159	2
UKI31	171	1
UKI31	217	12
UKI31	241	1
UKI31	244	4
UKI31	250	1
UKI31	256	5
UKI31	257	8
UKI31	263	5
UKI31	268	2
UKI31	282	1
UKI31	287	1
UKI31	304	1
UKI31	329	1
UKI31	331	2
UKI31	341	11
UKI31	345	11
UKI31	354	4
UKI31	370	7
UKI31	378	2
UKI31	402	1
UKI31	404	1
UKI31	416	2
UKI31	431	1
UKI31	434	1
UKI31	444	1
UKI31	492	3
UKI31	497	3
UKI31	553	3
UKI31	559	4
UKI31	561	4
UKI31	570	3
UKI31	611	4
UKI31	613	3
UKI31	615	10
UKI31	634	8
UKI31	638	1
UKI31	650	7
UKI31	665	2
UKI31	680	1
UKI31	681	2
UKI31	696	2
UKI31	768	1
UKI31	808	1
UKI31	822	1
UKI31	833	1
UKI31	841	1
UKI31	853	2
UKI31	864	7
UKI31	872	2
UKI31	909	1
UKI31	927	1
UKI31	931	2
UKI31	985	1
UKI31	995	1
UKI31	1008	16
UKI31	1016	2
UKI31	1032	2
UKI31	1036	4
UKI31	1056	4
UKI31	1074	3
UKI31	1078	1
UKI31	1090	1
UKI31	1123	4
UKI31	1134	1
UKI31	1147	1
UKI31	1159	1
UKI31	1172	1
UKI31	1220	1
UKI31	1227	1
UKI31	1230	3
UKI31	1251	1
UKI31	1255	1
UKI31	1256	1
UKI31	1258	1
UKI31	1264	5
UKI31	1285	1
UKI31	1297	2
UKI31	1317	3
UKI31	1318	1
UKI31	1335	1
UKI31	1370	1
UKI31	1383	1
UKI31	1398	1
UKI31	1433	1
UKI31	1442	1
UKI31	1492	1
UKI31	1495	1
UKI31	1501	3
UKI31	1502	2
UKI31	1532	13
UKI31	1555	3
UKI31	1604	3
UKI31	1647	1
UKI31	1657	1
UKI31	1672	1
UKI31	1674	5
UKI31	1684	3
UKI31	1699	6
UKI31	1714	2
UKI31	1747	2
UKI31	1751	1
UKI31	1785	2
UKI31	1806	1
UKI31	1835	8
UKI31	1836	5
UKI31	1929	9
UKI31	1948	1
UKI31	1992	1
UKI31	2029	1
UKI31	2079	1
UKI31	2139	7
UKI31	2190	3
UKI31	2282	1
UKI31	2309	21
UKI31	2414	4
UKI31	2454	2
UKI31	2500	1
UKI31	2586	1
UKI31	2619	1
UKI31	2709	1
UKI31	2836	1
UKI31	2889	1
UKI31	2927	1
UKI31	3015	5
UKI31	3272	1
UKI31	3302	12
UKI31	3658	1
UKH36	1297	1
UKH35	18	16
UKH35	67	1
UKH35	98	2
UKH35	187	1
UKH35	250	1
UKH35	345	1
UKH35	416	1
UKH35	634	3
UKH35	650	2
UKH35	853	2
UKH35	909	1
UKH35	1053	2
UKH35	1714	1
UKH35	1992	3
UKH34	1361	1
UKH25	34	2
UKH25	126	2
UKH25	828	1
UKH25	2046	1
UKH25	2185	1
UKH25	2788	1
UKH24	960	1
UKH24	2185	2
UKH23	67	2
UKH23	68	1
UKH23	543	1
UKH23	559	1
UKH23	634	1
UKH23	675	1
UKH23	853	2
UKH23	960	1
UKH23	1694	1
UKH23	1714	2
UKH23	2148	1
UKH23	2230	1
UKH23	3302	1
UKH17	34	1
UKH15	86	1
UKH15	102	6
UKH15	217	1
UKH15	615	3
UKH15	864	1
UKH15	985	1
UKH15	1078	2
UKH15	1500	2
UKH15	1864	1
UKH14	217	7
UKH12	0	2
UKH12	3	1
UKH12	4	3
UKH12	13	1
UKH12	18	1
UKH12	32	1
UKH12	57	1
UKH12	61	2
UKH12	68	5
UKH12	171	1
UKH12	208	3
UKH12	217	7
UKH12	232	2
UKH12	242	2
UKH12	243	5
UKH12	244	9
UKH12	256	2
UKH12	257	2
UKH12	263	1
UKH12	268	1
UKH12	287	2
UKH12	304	1
UKH12	344	3
UKH12	345	18
UKH12	350	2
UKH12	399	1
UKH12	416	1
UKH12	439	1
UKH12	532	13
UKH12	543	1
UKH12	584	1
UKH12	588	5
UKH12	607	1
UKH12	615	9
UKH12	634	4
UKH12	650	1
UKH12	680	1
UKH12	681	1
UKH12	683	1
UKH12	716	1
UKH12	717	1
UKH12	723	3
UKH12	739	3
UKH12	796	2
UKH12	805	1
UKH12	815	1
UKH12	824	1
UKH12	833	2
UKH12	849	1
UKH12	864	1
UKH12	903	5
UKH12	981	1
UKH12	1019	1
UKH12	1023	2
UKH12	1056	1
UKH12	1083	1
UKH12	1132	1
UKH12	1159	1
UKH12	1227	2
UKH12	1282	1
UKH12	1285	2
UKH12	1442	1
UKH12	1500	2
UKH12	1532	8
UKH12	1605	1
UKH12	1647	1
UKH12	1694	1
UKH12	1758	2
UKH12	1798	1
UKH12	1835	1
UKH12	2139	15
UKH12	2185	3
UKH12	2243	2
UKH12	2296	3
UKH12	2414	1
UKH12	2624	1
UKH12	3108	1
UKH12	3380	2
UKH11	34	2
UKG33	67	1
UKG33	107	1
UKG33	217	2
UKG33	615	1
UKG33	748	1
UKG33	1123	1
UKG33	1856	1
UKG33	1992	5
UKG33	3322	1
UKG31	13	1
UKG31	237	1
UKG31	244	1
UKG31	304	2
UKG31	345	2
UKG31	378	1
UKG31	404	1
UKG31	553	3
UKG31	615	1
UKG31	657	1
UKG31	866	1
UKG31	927	3
UKG31	976	1
UKG31	1126	2
UKG31	1442	1
UKG31	1541	1
UKG31	1647	1
UKG31	1667	1
UKG31	2309	1
UKG31	2475	1
UKG24	237	1
UKG24	331	10
UKG24	615	2
UKG24	634	1
UKG23	251	1
UKG23	272	1
UKG13	138	1
UKG13	165	2
UKG13	378	1
UKG13	405	1
UKG13	734	1
UKG13	976	3
UKG13	1156	1
UKG13	1361	7
UKG13	2158	1
UKG12	34	1
UKG12	543	1
UKG12	1264	4
UKG12	3395	1
UKF22	4	4
UKF22	120	2
UKF22	138	2
UKF22	254	1
UKF22	257	3
UKF22	405	2
UKF22	547	1
UKF22	679	1
UKF22	734	1
UKF22	796	1
UKF22	869	1
UKF22	931	1
UKF22	976	1
UKF22	1361	2
UKF22	1672	1
UKF22	1694	1
UKF22	2025	1
UKF21	244	1
UKF21	553	2
UKF21	613	1
UKF21	615	5
UKF21	675	3
UKF21	677	1
UKF21	864	1
UKF21	903	1
UKF21	930	1
UKF21	1442	1
UKF21	1785	2
UKF21	1835	1
UKF21	1992	1
UKF21	2046	1
UKF21	3007	1
UKF14	138	1
UKF14	142	3
UKF14	159	1
UKF14	250	1
UKF14	331	8
UKF14	341	4
UKF14	350	4
UKF14	615	10
UKF14	677	1
UKF14	1199	1
UKF14	1252	1
UKF14	1282	1
UKF14	1299	1
UKF14	1366	1
UKF14	1437	12
UKF14	1672	2
UKF14	1674	1
UKF14	1705	1
UKF14	1758	2
UKF14	2046	1
UKF14	2139	1
UKF14	2846	1
UKF14	3096	1
UKF11	282	2
UKF11	615	1
UKE45	378	1
UKE42	0	1
UKE42	57	2
UKE42	142	5
UKE42	156	2
UKE42	588	3
UKE42	650	3
UKE42	864	3
UKE42	1334	1
UKE42	1541	1
UKE42	1667	1
UKE42	1992	1
UKE42	2348	1
UKE42	2568	1
UKE41	1495	1
UKE32	67	1
UKE32	183	1
UKE32	268	1
UKE32	282	35
UKE32	287	1
UKE32	290	1
UKE32	559	1
UKE32	650	6
UKE32	717	2
UKE32	897	1
UKE32	930	1
UKE32	1532	2
UKE32	1787	5
UKE32	1835	9
UKE32	2185	2
UKE22	864	1
UKE21	57	1
UKE21	98	1
UKE21	163	1
UKE21	251	2
UKE21	611	1
UKE21	1361	1
UKE21	1442	1
UKE21	1532	3
UKE21	1605	1
UKE21	1835	2
UKE21	2871	1
UKD74	217	1
UKD72	232	1
UKD72	237	2
UKD72	268	2
UKD72	341	1
UKD72	400	1
UKD72	522	1
UKD72	1230	1
UKD72	1264	1
UKD72	1816	1
UKD72	1992	1
UKD72	3036	1
UKD63	257	1
UKD62	615	1
UKD62	1532	1
UKD61	378	1
UKD36	717	2
UKD33	4	2
UKD33	18	1
UKD33	57	1
UKD33	64	1
UKD33	82	1
UKD33	158	1
UKD33	237	1
UKD33	256	1
UKD33	257	2
UKD33	268	3
UKD33	343	1
UKD33	354	1
UKD33	367	1
UKD33	378	6
UKD33	485	2
UKD33	498	1
UKD33	615	27
UKD33	650	7
UKD33	724	1
UKD33	739	1
UKD33	864	1
UKD33	881	1
UKD33	903	1
UKD33	1199	1
UKD33	1204	1
UKD33	1265	1
UKD33	1282	1
UKD33	1285	2
UKD33	1299	1
UKD33	1468	4
UKD33	1502	1
UKD33	1555	1
UKD33	1684	1
UKD33	1705	2
UKD33	1929	3
UKD33	2560	1
UKD33	2927	5
UKD33	3061	1
UKD33	3151	1
UKC22	74	4
UKC22	282	1
UKC22	287	5
UKC22	300	1
UKC22	345	1
UKC22	553	2
UKC22	615	7
UKC22	828	1
UKC22	1264	1
UKC22	1975	1
UKC22	2029	1
UKC14	256	2
UKC14	282	5
UKC14	331	6
UKC14	350	2
UKC14	547	1
UKC14	615	11
UKC14	679	2
UKC14	1694	2
UKC14	1754	1
TRC11	348	2
TRC11	1442	2
TRC11	1467	1
TRC11	1502	3
TRC11	1852	1
TRC11	2488	1
TRB12	1442	6
TRB11	795	1
TRA11	1468	3
TRA11	2385	1
TR901	588	1
TR901	2576	5
TR832	2576	1
TR722	795	1
TR711	981	1
TR711	1806	3
TR632	1502	1
TR631	1442	5
TR631	1806	2
TR621	553	1
TR621	981	1
TR521	588	1
TR521	795	1
TR510	202	1
TR510	333	1
TR510	553	1
TR510	588	1
TR510	680	1
TR510	981	1
TR510	1036	1
TR510	1123	5
TR510	1442	2
TR510	1470	2
TR510	1806	4
TR510	1929	2
TR510	2093	1
TR422	1423	5
TR422	1806	1
TR421	282	1
TR421	350	1
TR421	1442	2
TR412	1442	1
TR411	680	2
TR411	1442	1
TR333	795	1
TR333	1442	1
TR331	2282	1
TR321	1468	2
TR310	588	1
TR310	615	1
TR310	1442	1
TR310	1468	1
TR310	1532	3
TR211	1442	1
TR100	120	1
TR100	350	2
TR100	615	1
TR100	679	1
TR100	908	1
TR100	981	1
TR100	1165	1
TR100	1227	1
TR100	1423	1
TR100	1442	2
TR100	1556	1
TR100	1697	2
TR100	1699	1
TR100	1806	5
TR100	2500	1
SK042	67	1
SK042	886	1
SK031	0	1
SK021	1929	1
SK010	163	2
SK010	341	1
SK010	634	3
SK010	864	1
SK010	2385	1
SK010	3209	1
SK010	3380	1
SI043	282	2
SI041	107	3
SI041	217	14
SI041	244	1
SI041	282	2
SI041	588	1
SI041	864	2
SI041	1532	1
SI041	2243	1
SI041	2899	2
SI041	3184	2
SI032	542	1
SI032	1027	2
SI032	1513	1
SE332	1513	2
SE332	2282	1
SE331	151	2
SE331	217	13
SE331	256	1
SE331	404	2
SE331	487	1
SE331	542	3
SE331	571	1
SE331	849	2
SE331	1016	1
SE331	1251	2
SE331	1495	4
SE331	1941	3
SE331	3608	1
SE313	3369	1
SE312	237	1
SE312	256	3
SE312	331	5
SE312	615	1
SE312	1513	4
SE232	0	1
SE232	226	2
SE232	256	15
SE232	257	1
SE232	300	3
SE232	314	1
SE232	331	4
SE232	615	15
SE232	650	1
SE232	726	1
SE232	1123	1
SE232	1199	1
SE232	1513	8
SE232	1604	3
SE232	2069	2
SE232	2263	1
SE224	34	1
SE224	94	1
SE224	102	1
SE224	177	1
SE224	187	2
SE224	207	1
SE224	232	1
SE224	237	1
SE224	251	2
SE224	268	1
SE224	314	1
SE224	331	1
SE224	532	2
SE224	561	1
SE224	570	1
SE224	634	3
SE224	881	2
SE224	981	1
SE224	1036	1
SE224	1264	1
SE224	1383	2
SE224	1509	1
SE224	1532	1
SE224	1609	1
SE224	2026	1
SE224	2624	1
SE224	2709	2
SE224	3597	4
SE213	212	1
SE125	256	5
SE125	331	6
SE125	419	1
SE125	615	1
SE125	1513	1
SE124	584	1
SE124	849	1
SE124	1597	2
SE123	174	2
SE123	300	2
SE123	370	1
SE123	675	1
SE123	726	1
SE123	1078	1
SE123	1264	1
SE123	2670	2
SE121	3	6
SE121	101	2
SE121	251	1
SE121	345	3
SE121	615	1
SE121	681	2
SE121	849	1
SE121	853	2
SE121	886	1
SE121	967	4
SE121	1018	1
SE121	1251	1
SE121	1264	3
SE121	1383	3
SE121	1495	2
SE121	1500	1
SE121	1605	11
SE121	1649	2
SE121	1674	3
SE121	1756	1
SE121	1929	2
SE121	1992	20
SE121	2791	1
SE121	3597	1
SE110	3	7
SE110	18	3
SE110	29	2
SE110	142	3
SE110	187	1
SE110	199	1
SE110	212	1
SE110	217	5
SE110	251	3
SE110	256	1
SE110	263	1
SE110	269	3
SE110	276	1
SE110	304	1
SE110	331	2
SE110	345	2
SE110	354	2
SE110	367	3
SE110	370	5
SE110	374	1
SE110	377	1
SE110	378	1
SE110	419	1
SE110	492	2
SE110	542	1
SE110	547	1
SE110	559	1
SE110	613	1
SE110	615	7
SE110	664	2
SE110	841	4
SE110	927	2
SE110	981	1
SE110	1016	1
SE110	1018	1
SE110	1078	1
SE110	1199	7
SE110	1264	2
SE110	1370	2
SE110	1433	2
SE110	1467	1
SE110	1532	17
SE110	1647	1
SE110	1684	2
SE110	1723	2
SE110	1835	5
SE110	2093	1
SE110	2225	1
SE110	2243	2
SE110	2369	1
SE110	2624	5
RS123	256	3
RS123	3634	1
RS110	217	2
RS110	886	1
RS110	950	3
RO424	256	2
RO424	282	1
RO424	615	5
RO424	1437	4
RO321	256	1
RO321	271	1
RO321	331	1
RO224	615	9
RO213	18	2
RO122	256	2
RO122	257	1
RO122	615	2
RO122	1442	1
RO113	217	1
RO113	615	2
RO113	1468	1
RO113	2985	4
PT187	1609	1
PT170	13	1
PT170	45	1
PT170	199	1
PT170	212	6
PT170	217	2
PT170	256	1
PT170	257	1
PT170	281	4
PT170	377	2
PT170	492	1
PT170	547	1
PT170	584	1
PT170	588	2
PT170	615	4
PT170	629	2
PT170	735	1
PT170	781	1
PT170	1138	1
PT170	1542	2
PT170	1564	1
PT170	1604	1
PT170	1699	1
PT170	1835	21
PT170	1932	3
PT16J	615	2
PT16E	159	2
PT16E	190	1
PT16E	634	4
PT16E	650	1
PT16E	678	2
PT16E	1604	3
PT16E	1609	2
PT16E	2282	1
PT16E	2717	1
PT16D	217	6
PT150	212	5
PT150	217	2
PT150	377	2
PT150	781	1
PT11A	45	2
PT11A	142	2
PT11A	159	1
PT11A	190	2
PT11A	217	20
PT11A	257	2
PT11A	378	2
PT11A	492	1
PT11A	615	10
PT11A	679	2
PT11A	903	1
PT11A	1296	2
PT11A	1751	2
PT11A	1900	1
PT119	256	1
PT119	804	2
PT119	1185	1
PT119	1423	1
PT119	2923	3
PT119	3007	3
PT112	45	1
PT112	1423	2
PT112	2923	1
PL912	1992	1
PL911	217	2
PL911	256	5
PL911	331	2
PL911	341	1
PL911	405	1
PL911	431	3
PL911	588	1
PL911	615	5
PL911	681	2
PL911	1293	1
PL911	1303	1
PL911	1383	1
PL911	1437	2
PL911	1502	4
PL911	1532	1
PL911	1892	1
PL911	1992	1
PL911	2093	1
PL911	2500	2
PL911	2714	2
PL911	2926	1
PL841	1126	2
PL841	1722	1
PL841	1941	3
PL823	331	1
PL823	1437	2
PL823	1438	3
PL815	864	1
PL814	1492	2
PL711	18	1
PL711	440	2
PL711	1032	1
PL711	1419	1
PL711	1532	4
PL633	1835	1
PL633	1975	2
PL622	1532	1
PL524	282	1
PL514	18	1
PL514	187	2
PL514	226	1
PL514	604	1
PL514	654	1
PL514	804	2
PL514	2124	1
PL514	2668	2
PL432	1437	5
PL424	1532	1
PL415	4	1
PL415	1532	1
PL415	1551	5
PL415	1722	1
PL22A	440	1
PL22A	1303	1
PL229	268	1
PL229	613	1
PL229	1751	1
PL213	67	2
PL213	217	1
PL213	257	1
PL213	268	3
PL213	331	4
PL213	588	1
PL213	1016	1
PL213	1438	3
PL213	1457	2
PL213	1835	3
PL213	1929	1
PL213	1979	2
PL213	2871	2
PL213	2997	1
NO0A2	241	3
NO0A2	726	2
NO0A2	1370	2
NO0A2	1532	1
NO0A2	1751	1
NO082	1442	2
NO081	341	5
NO081	615	1
NO081	726	1
NO081	734	1
NO081	768	2
NO081	864	1
NO081	981	2
NO081	1442	1
NO081	1532	17
NO081	1597	7
NO081	2225	2
NO074	1684	1
NO071	3419	1
NO060	11	5
NO060	183	2
NO060	217	3
NO060	257	1
NO060	406	2
NO060	440	5
NO060	530	1
NO060	615	6
NO060	666	1
NO060	675	1
NO060	1002	1
NO060	1273	1
NO060	1437	1
NO060	1442	1
NO060	1532	5
NO060	1694	3
NO060	1835	4
NL423	512	1
NL423	822	1
NL423	985	1
NL423	1532	1
NL423	1684	2
NL414	4	3
NL414	79	10
NL414	256	1
NL414	378	1
NL414	553	1
NL414	615	1
NL414	724	1
NL414	1542	2
NL414	1699	1
NL413	199	1
NL413	615	1
NL33C	11	1
NL33C	13	1
NL33C	263	2
NL33C	290	4
NL33C	344	3
NL33C	497	1
NL33C	553	3
NL33C	571	3
NL33C	839	3
NL33C	981	1
NL33C	1370	1
NL33C	1532	3
NL33C	1672	1
NL33C	1684	1
NL33C	1694	1
NL33C	1785	3
NL33C	2093	2
NL33C	2619	1
NL33C	2927	7
NL33A	290	1
NL337	68	10
NL337	82	1
NL337	150	1
NL337	297	3
NL337	345	2
NL337	354	1
NL337	439	1
NL337	485	3
NL337	524	2
NL337	553	1
NL337	613	3
NL337	634	1
NL337	681	2
NL337	690	1
NL337	841	1
NL337	909	3
NL337	930	1
NL337	1282	1
NL337	1383	3
NL337	1435	1
NL337	1436	1
NL337	1532	5
NL337	1541	2
NL337	1597	2
NL337	1672	3
NL337	1747	2
NL337	1992	1
NL337	2853	1
NL337	2889	1
NL337	2957	1
NL337	3393	1
NL337	3710	2
NL333	217	1
NL333	251	1
NL333	256	2
NL333	282	1
NL333	378	3
NL333	615	23
NL333	981	1
NL333	1002	1
NL333	1074	1
NL333	1147	1
NL333	1191	1
NL333	1206	2
NL333	1247	1
NL333	1262	1
NL333	1264	12
NL333	1358	1
NL333	1467	1
NL333	1596	1
NL333	1646	4
NL333	1694	1
NL333	2060	1
NL333	2093	1
NL333	2414	1
NL333	2670	1
NL333	3166	2
NL333	3268	1
NL333	3322	1
NL332	287	1
NL329	0	1
NL329	11	7
NL329	13	4
NL329	18	9
NL329	34	1
NL329	68	6
NL329	98	6
NL329	207	1
NL329	208	2
NL329	232	2
NL329	263	4
NL329	287	5
NL329	297	2
NL329	341	1
NL329	345	1
NL329	354	2
NL329	367	2
NL329	370	1
NL329	374	1
NL329	400	1
NL329	402	4
NL329	434	1
NL329	439	6
NL329	485	2
NL329	492	2
NL329	497	3
NL329	522	1
NL329	559	5
NL329	561	2
NL329	571	2
NL329	611	1
NL329	665	3
NL329	681	1
NL329	822	5
NL329	841	1
NL329	887	2
NL329	889	4
NL329	903	11
NL329	925	1
NL329	929	1
NL329	930	5
NL329	1008	1
NL329	1036	2
NL329	1056	1
NL329	1077	1
NL329	1138	1
NL329	1159	7
NL329	1173	6
NL329	1181	1
NL329	1325	1
NL329	1357	3
NL329	1383	1
NL329	1499	1
NL329	1500	1
NL329	1523	1
NL329	1532	42
NL329	1564	2
NL329	1597	1
NL329	1667	2
NL329	1674	2
NL329	1747	1
NL329	1751	1
NL329	1756	1
NL329	1900	2
NL329	1984	1
NL329	2077	1
NL329	2384	1
NL329	2428	1
NL329	2699	1
NL329	2853	2
NL329	2927	2
NL329	2957	3
NL329	3004	1
NL329	3542	2
NL329	3710	1
NL327	615	1
NL321	257	1
NL321	378	1
NL321	615	2
NL321	679	1
NL321	1206	3
NL321	2670	4
NL321	3419	1
NL310	210	2
NL310	214	1
NL310	217	1
NL310	232	4
NL310	341	1
NL310	345	2
NL310	468	1
NL310	497	2
NL310	524	1
NL310	588	1
NL310	611	1
NL310	681	2
NL310	777	1
NL310	903	4
NL310	925	2
NL310	930	2
NL310	1138	2
NL310	1156	1
NL310	1366	1
NL310	1383	2
NL310	1436	1
NL310	1478	15
NL310	1532	13
NL310	1647	1
NL310	1667	1
NL310	1689	1
NL310	1747	1
NL310	1967	4
NL310	2021	2
NL310	2077	2
NL310	2093	1
NL310	2889	1
NL310	2927	1
NL310	2957	1
NL310	3004	3
NL310	3542	1
NL230	18	1
NL230	345	1
NL230	1288	1
NL230	1992	1
NL226	67	1
NL226	79	1
NL226	199	1
NL226	232	1
NL226	256	1
NL226	378	2
NL226	392	2
NL226	558	4
NL226	634	2
NL226	768	1
NL226	777	2
NL226	833	1
NL226	1174	1
NL226	1502	3
NL226	1674	1
NL226	1835	1
NL226	2232	1
NL221	86	5
NL221	102	9
NL221	214	2
NL221	447	2
NL221	887	1
NL221	1206	3
NL221	1436	1
NL221	1500	1
NL221	1532	1
NL221	1567	1
NL221	1694	1
NL221	1984	3
NL221	2889	1
NL213	350	5
NL213	1525	1
NL212	1436	1
NL131	1532	1
NL113	68	1
NL113	86	1
NL113	155	3
NL113	187	13
NL113	300	1
NL113	344	1
NL113	349	1
NL113	354	2
NL113	553	2
NL113	634	33
NL113	929	3
NL113	1138	1
NL113	1264	1
NL113	1470	4
NL113	1499	1
NL113	1532	1
NL113	1674	1
NL113	1835	4
NL113	1967	1
NL113	2021	3
NL113	2069	2
NL113	2500	1
MT001	717	1
MT001	864	1
MT001	1264	3
MK008	908	1
MK008	1684	1
LV006	374	1
LV006	1247	4
LT026	808	1
LT011	1301	1
ITI45	256	1
ITI45	670	1
ITI45	724	2
ITI45	1513	1
ITI43	13	1
ITI43	18	1
ITI43	61	1
ITI43	68	1
