nuts2	country_iso_alpha3_code	cluster_id1	counts
FRG0	FRA	233	4
BE33	BEL	51	9
FRK2	FRA	1120	22
FRJ1	FRA	466	14
ITF6	ITA	1605	4
ES30	ESP	1120	8
DEA4	DEU	233	1
DED2	DEU	1237	10
FRL0	FRA	83	8
NL33	NLD	1332	1
IE06	IRL	1891	54
UKM8	GBR	1435	1
FRE1	FRA	376	1
UKD3	GBR	1120	1
NL33	NLD	1605	8
FI1C	FIN	1605	2
ES70	ESP	1605	5
SK01	SVK	233	1
UKK1	GBR	2184	4
FR10	FRA	51	9
ES30	ESP	2414	114
ITF6	ITA	1332	14
FI1B	FIN	233	43
NL32	NLD	137	6
UKJ1	GBR	1735	8
UKM5	GBR	1332	6
FR10	FRA	1891	18
FRF1	FRA	233	132
SE23	SWE	28	13
FRL0	FRA	1237	1
NL11	NLD	2086	119
ITC4	ITA	2086	11
UKD3	GBR	28	10
TR10	TUR	2414	38
ES30	ESP	28	4
UKM8	GBR	376	4
CZ05	CZE	486	2
RO42	ROU	1332	16
UKE3	GBR	1856	1
ES51	ESP	2293	1
UKE3	GBR	1450	4
SE12	SWE	233	9
FRJ1	FRA	2242	6
SI04	SVN	1735	4
DK01	DNK	233	108
ITC1	ITA	28	5
CH01	CHE	1332	2
DE14	DEU	1856	3
UKI3	GBR	1120	8
FRH0	FRA	1332	28
ITI4	ITA	233	122
UKH1	GBR	2110	1
ES52	ESP	466	40
BE24	BEL	466	56
FRI1	FRA	28	3
FI19	FIN	2414	57
BE23	BEL	1891	40
SE11	SWE	2414	19
UKJ3	GBR	1891	3
DE26	DEU	2414	76
ES30	ESP	299	4
BE35	BEL	28	2
NL22	NLD	299	1
NL22	NLD	83	14
ES41	ESP	1891	13
TR51	TUR	1120	108
DEF0	DEU	51	9
UKI3	GBR	2386	6
DEC0	DEU	1120	8
FR10	FRA	2086	12
NO06	NOR	1891	228
PT17	PRT	1891	392
DE25	DEU	299	24
AT33	AUT	233	3
ES52	ESP	233	6
ITC4	ITA	2414	76
UKC2	GBR	1332	10
DE12	DEU	748	4
UKF1	GBR	2242	2
AT13	AUT	28	4
SK02	SVK	1879	24
DE30	DEU	2184	21
BE23	BEL	2414	95
FI1D	FIN	28	10
AT22	AUT	1891	9
UKC2	GBR	83	3
UKM7	GBR	28	4
CH04	CHE	137	2
FRE2	FRA	1891	4
DE30	DEU	28	1
FI1B	FIN	299	4
FR10	FRA	2110	10
SE12	SWE	1332	2
NL21	NLD	2086	98
FI1B	FIN	83	3
UKI3	GBR	299	17
NO09	NOR	748	16
PL42	POL	1462	6
BE21	BEL	2086	8
PL42	POL	28	1
CH01	CHE	233	48
FRH0	FRA	233	62
DE80	DEU	1856	3
AT12	AUT	299	6
ITI1	ITA	233	3
DED2	DEU	233	3
NL22	NLD	2086	212
PL41	POL	2242	2
FI19	FIN	486	2
NL11	NLD	1879	4
DEG0	DEU	1856	3
UKD3	GBR	2184	2
DK03	DNK	233	155
CH01	CHE	28	2
DED2	DEU	1462	6
FR10	FRA	2242	16
TR10	TUR	1891	4
UKM7	GBR	376	4
DE11	DEU	28	5
SK01	SVK	83	6
NL21	NLD	233	18
ITH5	ITA	28	4
UKI3	GBR	1891	21
UKF1	GBR	233	20
FRH0	FRA	2414	95
UKF2	GBR	2242	6
ES51	ESP	28	24
DE12	DEU	2378	3
FI1B	FIN	28	65
CH01	CHE	1462	12
DED2	DEU	28	17
BE10	BEL	1332	2
AT13	AUT	1462	6
FRK2	FRA	299	6
UKJ1	GBR	299	1
BE24	BEL	1605	7
HR03	HRV	1332	8
DED2	DEU	2184	2
UKJ2	GBR	1605	1
DE72	DEU	233	3
DEA4	DEU	2242	2
UKG1	GBR	1332	4
FRE1	FRA	1332	2
NO0A	NOR	51	15
NL32	NLD	51	9
DK01	DNK	1879	156
BE10	BEL	299	2
NL42	NLD	233	60
UKH1	GBR	51	9
CH01	CHE	2414	76
FRH0	FRA	1462	2
HU11	HUN	486	2
PT11	PRT	466	6
EL30	GRC	2184	2
UKJ1	GBR	1332	2
UKJ4	GBR	1366	3
DEA3	DEU	233	22
UKM7	GBR	1891	198
FRF3	FRA	83	3
FR10	FRA	466	4
ITF4	ITA	1891	9
ES61	ESP	1856	5
FRF1	FRA	28	1
UKN0	GBR	299	1
DEG0	DEU	28	2
UKJ1	GBR	2386	6
NL33	NLD	1366	6
UKH1	GBR	1891	3
DE91	DEU	233	71
DE21	DEU	233	12
DE71	DEU	233	6
UKH1	GBR	1879	4
ES11	ESP	1891	21
FI1C	FIN	1856	1
EL63	GRC	486	4
DE40	DEU	233	33
FI1B	FIN	137	18
EL30	GRC	1605	2
UKJ3	GBR	28	1
ES42	ESP	299	3
BE24	BEL	233	60
FRB0	FRA	2184	6
ITH5	ITA	137	3
CH04	CHE	1735	4
NL33	NLD	233	21
EL30	GRC	299	3
HU11	HUN	28	8
SE23	SWE	1120	4
CZ01	CZE	233	42
UKD4	GBR	1891	35
SE23	SWE	486	1
UKK4	GBR	1891	14
UKC1	GBR	1856	1
UKD3	GBR	486	1
ITF3	ITA	2293	4
UKM8	GBR	1891	21
BE10	BEL	233	12
UKK1	GBR	1120	4
FRK2	FRA	2414	285
FRG0	FRA	28	3
ITH3	ITA	548	1
FRI2	FRA	1462	4
DEA2	DEU	233	6
DK04	DNK	233	6
FRJ1	FRA	233	188
FRE1	FRA	233	36
DE50	DEU	51	9
UKG3	GBR	1120	8
UKJ2	GBR	299	3
DE12	DEU	28	16
SE12	SWE	28	3
SE23	SWE	733	4
UKJ3	GBR	2414	38
SK01	SVK	28	6
FRK2	FRA	1462	24
ES21	ESP	233	40
FRD2	FRA	2184	3
SE12	SWE	1856	38
DED2	DEU	299	4
TR42	TUR	2293	2
UKF2	GBR	1891	32
ITH5	ITA	2414	57
ITF6	ITA	28	4
ITH4	ITA	1332	10
ITH3	ITA	2293	2
NL31	NLD	233	303
NO08	NOR	748	48
FRB0	FRA	28	2
DEB3	DEU	28	3
ITF3	ITA	2414	114
FI1B	FIN	486	2
UKE1	GBR	299	3
DE94	DEU	233	33
ITH3	ITA	28	1
UKJ3	GBR	1120	34
DEE0	DEU	1891	3
ITC4	ITA	1891	6
ITC1	ITA	1891	30
DE21	DEU	1332	10
UKE3	GBR	2184	6
HU33	HUN	28	1
ITF4	ITA	466	8
ITF6	ITA	137	2
ITI2	ITA	28	1
NL11	NLD	233	22
CH04	CHE	233	120
PT17	PRT	233	20
PT16	PRT	1120	3
DEB3	DEU	233	84
PT11	PRT	2414	38
UKH1	GBR	233	24
ITC3	ITA	2293	5
NO08	NOR	1332	4
ITC4	ITA	233	63
TR63	TUR	1891	16
UKJ4	GBR	1332	6
SE22	SWE	233	28
UKM5	GBR	51	3
UKG1	GBR	2242	6
ITF3	ITA	1120	8
DEG0	DEU	233	1
NO06	NOR	1735	16
UKJ3	GBR	233	6
DE21	DEU	2184	1
NL22	NLD	1679	2
FRC1	FRA	233	11
AT13	AUT	2086	2
IE05	IRL	1120	11
ITC1	ITA	376	4
HU11	HUN	1891	4
BE24	BEL	1735	8
DEA2	DEU	1856	7
EE00	EST	1366	1
ITG1	ITA	1891	6
DEF0	DEU	2386	2
ES24	ESP	299	3
FRF3	FRA	233	1
CZ01	CZE	2184	8
FI1B	FIN	2378	9
IE06	IRL	299	51
UKC1	GBR	376	7
DE21	DEU	299	16
SK01	SVK	1450	8
ITF6	ITA	1891	23
NL41	NLD	233	15
DEA2	DEU	2110	11
DE94	DEU	1856	3
HU32	HUN	1879	8
