nuts2	country_iso_alpha3_code	cluster_id1	counts
NL31	NLD	981	50
ES61	ESP	2592	45
UKF1	GBR	755	4
UKH3	GBR	2178	2
NO06	NOR	114	51
DE73	DEU	271	112
ITF1	ITA	105	53
DEF0	DEU	924	21
ITF3	ITA	784	4
FRG0	FRA	534	51
UKD3	GBR	450	69
NO06	NOR	5	6
UKI3	GBR	1580	99
ITH4	ITA	271	112
ITI4	ITA	2894	96
TR51	TUR	2822	1
DEB3	DEU	1847	18802
NL31	NLD	734	1803
DE12	DEU	880	7
DE25	DEU	377	13722
FRG0	FRA	2806	36
ITF5	ITA	248	20
UKJ3	GBR	128	321
DE14	DEU	2849	37
FRK2	FRA	534	18
DE23	DEU	156	2655
ES53	ESP	488	12
DE71	DEU	651	116
FI19	FIN	1635	6
DE11	DEU	301	137
DEA4	DEU	865	415
TR41	TUR	1343	81
BE23	BEL	1904	3
RS11	SRB	595	48
EL30	GRC	622	23
AT13	AUT	1151	68
FRC1	FRA	248	4
UKL2	GBR	1694	15
FRK2	FRA	451	566
RO11	ROU	501	2
DE14	DEU	413	28
IE05	IRL	348	1546
UKJ1	GBR	19	77
CZ06	CZE	348	757
DEE0	DEU	78	860
UKJ1	GBR	1073	208
NL33	NLD	630	99
ITF4	ITA	1231	842
FRF1	FRA	2374	6
UKK4	GBR	2081	20
DE91	DEU	5	4
PL63	POL	245	83
DE40	DEU	50	13669
UKL1	GBR	623	145
IE05	IRL	959	20
DEC0	DEU	1058	5
SK01	SVK	484	166
TR41	TUR	144	6
UKG3	GBR	230	106
DEA1	DEU	1553	183
ITC1	ITA	2074	54
FRH0	FRA	66	265
TR32	TUR	1231	9
PL71	POL	41	25
DEA2	DEU	323	40
UKD3	GBR	158	53
HR03	HRV	1743	1
ES23	ESP	734	162
FRE1	FRA	2855	12
PT11	PRT	530	240
TR51	TUR	348	4
DEA2	DEU	1878	13
DE40	DEU	734	524
UKI4	GBR	348	182
DE11	DEU	1628	342
ITF3	ITA	2933	40
ITC3	ITA	1015	9
NL33	NLD	3339	21
UKI7	GBR	1580	507
UKG3	GBR	1429	2
CH04	CHE	1597	115
RS11	SRB	1051	7
AT13	AUT	184	17
DE92	DEU	684	2
UKM8	GBR	220	4
FRL0	FRA	391	2
ES22	ESP	184	15
DE23	DEU	1001	6
ITF4	ITA	1694	2
ITI1	ITA	1553	65
TR31	TUR	323	78
ITF3	ITA	321	4
ITI4	ITA	1911	8
DE30	DEU	1352	2
UKI3	GBR	44	540
UKD3	GBR	1231	51
FRE1	FRA	995	3
FR10	FRA	663	18
DE25	DEU	1299	6
UKE3	GBR	14	55
SE23	SWE	227	10
DE12	DEU	208	158
AT13	AUT	1113	46
PL22	POL	501	1
FRJ1	FRA	178	8
ES21	ESP	898	2
ITH4	ITA	981	3
NL21	NLD	1667	25
AT13	AUT	1633	32
DED4	DEU	5	13
UKL2	GBR	1896	3
CH04	CHE	193	6
UKD3	GBR	3114	108
HR05	HRV	1523	6
DE21	DEU	1776	521
CZ02	CZE	299	78
DEB3	DEU	2471	5
UKM7	GBR	336	4
UKF1	GBR	501	13
ES61	ESP	1927	28
FRI2	FRA	776	16
DK03	DNK	2849	21
DE12	DEU	1709	1353
HU11	HUN	2528	3
ITC1	ITA	236	5
FRI1	FRA	723	13
UKJ1	GBR	28	2285
UKD3	GBR	1058	4
ES52	ESP	2830	27
FI1B	FIN	593	5338
ES61	ESP	1490	96
DEA2	DEU	150	247
DE14	DEU	2749	1
ES11	ESP	274	9
DE71	DEU	41	19
TR41	TUR	25	4
DE25	DEU	220	140
UKD7	GBR	248	84
CH04	CHE	58	35
RO32	ROU	22	9
DE71	DEU	288	2
DK05	DNK	14	388
DED4	DEU	2505	6
FI1B	FIN	156	1693
ITH5	ITA	2022	4
UKG3	GBR	2	3
DEG0	DEU	4004	724
NO08	NOR	772	561
UKD3	GBR	87	5339
FRL0	FRA	128	332
DE91	DEU	924	4
TR31	TUR	724	2
SE23	SWE	2148	85
TR61	TUR	1247	63
ITC3	ITA	2592	3
ES30	ESP	512	4
IE05	IRL	3250	57
EL63	GRC	1308	24
DE13	DEU	11	48
BG41	BGR	646	6
AT22	AUT	556	190
ITH3	ITA	1652	24
FRI1	FRA	215	2
ES21	ESP	252	158
TR51	TUR	184	56
ITH5	ITA	486	16
FRH0	FRA	413	20
UKD7	GBR	360	143
LT02	LTU	156	171
SK01	SVK	2566	4
DE94	DEU	734	14
AT12	AUT	637	5
IE06	IRL	395	32
ITI3	ITA	14	33
PL71	POL	150	178
UKD7	GBR	58	1
CH04	CHE	1462	43
BE24	BEL	905	63
BE23	BEL	911	512
DED2	DEU	1491	1
UKC2	GBR	2745	8
AT21	AUT	184	2
DE13	DEU	599	2762
BE24	BEL	233	48
UKJ1	GBR	1709	376
FRC1	FRA	1077	179
UKL1	GBR	41	2
DE26	DEU	25	9
DE21	DEU	684	274
ES41	ESP	2026	6
TR83	TUR	1743	1
AT33	AUT	1025	2
FRI2	FRA	1778	32
EL63	GRC	1861	2
DED2	DEU	2291	2
ES70	ESP	2	4
SK01	SVK	66	111
SK01	SVK	593	208
ES70	ESP	3324	1
BE10	BEL	1382	12
DE92	DEU	57	9
DE94	DEU	252	209
ITI3	ITA	1258	49
SE12	SWE	66	114
ITF3	ITA	1918	15
FRJ1	FRA	734	184
SK01	SVK	1284	3
UKG1	GBR	128	18
ES21	ESP	1553	3
DE25	DEU	907	1
UKK1	GBR	752	2
ITF1	ITA	1888	4
DE25	DEU	11	6
AT13	AUT	1669	16
ITI4	ITA	57	10
ES30	ESP	1457	6
ES52	ESP	2894	437
UKL1	GBR	1259	4
FI19	FIN	780	5
TR90	TUR	208	152
ITI4	ITA	1275	4
LT02	LTU	201	459
ES62	ESP	1316	16
ES41	ESP	2890	12
DE23	DEU	2	10
CH04	CHE	222	22
UKE3	GBR	123	138
DE26	DEU	6	8
UKD3	GBR	232	52
SE22	SWE	3302	4
DE72	DEU	1401	66
NO09	NOR	1259	2
FRH0	FRA	451	186
RO21	ROU	906	56
UKF1	GBR	646	5
FRC1	FRA	1058	3
SK01	SVK	776	96
UKM8	GBR	2081	6
CH04	CHE	1151	425
NL32	NLD	348	176
NL22	NLD	1576	8
UKC2	GBR	17	76
DEA1	DEU	14	790
UKD7	GBR	274	29
DE91	DEU	105	570
SE12	SWE	1830	39
DE25	DEU	348	4589
CH04	CHE	248	2
DE92	DEU	83	1
BE23	BEL	1284	5
AT22	AUT	321	4
UKE4	GBR	3030	6
NL22	NLD	721	456
CZ01	CZE	924	54
UKL2	GBR	1231	26
ES22	ESP	68	8
DEB3	DEU	1944	24
