nuts2	country_iso_alpha3_code	cluster_id1	counts
SE31	SWE	1978	1
ITF6	ITA	1605	260
TR10	TUR	217	242
ITH3	ITA	1978	20
EL30	GRC	1978	2
ITI4	ITA	259	87
UKD4	GBR	1366	6
FRJ2	FRA	217	54
IE04	IRL	259	32
UKC2	GBR	259	12
NL33	NLD	1605	83
FI1B	FIN	259	3
UKJ1	GBR	137	8
CZ08	CZE	92	6
DE92	DEU	1366	8
TR63	TUR	1752	9
ES70	ESP	1605	520
IE06	IRL	217	10
UKG3	GBR	137	23
ITG1	ITA	1752	4
DE21	DEU	217	20
NL33	NLD	259	30
UKC2	GBR	1978	2
ITI1	ITA	1366	7
ES12	ESP	1978	4
FRG0	FRA	1978	32
FI1B	FIN	1978	7
FRF1	FRA	1978	10
DEA3	DEU	627	2
ES61	ESP	1605	324
SE12	SWE	259	6
NO06	NOR	1366	1
BE31	BEL	1978	16
UKL2	GBR	2172	1
NO0A	NOR	733	40
PL92	POL	2172	3
NL21	NLD	217	9
CH04	CHE	1752	1
SE21	SWE	1366	1
FRE1	FRA	1366	4
ES30	ESP	137	47
DE25	DEU	1366	20
ES13	ESP	1605	20
ES41	ESP	1366	11
PL71	POL	217	8
CH04	CHE	1978	12
AT12	AUT	1605	80
FRJ1	FRA	217	3
DE12	DEU	1605	40
LT02	LTU	3036	12
DK04	DNK	217	8
BE21	BEL	217	118
HU11	HUN	259	27
FI1B	FIN	1752	2
NL31	NLD	1366	6
TR42	TUR	1752	2
ES13	ESP	2172	5
BE32	BEL	259	4
UKC2	GBR	1605	20
UKJ2	GBR	1978	2
DE11	DEU	627	2
NO08	NOR	1366	46
DE21	DEU	1366	2
UKC1	GBR	1605	20
ITF6	ITA	1978	4
CH04	CHE	1605	64
UKH2	GBR	1752	6
NO08	NOR	217	3
FRB0	FRA	1978	2
TRB1	TUR	1978	1
FRH0	FRA	259	16
EL52	GRC	217	12
ITF3	ITA	1978	6
SE11	SWE	733	20
SI03	SVN	137	3
UKF1	GBR	1366	28
TR71	TUR	137	4
DK03	DNK	259	14
TRA1	TUR	1978	3
TR31	TUR	1456	8
NL34	NLD	259	12
FRJ1	FRA	1366	10
ES51	ESP	217	18
SE12	SWE	1605	22
